case_id,time_s,z_m,excess,analytical_excess
l3c_mode1,0.0,0.27500001,10000.0,9988.231757651585
l3c_mode1,0.0,0.285,10000.0,10008.55048873983
l3c_mode1,0.0,0.255,10000.0,10012.64147141333
l3c_mode1,0.0,0.26499999,10000.0,9993.425621667053
l3c_mode1,0.0,0.27500001,10000.0,9988.231757651585
l3c_mode1,0.0,0.285,10000.0,10008.55048873983
l3c_mode1,0.0,0.255,10000.0,10012.64147141333
l3c_mode1,0.0,0.26499999,10000.0,9993.425621667053
l3c_mode1,0.0,0.27500001,10000.0,9988.231757651585
l3c_mode1,0.0,0.285,10000.0,10008.55048873983
l3c_mode1,0.0,0.255,10000.0,10012.64147141333
l3c_mode1,0.0,0.26499999,10000.0,9993.425621667053
l3c_mode1,0.0,0.27500001,10000.0,9988.231757651585
l3c_mode1,0.0,0.285,10000.0,10008.55048873983
