id,region,r_over_R,z_over_H,support_proxy,volume_weighted_support_proxy,neighbor_count_all,neighbor_count_specimen,nearest_neighbor_distance
60,bottom_cap_zone,0.6666666666666667,0.09999999999999999,18.821830430473014,1.1791964139790745e-05,240,139,0.007349980712662809
61,bottom_cap_zone,0.6666666666666666,0.09999999999999999,18.82178703688377,1.1791934747138106e-05,244,141,0.007349980712662809
62,bottom_cap_zone,0.6666666666666666,0.09999999999999999,18.82171226420162,1.1791863303830254e-05,244,141,0.007349980712662814
63,bottom_cap_zone,0.6666666666666667,0.09999999999999999,18.8219110869346,1.1792036353604746e-05,243,140,0.0073499807126628115
64,bottom_cap_zone,0.6666666666666667,0.09999999999999999,18.82157835002351,1.1791762315700293e-05,241,141,0.007349980712662809
65,bottom_cap_zone,0.6666666666666666,0.09999999999999999,18.82203514726595,1.1792128886801134e-05,245,141,0.007349980712662809
66,bottom_cap_zone,0.6666666666666667,0.09999999999999999,18.821485778216378,1.1791688064688092e-05,243,142,0.007349980712662811
67,bottom_cap_zone,0.6666666666666667,0.09999999999999999,18.82210134590751,1.1792185865298899e-05,242,139,0.007349980712662811
68,bottom_cap_zone,0.6666666666666667,0.09999999999999999,18.821431343129955,1.1791645099231201e-05,242,142,0.0073499807126628115
69,bottom_cap_zone,0.6666666666666667,0.09999999999999999,18.822145002320553,1.179221452618539e-05,242,140,0.00734998071266281
70,bottom_cap_zone,0.6666666666666667,0.09999999999999999,18.821411475908356,1.1791635575979172e-05,242,141,0.00734998071266281
71,bottom_cap_zone,0.6666666666666667,0.09999999999999999,18.822127033377004,1.179219978530465e-05,243,140,0.007349980712662809
72,bottom_cap_zone,0.6666666666666667,0.09999999999999999,18.821461775162156,1.1791671893501952e-05,243,142,0.007349980712662809
