source_stage,case,return_status,boundary_class,count,status_-3,status_-1,status_-5,mean_r_over_R,mean_z_over_H,mean_distance_to_bottom,mean_distance_to_lateral,mean_p_eff,mean_q,mean_q_over_p,mean_pc,mean_void_ratio,mean_plastic_vol_strain,mean_eq_plastic_strain,max_return_iterations,max_abs_yield_residual,max_abs_DivVel,max_velocity,max_abs_PorePressRate,mean_pairwise_reaction_avg,neighbor_count_available
M3f,improved_adaptive,-3,top_cap_zone,268,268,0,0,0.33503711210145487,0.9687297926119397,0.09687297926119397,0.019948886636956355,49.31393019029851,69.47837661352335,1.4538580189528778,119.15815962686573,0.8011765413805984,-0.0006505443376522389,0.006097130793283579,274.0,4315.5439,0.080761693,0.004256484628506741,53703368.0,0.2816135977611933,0
M3f,improved_adaptive,-1,bottom_cap_zone,35,0,35,0,0.3678857432802056,0.048572451621065715,0.004857245162106572,0.01896342770159384,3.1709460942857146,22.64078987288184,7.194476222906504,119.98996628571432,0.8000639577142857,-7.430388930285713e-06,7.731499102285716e-06,175.0,0.1435872,0.042827237,0.00030927633111823785,28529658.0,0.3029127028571426,0
M3f,improved_adaptive,-1,edge_corner,458,0,458,0,0.9790350436190267,0.7577682539758126,0.07577682539758121,0.0006289486914292207,15.01375402724891,43.16730251627564,3.5052576012289784,111.59873518995627,0.8119385002183405,-0.006575550648690224,0.010402538530862883,424.0,0.77163786,0.12056585,0.006465917422280465,80043352.0,0.2869636436681209,0
M3f,improved_adaptive,-1,interior_ring,32,0,32,0,0.40237185449934876,0.3500000024999999,0.03500000024999999,0.017928844365019535,3.942696595833333,22.078977444582144,5.692934503355514,119.99996125000001,0.80004981,-2.8689592499999998e-08,2.98019871875e-08,106.0,0.16588387,0.038017966,0.00019468743579691012,25330684.0,0.37340374999999976,0
M3f,improved_adaptive,-1,lateral_surface,24,0,24,0,0.6929081223084456,0.3000000000000001,0.029999999999999995,0.009212756330746627,3.7772969291666674,22.05270961539054,6.082006908485855,119.99906500000002,0.8000511949999997,-6.92480025e-07,7.178004666666666e-07,124.0,0.11271054,0.034879934,0.0006409717832897966,23219280.0,0.3734037499999998,0
M3f,quarter_speed_adaptive,-3,bottom_cap_zone,3,3,0,0,4.776075935642087e-09,-3.9222958666666665e-05,-3.922295866666667e-06,0.02999999985671772,45.10894833333333,69.67997203485375,1.5447039802380766,119.85542,0.80019802,-0.00010711756,0.00030063355,96.0,887.19843,0.018410534,0.00029301730614166894,12197389.0,0.23326983333333332,0
M3f,quarter_speed_adaptive,-3,edge_corner,34,34,0,0,0.745575973347195,0.6881584397941175,0.06881584397941178,0.007632720799584155,29.498966752941175,61.93259186591962,2.0996988817440516,119.80115705882352,0.800287431470588,-0.00014739449911764708,0.00024197270088235288,96.0,999.22864,0.020206824,0.0012573738305505396,13395024.0,0.23332727941176476,0
M3f,quarter_speed_adaptive,-1,bottom_cap_zone,9,0,9,0,0.357669907343806,2.1145089555555556e-06,2.1145089555555556e-07,0.01926990277968582,3.107492281481482,22.81904848804839,7.4092039749578635,119.99777444444446,0.8000536288888889,-1.6465112e-06,1.711473766666667e-06,81.0,0.11909253,0.016123254,0.00027366917758428006,10743812.0,0.14381225,0
M3f,quarter_speed_adaptive,-1,edge_corner,24,0,24,0,0.9529965163045037,0.06666612651152916,0.006666612651152918,0.0014101045108648996,4.150898487777777,25.16941310372266,6.121830540745479,119.99888333333332,0.8000510116666669,-8.241332154166666e-07,8.640467224999998e-07,91.0,0.22904183,0.032587651,0.0009262929229085542,21665748.0,0.14381224999999995,0
M3f,ramp_current_adaptive,-3,bottom_cap_zone,78,78,0,0,0.2847860981566823,0.08579563854858459,0.00857956385485846,0.021456417055299527,43.95747920085473,69.18346516854294,1.5807337815354616,119.84138269230785,0.8002182399999991,-0.00011759319678205132,0.0003575566510641027,109.0,2266.5327,0.038964514,0.0013883737936054,25844108.0,0.2865965769230767,0
