dp_label,dp,field,operator,zone,count,bias,rmse,p95_abs_error,max_abs_error
dp=0.010,0.01,smooth_quartic,mode8_blend025,near_boundary,398,-2352.3353481236545,2705.5724102014783,4252.2340025041685,4252.286508244005
dp=0.010,0.01,smooth_quartic,mode8_blend025,all_valid,739,-1112.6000025018081,2002.1346748997735,4252.164063780179,4252.286508244005
dp=0.010,0.01,smooth_quartic,mode8_blend050,interior,108,425.42174165759053,425.493219989974,441.45501831930335,441.4550183193053
dp=0.010,0.01,smooth_quartic,mode8_blend050,middle,233,277.9263895311082,358.2342592673807,514.7520825881676,514.8253220307687
dp=0.010,0.01,smooth_quartic,mode8_blend050,near_boundary,398,-2135.2894486367654,2427.1729391501835,3758.84732344366,3758.952334923293
dp=0.010,0.01,smooth_quartic,mode8_blend050,all_valid,739,-1000.1932391037412,1799.9169892614264,3758.707445995713,3758.952334923293
dp=0.010,0.01,smooth_quartic,mode8_drained_zero_boundary,interior,108,425.42174165759053,425.493219989974,441.45501831930335,441.4550183193053
dp=0.010,0.01,smooth_quartic,mode8_drained_zero_boundary,middle,233,249.46570416964485,372.0252752198525,563.5919219120321,563.7384007972414
dp=0.010,0.01,smooth_quartic,mode8_drained_zero_boundary,near_boundary,398,-1701.1976496629868,1875.6686059343363,2772.0739653226433,2772.283988281871
dp=0.010,0.01,smooth_quartic,mode8_drained_zero_boundary,all_valid,739,-775.3797123076071,1401.727853052465,2771.7942104267813,2772.283988281871
dp=0.008,0.008,constant,material_only,interior,251,0.0,0.0,0.0,0.0
dp=0.008,0.008,constant,material_only,middle,368,0.0,0.0,0.0,0.0
dp=0.008,0.008,constant,material_only,near_boundary,594,0.0,0.0,0.0,0.0
dp=0.008,0.008,constant,material_only,all_valid,1213,0.0,0.0,0.0,0.0
dp=0.008,0.008,constant,mode8_exact_boundary,interior,251,0.0,0.0,0.0,0.0
dp=0.008,0.008,constant,mode8_exact_boundary,middle,368,-1.9435320659815792e-13,9.956736296592628e-13,2.1417512592876907e-12,5.735390675171167e-12
dp=0.008,0.008,constant,mode8_exact_boundary,near_boundary,594,-3.8168242558325375e-13,3.473232624748256e-12,6.674170869293937e-12,2.4327084703083683e-11
dp=0.008,0.008,constant,mode8_exact_boundary,all_valid,1213,-2.45870849814159e-13,2.491609916292924e-12,4.905095880960376e-12,2.4327084703083683e-11
dp=0.008,0.008,constant,mode8_positivity,interior,251,0.0,0.0,0.0,0.0
