case,part,idp,class,fi,fi_selected
CaseT4_StressPath_SelectedConfinement,0,357,top,0.9314791684466723,0
CaseT4_StressPath_SelectedConfinement,0,358,top,0.6912884734398795,1
CaseT4_StressPath_SelectedConfinement,0,359,edge,0.8212954835791616,0
CaseT4_StressPath_SelectedConfinement,0,360,edge,0.6096103056816791,1
CaseT4_StressPath_SelectedConfinement,0,170,interior,1.0007500523478852,0
CaseT4_StressPath_SelectedConfinement,0,179,interior,0.9977701155090245,0
CaseT4_StressPath_SelectedConfinement,0,188,lateral,0.9317252046304483,0
CaseT4_StressPath_SelectedConfinement,0,233,interior,0.9977701155090245,0
CaseT4_StressPath_SelectedConfinement,0,242,interior,0.9761269579820341,0
CaseT4_StressPath_SelectedConfinement,0,251,lateral,0.861669542497518,0
CaseT4_StressPath_SelectedConfinement,0,287,lateral,0.9317252046304485,0
CaseT4_StressPath_SelectedConfinement,0,296,lateral,0.8616695424975179,0
CaseT4_StressPath_SelectedConfinement,0,305,lateral,0.6463374819455411,1
CaseT4_StressPath_SelectedConfinement,0,369,top,0.9556225122024553,0
CaseT4_StressPath_SelectedConfinement,0,370,top,0.7094371959156005,0
CaseT4_StressPath_SelectedConfinement,0,371,top,0.9526439859265595,0
CaseT4_StressPath_SelectedConfinement,0,372,top,0.7070599260323367,0
CaseT4_StressPath_SelectedConfinement,0,373,edge,0.8881833614039093,0
CaseT4_StressPath_SelectedConfinement,0,374,edge,0.6590082781905716,1
CaseT4_StressPath_SelectedConfinement,0,383,top,0.9526439859265597,0
CaseT4_StressPath_SelectedConfinement,0,384,top,0.7070599260323368,0
CaseT4_StressPath_SelectedConfinement,0,385,top,0.9314791684466723,0
CaseT4_StressPath_SelectedConfinement,0,386,top,0.6912884734398793,1
CaseT4_StressPath_SelectedConfinement,0,387,edge,0.8212954835791616,0
CaseT4_StressPath_SelectedConfinement,0,388,edge,0.6096103056816791,1
CaseT4_StressPath_SelectedConfinement,0,395,edge,0.8881833614039093,0
CaseT4_StressPath_SelectedConfinement,0,396,edge,0.6590082781905716,1
CaseT4_StressPath_SelectedConfinement,0,397,edge,0.8212954835791616,0
CaseT4_StressPath_SelectedConfinement,0,398,edge,0.6096103056816792,1
CaseT4_StressPath_SelectedConfinement,0,399,edge,0.6164900636203943,1
CaseT4_StressPath_SelectedConfinement,0,400,edge,0.457878491774005,1
CaseT4_StressPath_SelectedConfinement,0,323,lateral,0.6669145527061848,1
CaseT4_StressPath_SelectedConfinement,0,332,lateral,0.5748031333512358,1
CaseT4_StressPath_SelectedConfinement,0,403,edge,0.6353305275013573,1
CaseT4_StressPath_SelectedConfinement,0,404,edge,0.47187173487939554,1
CaseT4_StressPath_SelectedConfinement,0,405,edge,0.5479756403188811,1
CaseT4_StressPath_SelectedConfinement,0,406,edge,0.40717479695653136,1
CaseT4_StressPath_SelectedConfinement,0,134,lateral,0.5748031333512358,1
CaseT4_StressPath_SelectedConfinement,0,361,edge,0.5479756403188811,1
CaseT4_StressPath_SelectedConfinement,0,362,edge,0.40717479695653136,1
CaseT4_StressPath_SelectedConfinement,0,197,lateral,0.6669145527061848,1
CaseT4_StressPath_SelectedConfinement,0,260,lateral,0.5748031333512358,1
CaseT4_StressPath_SelectedConfinement,0,375,edge,0.6353305275013573,1
CaseT4_StressPath_SelectedConfinement,0,376,edge,0.4718717348793956,1
CaseT4_StressPath_SelectedConfinement,0,389,edge,0.5479756403188812,1
CaseT4_StressPath_SelectedConfinement,0,390,edge,0.40717479695653136,1
