case,part,time,axial_strain,PorePress_mean,PorePress_std,PorePressRate_maxAbs,DivVel_maxAbs,velocity_max
half_speed_ramp_adaptive,19,0.019002,0.0001899905169999716,-127410.72004087071,62143.7623272421,33014888.0,0.049723208,0.002949258989601951
half_speed_ramp_adaptive,20,0.020007,0.00020205430100006527,-135383.2106797372,63098.916472185425,32819764.0,0.049431689,0.002940389762376835
half_speed_ramp_adaptive,21,0.021012,0.00021406575300003672,-143315.56804560107,63880.37415250197,32601192.0,0.049104743,0.0029310875665313667
half_speed_ramp_adaptive,22,0.022018,0.00022611787900014835,-151247.2400510946,64477.03209320262,32357052.0,0.04873918,0.002921744698821143
half_speed_ramp_adaptive,23,0.023023,0.00023813079600004672,-159157.8307047042,64941.994307306544,32105386.0,0.048361991,0.0029124177846623885
half_speed_ramp_adaptive,24,0.024029,0.0002502408939999978,-167035.10473450023,65300.89880239389,31851868.0,0.047981754,0.002902846483526558
half_speed_ramp_adaptive,25,0.025034,0.000262245800000116,-174909.77227388546,65548.05698685798,31602048.0,0.047606822,0.0028931602176711212
half_speed_ramp_adaptive,26,0.026039,0.0002742662000000673,-182794.0392458567,65702.00253092179,31364262.0,0.047249712,0.002883628619690691
half_speed_ramp_adaptive,27,0.027045,0.00028632617999999055,-190674.31909575177,65788.7287942762,31137526.0,0.046909016,0.00287427553572144
half_speed_ramp_adaptive,28,0.02805,0.0002983505300001299,-198546.2000453582,65814.24386214775,30916048.0,0.046576139,0.0028651099094078136
half_speed_ramp_adaptive,29,0.029055,0.0003103426299999601,-206420.13855118322,65774.42104650916,30699572.0,0.046250708,0.0028562900862548818
half_speed_ramp_adaptive,30,0.030061,0.0003223841400000482,-214300.54890975443,65678.19040255455,30491348.0,0.045937587,0.002847935382401574
half_speed_ramp_adaptive,31,0.031066,0.00033438677000008354,-222178.77030920936,65543.36828508587,30294212.0,0.045641046,0.0028400261252192207
half_speed_ramp_adaptive,32,0.032072,0.0003464427800001224,-230051.59251179357,65376.521275139195,30106890.0,0.045359205,0.002832493428980544
half_speed_ramp_adaptive,33,0.033077,0.0003584740100000261,-237920.50426938137,65182.31097313925,29928372.0,0.045090556,0.002825337279274623
half_speed_ramp_adaptive,34,0.034082,0.0003704817899999324,-245787.0515231849,64966.43476038305,29759174.0,0.044835877,0.002818585479311644
half_speed_ramp_adaptive,35,0.035088,0.00038246726000001896,-253651.8095781247,64733.89957376697,29599560.0,0.044595558,0.002812226413439192
half_speed_ramp_adaptive,36,0.036093,0.00039450148000011453,-261515.57937141982,64488.355800367266,29449700.0,0.044369873,0.0028062454256471956
half_speed_ramp_adaptive,37,0.037098,0.0004065255800000944,-269378.9238418397,64233.11083234506,29309850.0,0.044159207,0.0028006466927245448
half_speed_ramp_adaptive,38,0.038003,0.00041728708000010606,-276389.00668890885,63095.12339144135,29197042.0,0.043982137,0.002795933160218171
half_speed_ramp_adaptive,39,0.039009,0.0004293464100001143,-284251.13789647876,62827.43702735099,29075040.0,0.043798335,0.0027910428713032844
quarter_speed_adaptive,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quarter_speed_adaptive,1,0.002011,3.812653000118127e-06,-21313.43013815553,11664.81102235144,21665748.0,0.032587651,0.0015377354295131184
quarter_speed_adaptive,2,0.004022,1.5030805299992567e-05,-25417.85454500649,17501.656955852366,21905404.0,0.032968447,0.0015377808094036297
quarter_speed_adaptive,3,0.006032,2.8994677000043767e-05,-30942.16838726809,23618.038929730945,16279203.0,0.024544807,0.0014306999798604423
quarter_speed_adaptive,4,0.008043,4.119874499997067e-05,-38055.114551633786,23499.46866106911,13395024.0,0.020206824,0.0012802467747945112
quarter_speed_adaptive,5,0.010054,5.130004200007421e-05,-46012.90602543535,26519.636088880878,15130832.0,0.022807797,0.0013193318051101892
quarter_speed_adaptive,6,0.012065,6.025658100011766e-05,-56624.23970628235,28722.639713727025,17169918.0,0.025855698,0.0014019537195774814
quarter_speed_adaptive,7,0.014076,6.954547800003263e-05,-65847.48164371414,30969.734774899363,16142945.0,0.024342472,0.001385716236729836
quarter_speed_adaptive,8,0.016086,7.954466900009227e-05,-74568.98570918705,31796.50305306585,15500336.0,0.02338241,0.0013582806354987165
quarter_speed_adaptive,9,0.018097,8.986287000009585e-05,-82890.22659534882,31979.05048056471,15132805.0,0.022830861,0.001337198938120111
quarter_speed_adaptive,10,0.020007,9.954720700006137e-05,-90833.31566346198,31715.891781127117,15079203.0,0.022744805,0.0013258257715128329
quarter_speed_adaptive,11,0.022018,0.00010957486500012825,-99378.88452837098,31784.160387980515,15010834.0,0.02264186,0.0013218354678692563
quarter_speed_adaptive,12,0.024029,0.00011960010400005605,-107911.67509628875,31915.90528962191,14996593.0,0.022620568,0.0013220644035038434
quarter_speed_adaptive,13,0.02604,0.00012966731200006465,-116458.7915237137,31967.07397599264,14926335.0,0.022515047,0.0013198498266935245
quarter_speed_adaptive,14,0.028051,0.00013972509800008748,-124957.43032934505,31952.875015363286,14846965.0,0.022395797,0.001317035084930138
quarter_speed_adaptive,15,0.030061,0.00014975966100005955,-133425.59599273713,31895.51065192242,14781458.0,0.022297105,0.0013144337969799
quarter_speed_adaptive,16,0.032072,0.00015986085000002648,-141876.80793631074,31809.789046840808,14730001.0,0.022219431,0.001312156994442963
quarter_speed_adaptive,17,0.034083,0.00016994186000013345,-150319.65228951152,31728.056051620442,14700269.0,0.022174375,0.0013110279126631846
quarter_speed_adaptive,18,0.036094,0.0001800027700001039,-158766.21687794963,31655.635634057133,14689821.0,0.022158297,0.0013106093036592318
quarter_speed_adaptive,19,0.038004,0.0001895249600000759,-166746.54472513657,31088.936063378806,14677735.0,0.022135684,0.0013101146362754074
quarter_speed_adaptive,20,0.040015,0.00019964951000012165,-175173.1693235411,31029.30733328597,14651141.0,0.022095464,0.0013090175470504117
quarter_speed_adaptive,21,0.042026,0.00020968725000000688,-183591.33530759608,30964.931550254907,14629470.0,0.022062596,0.001308032025075255
quarter_speed_adaptive,22,0.044036,0.00021978764000007978,-192006.16675102498,30904.043519297615,14616479.0,0.022042759,0.0013074922555226466
quarter_speed_adaptive,23,0.046047,0.00022988323000003308,-200418.4939177264,30853.19181535932,14607935.0,0.022029627,0.0013072072726457102
quarter_speed_adaptive,24,0.048058,0.00023990658000003218,-208827.85686713998,30805.972654203455,14598045.0,0.02201451,0.0013068807717909077
quarter_speed_adaptive,25,0.050069,0.00025000751000009425,-217232.72965570044,30757.538413186056,14587442.0,0.021998333,0.0013065300393505846
quarter_speed_adaptive,26,0.05208,0.00026009435000001746,-225645.78281507886,30710.234502800744,14587483.0,0.021998113,0.0013063392066063517
quarter_speed_adaptive,27,0.05409,0.00027017755000011134,-234055.64664644896,30672.4995912336,14581914.0,0.021989513,0.0013062807101379375
quarter_speed_adaptive,28,0.056001,0.00027974202000000115,-242012.10919437773,30122.78247238541,14585978.0,0.021991249,0.0013064082080210578
quarter_speed_adaptive,29,0.058011,0.0002898281600000052,-250424.573043362,30096.46938154785,14585115.0,0.021989768,0.001306479657212451
quarter_speed_adaptive,30,0.060022,0.00029990174000016356,-258836.8073219238,30074.340848625725,14584383.0,0.021988498,0.0013065476046571363
quarter_speed_adaptive,31,0.062033,0.00030990302000002967,-267252.5136921958,30050.629390882386,14582993.0,0.021986257,0.0013066124983330976
quarter_speed_adaptive,32,0.064044,0.0003199703100001394,-275673.3129461347,30029.679196622856,14583734.0,0.021987217,0.0013067270514940915
quarter_speed_adaptive,33,0.066055,0.00033003470000000923,-284092.99341324985,30013.069124733207,14584809.0,0.021988699,0.0013068235201496954
quarter_speed_adaptive,34,0.068065,0.00034010718000007656,-292514.94959592086,29999.501056442365,14585315.0,0.021989327,0.0013069685574727044
quarter_speed_adaptive,35,0.070076,0.0003501673100000935,-300937.81019083894,29987.486537205757,14588770.0,0.021994401,0.0013071119566315547
quarter_speed_adaptive,36,0.072087,0.0003602242600000971,-309361.4989686068,29979.344771323358,14592372.0,0.021999707,0.0013072491070065743
