case,part,time,idp,return_status,region,x,y,z,p_proxy,q_proxy,pc,void_ratio,plastic_vol_strain,eq_plastic_strain,plastic_multiplier,return_iterations,yield_residual,substep_count,trigger_reason,Kplastic,PorePress,PorePressRate,DivVel,velocity,pairwise_reaction_avg
half_speed_adaptive,27,0.027045,401,-3,edge,0.010015092,-0.020023387,-9.5647174e-06,30.0675066,62.31213621747952,119.74539,0.80036151,-0.0001888055,0.00033310609,2.4730591e-07,130.0,1708.451,16.0,5.0,0.00033310609,-237418.1465335,-22070828.0,0.033264317,0.0013746427401196274,0.2552525
half_speed_adaptive,27,0.027045,478,-3,edge,0.020023387,-0.010015092,-9.5647183e-06,30.067504666666668,62.31213925376974,119.74539,0.80036151,-0.00018880548,0.00033310612,2.4730599e-07,130.0,1708.4512,16.0,5.0,0.00033310612,-237418.1425279,-22070826.0,0.033264313,0.0013746425929404428,0.2552525
half_speed_adaptive,27,0.027045,214,-3,edge,-0.020023387,0.010015092,-9.5647174e-06,30.0675066,62.31213559363073,119.74539,0.80036151,-0.00018880551,0.00033310609,2.4730585e-07,130.0,1708.4508,16.0,5.0,0.00033310609,-237418.1448824,-22070832.0,0.03326432,0.001374642691575235,0.2552525
half_speed_adaptive,27,0.027045,291,-3,edge,-0.010015092,0.020023387,-9.5647183e-06,30.067504666666668,62.312139497461,119.74539,0.80036151,-0.00018880548,0.00033310606,2.4730596e-07,130.0,1708.4509,16.0,5.0,0.00033310606,-237418.1434247,-22070828.0,0.033264317,0.0013746425736252414,0.2552525
half_speed_adaptive,27,0.027045,445,-3,edge,0.010015092,0.020023387,-9.5647183e-06,30.0675063,62.31213691023184,119.74539,0.80036151,-0.00018880551,0.00033310606,2.4730585e-07,130.0,1708.4506,16.0,5.0,0.00033310606,-237418.1433586,-22070828.0,0.033264317,0.001374642730861174,0.2552525
half_speed_adaptive,27,0.027045,500,-3,edge,0.020023387,0.010015092,-9.5647183e-06,30.0675063,62.31213641470776,119.74539,0.80036151,-0.00018880548,0.00033310606,2.4730582e-07,130.0,1708.4504,16.0,5.0,0.00033310606,-237418.1429407,-22070826.0,0.033264313,0.0013746426735504137,0.2552525
half_speed_adaptive,28,0.02805,192,-3,edge,-0.020024486,-0.010015801,-1.0025701e-05,30.089403966666666,62.32588032377084,119.74156,0.80036658,-0.00019164677,0.00033811841,2.4873893e-07,131.0,1718.9274,16.0,5.0,0.00033811841,-246292.3127353,-22203810.0,0.033465166,0.001381392290542637,0.2552175
half_speed_adaptive,28,0.02805,247,-3,edge,-0.010015801,-0.020024486,-1.00257e-05,30.089404599999998,62.32588034211115,119.74156,0.80036658,-0.00019164674,0.00033811844,2.4873896e-07,131.0,1718.9276,16.0,5.0,0.00033811844,-246292.3124768,-22203810.0,0.033465166,0.0013813923431599574,0.2552175
half_speed_adaptive,28,0.02805,401,-3,edge,0.010015801,-0.020024486,-1.0025699e-05,30.089404266666666,62.32588057073848,119.74156,0.80036658,-0.00019164676,0.00033811841,2.4873896e-07,131.0,1718.9276,16.0,5.0,0.00033811841,-246292.3117785,-22203810.0,0.033465166,0.0013813922598503198,0.2552175
half_speed_adaptive,28,0.02805,478,-3,edge,0.020024486,-0.010015801,-1.00257e-05,30.089403933333333,62.325880669225555,119.74156,0.80036658,-0.00019164674,0.00033811844,2.4873896e-07,131.0,1718.9276,16.0,5.0,0.00033811844,-246292.3070361,-22203804.0,0.033465158,0.0013813920957766721,0.2552175
half_speed_adaptive,28,0.02805,214,-3,edge,-0.020024486,0.010015801,-1.0025699e-05,30.089408566666663,62.32588484931081,119.74156,0.80036658,-0.00019164677,0.00033811841,2.4873896e-07,131.0,1718.9275,16.0,5.0,0.00033811841,-246292.3088062,-22203804.0,0.033465158,0.0013813920847652998,0.2552175
half_speed_adaptive,28,0.02805,291,-3,edge,-0.010015801,0.020024486,-1.00257e-05,30.089408899999995,62.32588534519443,119.74156,0.80036658,-0.00019164674,0.00033811838,2.4873893e-07,131.0,1718.9272,16.0,5.0,0.00033811838,-246292.3068284,-22203802.0,0.033465154,0.0013813919799613816,0.2552175
half_speed_adaptive,28,0.02805,445,-3,edge,0.010015801,0.020024486,-1.0025699e-05,30.089404599999998,62.32588045823448,119.74156,0.80036658,-0.00019164677,0.00033811838,2.487389e-07,131.0,1718.9271,16.0,5.0,0.00033811838,-246292.3074711,-22203802.0,0.033465154,0.0013813923005212643,0.2552175
half_speed_adaptive,28,0.02805,500,-3,edge,0.020024486,0.010015801,-1.0025699e-05,30.089404266666666,62.32588065957023,119.74156,0.80036658,-0.00019164674,0.00033811838,2.4873893e-07,131.0,1718.9274,16.0,5.0,0.00033811838,-246292.3065781,-22203796.0,0.033465147,0.001381392243219275,0.2552175
half_speed_adaptive,29,0.029055,192,-3,edge,-0.020025589,-0.010016513,-1.0488597e-05,30.105543533333332,62.33564665027597,119.73772,0.80037171,-0.00019450003,0.0003431545,2.500569e-07,131.0,1728.5624,16.0,5.0,0.0003431545,-255186.6466855,-22324422.0,0.033647411,0.0013875466614490773,0.2552175
half_speed_adaptive,29,0.029055,247,-3,edge,-0.010016513,-0.020025589,-1.0488596e-05,30.105543866666668,62.33564715996838,119.73772,0.80037171,-0.0001945,0.00034315453,2.500569e-07,131.0,1728.5623,16.0,5.0,0.00034315453,-255186.647516,-22324424.0,0.033647414,0.0013875467813477815,0.2552175
half_speed_adaptive,29,0.029055,401,-3,edge,0.010016513,-0.020025589,-1.0488595e-05,30.105543533333332,62.335647615172924,119.73772,0.80037171,-0.00019450001,0.0003431545,2.5005693e-07,131.0,1728.5625,16.0,5.0,0.0003431545,-255186.6451385,-22324414.0,0.033647399,0.0013875466051621183,0.2552175
half_speed_adaptive,29,0.029055,478,-3,edge,0.020025589,-0.010016513,-1.0488596e-05,30.105543833333332,62.33564665995508,119.73772,0.80037171,-0.0001945,0.00034315453,2.5005687e-07,131.0,1728.5621,16.0,5.0,0.00034315453,-255186.6438672,-22324412.0,0.033647396,0.001387546535137667,0.2552175
half_speed_adaptive,29,0.029055,214,-3,edge,-0.020025589,0.010016513,-1.0488595e-05,30.1055478,62.33565035415832,119.73772,0.80037171,-0.00019450003,0.0003431545,2.500569e-07,131.0,1728.5623,16.0,5.0,0.0003431545,-255186.6448906,-22324414.0,0.033647399,0.0013875466229040334,0.2552175
half_speed_adaptive,29,0.029055,291,-3,edge,-0.010016513,0.020025589,-1.0488596e-05,30.105548133333333,62.3356503582372,119.73772,0.80037171,-0.0001945,0.00034315448,2.5005693e-07,131.0,1728.5624,16.0,5.0,0.00034315448,-255186.643052,-22324416.0,0.033647403,0.0013875465022279002,0.2552175
half_speed_adaptive,29,0.029055,445,-3,edge,0.010016513,0.020025589,-1.0488596e-05,30.105543866666668,62.33564706444919,119.73772,0.80037171,-0.00019450003,0.00034315448,2.500569e-07,131.0,1728.5623,16.0,5.0,0.00034315448,-255186.6435243,-22324420.0,0.033647407,0.0013875466905962017,0.2552175
half_speed_adaptive,29,0.029055,500,-3,edge,0.020025589,0.010016513,-1.0488596e-05,30.105543866666668,62.33564741853424,119.73772,0.80037171,-0.0001945,0.00034315448,2.500569e-07,131.0,1728.5624,16.0,5.0,0.00034315448,-255186.640132,-22324410.0,0.033647392,0.0013875465941726572,0.2552175
half_speed_adaptive,30,0.030061,192,-3,edge,-0.020026695,-0.010017228,-1.0953348e-05,30.118518233333333,62.343221291811595,119.73386,0.80037683,-0.00019736467,0.00034821287,2.5128608e-07,137.0,1737.5458,16.0,5.0,0.00034821287,-264090.3263845,-22429572.0,0.033806399,0.0013932693532135016,0.2551815
half_speed_adaptive,30,0.030061,247,-3,edge,-0.010017228,-0.020026695,-1.0953348e-05,30.118518533333333,62.34322180942437,119.73386,0.80037683,-0.00019736464,0.0003482129,2.5128608e-07,137.0,1737.5457,16.0,5.0,0.0003482129,-264090.3272626,-22429576.0,0.033806406,0.001393269421664083,0.2551815
half_speed_adaptive,30,0.030061,401,-3,edge,0.010017228,-0.020026695,-1.0953346e-05,30.118518866666665,62.343221351497974,119.73386,0.80037683,-0.00019736466,0.00034821287,2.5128605e-07,137.0,1737.5457,16.0,5.0,0.00034821287,-264090.3239858,-22429566.0,0.033806391,0.0013932691977495296,0.2551815
half_speed_adaptive,30,0.030061,478,-3,edge,0.020026695,-0.010017228,-1.0953347e-05,30.118518533333333,62.3432215021594,119.73386,0.80037683,-0.00019736464,0.0003482129,2.5128605e-07,137.0,1737.5455,16.0,5.0,0.0003482129,-264090.3266325,-22429580.0,0.03380641,0.0013932693766949777,0.2551815
half_speed_adaptive,30,0.030061,214,-3,edge,-0.020026695,0.010017228,-1.0953346e-05,30.118522466666665,62.343224968227986,119.73386,0.80037683,-0.00019736467,0.00034821287,2.5128608e-07,137.0,1737.5454,16.0,5.0,0.00034821287,-264090.3236556,-22429572.0,0.033806399,0.0013932692939444366,0.2551815
half_speed_adaptive,30,0.030061,291,-3,edge,-0.010017228,0.020026695,-1.0953347e-05,30.118522799999997,62.343225025240024,119.73386,0.80037683,-0.00019736464,0.00034821284,2.5128608e-07,137.0,1737.5457,16.0,5.0,0.00034821284,-264090.3255124,-22429576.0,0.033806406,0.0013932693396937511,0.2551815
half_speed_adaptive,30,0.030061,445,-3,edge,0.010017228,0.020026695,-1.0953347e-05,30.118518533333333,62.343221219673445,119.73386,0.80037683,-0.00019736467,0.00034821284,2.5128602e-07,137.0,1737.5453,16.0,5.0,0.00034821284,-264090.3236782,-22429580.0,0.03380641,0.0013932693268298118,0.2551815
half_speed_adaptive,30,0.030061,500,-3,edge,0.020026695,0.010017228,-1.0953347e-05,30.118518866666665,62.34322143156892,119.73386,0.80037683,-0.00019736464,0.00034821284,2.51286e-07,137.0,1737.5452,16.0,5.0,0.00034821284,-264090.3220092,-22429574.0,0.033806402,0.0013932693661528224,0.2551815
half_speed_adaptive,31,0.031066,192,-3,edge,-0.020027807,-0.010017946,-1.141989e-05,30.129531966666665,62.34944234652277,119.72999,0.80038202,-0.00020023766,0.00035328779,2.5245728e-07,139.0,1746.105,16.0,5.0,0.00035328779,-272998.5988134,-22528034.0,0.033955283,0.001398777485047082,0.2551815
half_speed_adaptive,31,0.031066,247,-3,edge,-0.010017946,-0.020027807,-1.1419889e-05,30.12953226666667,62.34944215786861,119.72999,0.80038202,-0.00020023763,0.00035328782,2.5245723e-07,139.0,1746.1046,16.0,5.0,0.00035328782,-272998.5981188,-22528032.0,0.03395528,0.0013987774770353192,0.2551815
half_speed_adaptive,31,0.031066,401,-3,edge,0.010017946,-0.020027807,-1.1419888e-05,30.1295326,62.34944234507707,119.72999,0.80038202,-0.00020023764,0.00035328779,2.5245728e-07,139.0,1746.105,16.0,5.0,0.00035328779,-272998.5966661,-22528028.0,0.033955276,0.0013987771887469874,0.2551815
half_speed_adaptive,31,0.031066,478,-3,edge,0.020027807,-0.010017946,-1.1419889e-05,30.1295326,62.34944208551074,119.72999,0.80038202,-0.00020023761,0.00035328779,2.5245723e-07,139.0,1746.1047,16.0,5.0,0.00035328779,-272998.5984103,-22528036.0,0.033955287,0.0013987774236095122,0.2551815
half_speed_adaptive,31,0.031066,214,-3,edge,-0.020027807,0.010017946,-1.1419888e-05,30.1295369,62.34944649268788,119.72999,0.80038202,-0.00020023766,0.00035328779,2.5245717e-07,139.0,1746.1041,16.0,5.0,0.00035328779,-272998.5962073,-22528028.0,0.033955276,0.0013987772460550352,0.2551815
half_speed_adaptive,31,0.031066,291,-3,edge,-0.010017946,0.020027807,-1.1419889e-05,30.129537233333338,62.34944655356474,119.72999,0.80038202,-0.00020023763,0.00035328776,2.5245731e-07,139.0,1746.1052,16.0,5.0,0.00035328776,-272998.5983954,-22528034.0,0.033955283,0.0013987772851330714,0.2551815
half_speed_adaptive,31,0.031066,445,-3,edge,0.010017946,0.020027807,-1.1419889e-05,30.1295326,62.34944174974569,119.72999,0.80038202,-0.00020023764,0.00035328773,2.5245714e-07,139.0,1746.104,16.0,5.0,0.00035328773,-272998.5961603,-22528032.0,0.03395528,0.0013987773936965907,0.2551815
half_speed_adaptive,31,0.031066,500,-3,edge,0.020027807,0.010017946,-1.1419888e-05,30.129532933333333,62.34944180070818,119.72999,0.80038202,-0.00020023761,0.00035328773,2.5245714e-07,139.0,1746.1042,16.0,5.0,0.00035328773,-272998.5946638,-22528026.0,0.033955272,0.0013987774670643487,0.2551815
half_speed_adaptive,32,0.032071,192,-3,edge,-0.020028923,-0.010018668,-1.1888121e-05,30.145999733333337,62.35804108285081,119.72221,0.80039239,-0.00020600561,0.00036348091,2.5358432e-07,137.0,1754.2203,16.0,5.0,0.00036348091,-281913.9056633,-22623992.0,0.034100346,0.0014040737357478503,0.25517900000000004
half_speed_adaptive,32,0.032071,247,-3,edge,-0.010018668,-0.020028923,-1.1888119e-05,30.14600006666667,62.358041029957576,119.72221,0.80039239,-0.00020600558,0.00036348094,2.5358429e-07,137.0,1754.2201,16.0,5.0,0.00036348094,-281913.9039303,-22623994.0,0.03410035,0.0014040737551441116,0.25517900000000004
half_speed_adaptive,32,0.032071,401,-3,edge,0.010018668,-0.020028923,-1.1888118e-05,30.146005000000002,62.35804542135031,119.72221,0.80039239,-0.0002060056,0.00036348091,2.5358423e-07,137.0,1754.2195,16.0,5.0,0.00036348091,-281913.9019069,-22623992.0,0.034100346,0.0014040736651484906,0.25517900000000004
half_speed_adaptive,32,0.032071,478,-3,edge,0.020028923,-0.010018668,-1.188812e-05,30.14600006666667,62.358040559674386,119.72221,0.80039239,-0.00020600557,0.00036348091,2.5358423e-07,137.0,1754.2197,16.0,5.0,0.00036348091,-281913.9039749,-22624000.0,0.034100357,0.001404073753496775,0.25517900000000004
half_speed_adaptive,32,0.032071,214,-3,edge,-0.020028923,0.010018668,-1.1888118e-05,30.146009266666663,62.35804859069209,119.72221,0.80039239,-0.00020600561,0.00036348091,2.5358429e-07,137.0,1754.22,16.0,5.0,0.00036348091,-281913.9030181,-22623994.0,0.03410035,0.0014040737731206923,0.25517900000000004
half_speed_adaptive,32,0.032071,291,-3,edge,-0.010018668,0.020028923,-1.188812e-05,30.146005000000002,62.358045238219546,119.72221,0.80039239,-0.00020600558,0.00036348088,2.5358426e-07,137.0,1754.2198,16.0,5.0,0.00036348088,-281913.9032558,-22624000.0,0.034100357,0.00140407377229703,0.25517900000000004
half_speed_adaptive,32,0.032071,445,-3,edge,0.010018668,0.020028923,-1.1888119e-05,30.14600006666667,62.358040856501944,119.72221,0.80039239,-0.0002060056,0.00036348085,2.535842e-07,137.0,1754.2195,16.0,5.0,0.00036348085,-281913.9023786,-22624002.0,0.034100361,0.0014040737742563503,0.25517900000000004
half_speed_adaptive,32,0.032071,500,-3,edge,0.020028923,0.010018668,-1.1888118e-05,30.14600036666667,62.35804155436673,119.72221,0.80039239,-0.00020600557,0.00036348085,2.5358429e-07,137.0,1754.22,16.0,5.0,0.00036348085,-281913.9004087,-22623994.0,0.03410035,0.0014040738542840134,0.25517900000000004
half_speed_ramp_adaptive,1,0.001005,181,-1,edge,-0.020000558,-0.020000558,-1.6149793e-08,5.582425533333333,30.327651076165182,119.99983,0.80004817,-1.2457467e-07,1.3357911e-07,1.2158705e-07,77.0,-0.015738096,16.0,5.0,1.3357911e-07,-14936.20210632,-21743096.0,0.032593213,0.0011146778843674366,0.0956207
half_speed_ramp_adaptive,1,0.001005,182,-1,edge,-0.020000555,-0.020000555,0.009999997,6.100272013333334,23.979256873124346,120.0,0.8000474,0.0,0.0,5.8153997e-08,46.0,-0.08460959,16.0,5.0,0.0,-19351.57407205,-26705306.0,0.040068913,0.001086789859058859,0.0956207
half_speed_ramp_adaptive,1,0.001005,193,-1,edge,-0.020000389,-0.01000028,0.010000009,3.4704030333333336,22.407174245578673,120.0,0.80005026,0.0,0.0,3.432924e-08,36.0,-0.015834318,16.0,5.0,0.0,-20985.04010335,-27055992.0,0.04061671,0.0006719270077154394,0.0956207
half_speed_ramp_adaptive,1,0.001005,194,-1,lateral_boundary,-0.020000385,-0.010000277,0.020000001,4.8390501666666665,21.898971315097047,120.0,0.80004883,0.0,0.0,4.8697988e-08,47.0,-0.091556989,16.0,5.0,0.0,-20309.94548315,-22397932.0,0.033622693,0.0006409577168153063,0.0956207
half_speed_ramp_adaptive,1,0.001005,248,-1,edge,-0.01000028,-0.020000389,0.010000009,3.470403733333334,22.407173206818307,120.0,0.80005026,0.0,0.0,3.4329215e-08,36.0,-0.015833642,16.0,5.0,0.0,-20985.03567955,-27055978.0,0.040616687,0.0006719269498228211,0.0956207
half_speed_ramp_adaptive,1,0.001005,249,-1,lateral_boundary,-0.010000277,-0.020000385,0.020000001,4.839051033333333,21.898964990177536,120.0,0.80004883,0.0,0.0,4.869792e-08,47.0,-0.091556452,16.0,5.0,0.0,-20309.94266801,-22397928.0,0.03362269,0.0006409577020158719,0.0956207
half_speed_ramp_adaptive,1,0.001005,259,-1,bottom_cap_zone,-0.010000105,-0.010000105,0.010000018,3.0870529999999996,22.7972986157271,119.99934,0.80005151,-4.8962431e-07,5.0821473e-07,3.6083428e-08,34.0,-0.10098866,16.0,5.0,5.0821473e-07,-21836.96258426,-28428220.0,0.042683166,0.00022911368284813017,0.0956207
half_speed_ramp_adaptive,1,0.001005,260,-1,interior,-0.010000101,-0.010000101,0.020000005,3.1475020333333332,23.013501482818395,119.99969,0.80005103,-2.3081422e-07,2.3976045e-07,5.2321695e-08,48.0,-0.28979227,16.0,5.0,2.3976045e-07,-21330.87662649,-24287230.0,0.036460567,0.0001946934563222767,0.0956207
half_speed_ramp_adaptive,1,0.001005,261,-1,interior,-0.010000102,-0.010000102,0.029999999,4.031004633333333,22.170072407082618,120.0,0.8000496,0.0,0.0,4.7599414e-08,47.0,-0.067723304,16.0,5.0,0.0,-20568.90125342,-21728584.0,0.0326139,0.000193226607403622,0.0956207
half_speed_ramp_adaptive,1,0.001005,313,-1,edge,2.0857841e-14,-0.030000759,-1.7097191e-08,5.066265433333333,27.57486226699144,120.0,0.80004853,0.0,0.0,8.5120718e-08,59.0,-0.14377725,16.0,5.0,0.0,-15650.86275177,-22768302.0,0.034137458,0.0011115854205908777,0.0956207
half_speed_ramp_adaptive,1,0.001005,314,-1,edge,3.045201e-14,-0.030000756,0.009999997,4.392480460000001,21.794739192678957,120.0,0.8000493,0.0,0.0,3.5731826e-08,34.0,-0.20096731,16.0,5.0,0.0,-20244.97616474,-27929850.0,0.041918229,0.0010877627020708202,0.0956207
half_speed_ramp_adaptive,1,0.001005,325,-1,edge,1.4587791e-14,-0.020000296,0.010000013,2.9409866333333334,22.26516705414082,119.9977,0.80005389,-1.705593e-06,1.7671077e-06,3.6169482e-08,34.0,-0.27805194,16.0,5.0,1.7671077e-06,-22692.45594401,-28769334.0,0.043213755,0.0004328566746703601,0.0956207
half_speed_ramp_adaptive,1,0.001005,326,-1,lateral_boundary,2.0191151e-14,-0.02000029,0.020000003,2.994780533333333,22.462785099917337,119.9985,0.80005276,-1.1113146e-06,1.1521729e-06,4.9972289e-08,46.0,-0.2971254,16.0,5.0,1.1521729e-06,-21870.8201859,-23247228.0,0.03492181,0.0004028773171088824,0.0956207
half_speed_ramp_adaptive,1,0.001005,327,-1,lateral_boundary,1.2710805e-14,-0.020000292,0.029999999,3.013623866666666,22.108846540679338,120.0,0.8000508,0.0,0.0,4.8385314e-08,49.0,-0.041628428,16.0,5.0,0.0,-20740.04566034,-19421758.0,0.029173009,0.0004042176617416067,0.0956207
half_speed_ramp_adaptive,1,0.001005,336,-1,bottom_cap_zone,9.0359252e-14,-0.010000035,0.01000002,3.1427667333333336,22.10675855797733,120.0,0.80005062,0.0,0.0,3.1477565e-08,32.0,-0.064334467,16.0,5.0,0.0,-21507.76513075,-28537092.0,0.04283838,0.000108578824222328,0.0956207
half_speed_ramp_adaptive,1,0.001005,337,-1,interior,1.0076163e-13,-0.010000031,0.020000007,3.2497401333333342,22.456135370276904,120.0,0.80005056,0.0,0.0,4.7932328e-08,46.0,-0.33956876,16.0,5.0,0.0,-21246.12333785,-25366160.0,0.038071126,5.759640234904285e-05,0.0956207
half_speed_ramp_adaptive,1,0.001005,338,-1,interior,-7.9996807e-14,-0.010000032,0.030000001,4.112249966666667,21.65425183963105,120.0,0.8000496,0.0,0.0,4.8547328e-08,45.0,-0.3487671,16.0,5.0,0.0,-20731.68268851,-23654410.0,0.035496674,5.237727913088843e-05,0.0956207
half_speed_ramp_adaptive,1,0.001005,402,-1,edge,0.01000028,-0.020000389,0.010000009,3.470409633333334,22.407173213627,120.0,0.80005026,0.0,0.0,3.4329073e-08,36.0,-0.015827244,16.0,5.0,0.0,-20985.03688605,-27055984.0,0.040616699,0.0006719269735490804,0.0956207
half_speed_ramp_adaptive,1,0.001005,403,-1,lateral_boundary,0.010000277,-0.020000385,0.020000001,4.839047233333333,21.89896393641379,120.0,0.80004883,0.0,0.0,4.8698013e-08,47.0,-0.091559842,16.0,5.0,0.0,-20309.94347232,-22397936.0,0.033622701,0.0006409575840313543,0.0956207
half_speed_ramp_adaptive,1,0.001005,413,-1,bottom_cap_zone,0.010000105,-0.010000105,0.010000018,3.087053166666667,22.797298722628582,119.99934,0.80005151,-4.8962283e-07,5.0821319e-07,3.6083421e-08,34.0,-0.10098828,16.0,5.0,5.0821319e-07,-21836.96007076,-28428214.0,0.042683158,0.0002291137029607349,0.0956207
half_speed_ramp_adaptive,1,0.001005,414,-1,interior,0.010000101,-0.010000101,0.020000005,3.1475027333333334,23.013503812563233,119.99969,0.80005103,-2.3081856e-07,2.3976494e-07,5.2321703e-08,48.0,-0.28979218,16.0,5.0,2.3976494e-07,-21330.87461568,-24287230.0,0.036460567,0.00019469356293530925,0.0956207
half_speed_ramp_adaptive,1,0.001005,415,-1,interior,0.010000102,-0.010000102,0.029999999,4.030997333333333,22.17007554598379,120.0,0.8000496,0.0,0.0,4.7599659e-08,47.0,-0.067730911,16.0,5.0,0.0,-20568.90165561,-21728576.0,0.032613888,0.00019322657892738396,0.0956207
half_speed_ramp_adaptive,1,0.001005,467,-1,edge,0.020000558,-0.020000558,-1.6149777e-08,5.582426633333334,30.327654948585245,119.99983,0.80004817,-1.2457349e-07,1.3357784e-07,1.2158706e-07,77.0,-0.01573736,16.0,5.0,1.3357784e-07,-14936.20291066,-21743092.0,0.032593209,0.0011146778824021781,0.0956207
half_speed_ramp_adaptive,1,0.001005,468,-1,edge,0.020000555,-0.020000555,0.009999997,6.100265133333334,23.979261300424252,120.0,0.8000474,0.0,0.0,5.8154189e-08,46.0,-0.084615447,16.0,5.0,0.0,-19351.57397153,-26705304.0,0.04006891,0.0010867898166069387,0.0956207
half_speed_ramp_adaptive,1,0.001005,479,-1,edge,0.020000389,-0.01000028,0.010000009,3.4704053666666668,22.407174162090364,120.0,0.80005026,0.0,0.0,3.4329183e-08,36.0,-0.015831893,16.0,5.0,0.0,-20985.04301904,-27055990.0,0.040616706,0.0006719269010307252,0.0956207
half_speed_ramp_adaptive,1,0.001005,480,-1,lateral_boundary,0.020000385,-0.010000277,0.020000001,4.8390501,21.898965878593604,120.0,0.80004883,0.0,0.0,4.8697956e-08,47.0,-0.091557406,16.0,5.0,0.0,-20309.94437724,-22397924.0,0.033622682,0.0006409576012331015,0.0956207
half_speed_ramp_adaptive,1,0.001005,159,-1,edge,-0.030000759,2.6716971e-14,-1.7097271e-08,5.066257433333333,27.574866978127393,120.0,0.80004853,0.0,0.0,8.5121037e-08,59.0,-0.14378563,16.0,5.0,0.0,-15650.86536584,-22768302.0,0.034137458,0.0011115855240873191,0.0956207
half_speed_ramp_adaptive,1,0.001005,160,-1,edge,-0.030000756,1.1515013e-14,0.009999997,4.392475163333334,21.79474144124063,120.0,0.8000493,0.0,0.0,3.573194e-08,34.0,-0.20097235,16.0,5.0,0.0,-20244.97847717,-27929850.0,0.041918229,0.0010877628021627834,0.0956207
half_speed_ramp_adaptive,1,0.001005,204,-1,edge,-0.020000296,4.2542589e-14,0.010000013,2.9409866333333334,22.265167199003606,119.9977,0.80005389,-1.7055916e-06,1.7671063e-06,3.6169482e-08,34.0,-0.27805209,16.0,5.0,1.7671063e-06,-22692.45524021,-28769332.0,0.043213751,0.00043285667399690485,0.0956207
half_speed_ramp_adaptive,1,0.001005,205,-1,lateral_boundary,-0.02000029,-8.6810382e-15,0.020000003,2.9947794333333326,22.462780735849908,119.9985,0.80005276,-1.1113141e-06,1.1521723e-06,4.9972289e-08,46.0,-0.29712674,16.0,5.0,1.1521723e-06,-21870.81727021,-23247224.0,0.034921803,0.0004028772869382515,0.0956207
half_speed_ramp_adaptive,1,0.001005,206,-1,lateral_boundary,-0.020000292,-3.211787e-14,0.029999999,3.013622766666666,22.10884847000826,120.0,0.8000508,0.0,0.0,4.8385356e-08,49.0,-0.04162924,16.0,5.0,0.0,-20740.04576089,-19421756.0,0.029173007,0.0004042176316395091,0.0956207
half_speed_ramp_adaptive,1,0.001005,215,-1,edge,-0.020000389,0.01000028,0.010000009,3.470401733333333,22.407172964978354,120.0,0.80005026,0.0,0.0,3.4329265e-08,36.0,-0.015835749,16.0,5.0,0.0,-20985.03950011,-27055984.0,0.040616699,0.0006719269621389583,0.0956207
half_speed_ramp_adaptive,1,0.001005,216,-1,lateral_boundary,-0.020000385,0.010000277,0.020000001,4.839042833333333,21.898968190739023,120.0,0.80004883,0.0,0.0,4.8698201e-08,47.0,-0.091565251,16.0,5.0,0.0,-20309.94588527,-22397938.0,0.033622704,0.0006409577019640662,0.0956207
half_speed_ramp_adaptive,1,0.001005,225,-1,edge,-0.020000558,0.020000558,-1.6149775e-08,5.582426433333334,30.327653592577686,119.99983,0.80004817,-1.2457235e-07,1.3357662e-07,1.2158706e-07,77.0,-0.015737649,16.0,5.0,1.3357662e-07,-14936.2035139,-21743096.0,0.032593213,0.0011146778030305528,0.0956207
half_speed_ramp_adaptive,1,0.001005,226,-1,edge,-0.020000555,0.020000555,0.009999997,6.100259193333333,23.979263474805638,120.0,0.8000474,0.0,0.0,5.8154381e-08,46.0,-0.084622338,16.0,5.0,0.0,-19351.57809374,-26705304.0,0.04006891,0.0010867898520190195,0.0956207
half_speed_ramp_adaptive,1,0.001005,270,-1,bottom_cap_zone,-0.010000035,-2.1157355e-14,0.01000002,3.1427650333333332,22.106764200872252,120.0,0.80005062,0.0,0.0,3.1477626e-08,32.0,-0.064335726,16.0,5.0,0.0,-21507.76814699,-28537096.0,0.042838383,0.00010857888720235998,0.0956207
half_speed_ramp_adaptive,1,0.001005,271,-1,interior,-0.010000031,-3.0009828e-14,0.020000007,3.2497374333333333,22.456136870182366,120.0,0.80005056,0.0,0.0,4.7932406e-08,46.0,-0.33957103,16.0,5.0,0.0,-21246.12504708,-25366156.0,0.038071118,5.759659359157864e-05,0.0956207
half_speed_ramp_adaptive,1,0.001005,272,-1,interior,-0.010000032,-5.1113187e-15,0.030000001,4.1122493,21.654252963728943,120.0,0.8000496,0.0,0.0,4.8547353e-08,45.0,-0.34876776,16.0,5.0,0.0,-20731.68128091,-23654410.0,0.035496674,5.237728327895001e-05,0.0956207
half_speed_ramp_adaptive,1,0.001005,281,-1,bottom_cap_zone,-0.010000105,0.010000105,0.010000018,3.0870518333333337,22.797294208450158,119.99934,0.80005151,-4.8962374e-07,5.0821416e-07,3.6083421e-08,34.0,-0.10098942,16.0,5.0,5.0821416e-07,-21836.95926643,-28428212.0,0.042683154,0.0002291136893604012,0.0956207
half_speed_ramp_adaptive,1,0.001005,282,-1,interior,-0.010000101,0.010000101,0.020000005,3.147501533333333,23.01349914289712,119.99969,0.80005103,-2.3081647e-07,2.3976278e-07,5.2321699e-08,48.0,-0.28979319,16.0,5.0,2.3976278e-07,-21330.87592273,-24287228.0,0.036460564,0.00019469345798183948,0.0956207
