reference,line,bottom_layer_mean_reference,scale,window_start,window_end,n,rmse,mae,max_abs,relative_rmse
eq4,gpu_mode0_xi005_g9b,False,1.165,0.002,0.5,5,176.6412322140129,135.08074833723913,324.5364116083856,0.013063557892218459
eq4,gpu_mode0_xi005_g9b,False,1.1675,0.002,0.5,5,172.54162858098329,131.62295390337312,320.14151632473477,0.012767054120708802
eq4,gpu_mode0_xi005_g9b,False,1.17,0.002,0.5,5,168.6935492419407,128.16877680476645,315.7513239913151,0.012488852943796182
eq4,gpu_mode0_xi005_g9b,False,1.1724999999999999,0.002,0.5,5,165.11340735075902,124.71820474023916,311.3658195425778,0.012230199401064533
eq4,gpu_mode0_xi005_g9b,False,1.175,0.002,0.5,5,161.81779638320123,121.27122547228865,306.9849879932135,0.01199235442969452
eq4,gpu_mode0_xi005_g9b,False,1.1775,0.002,0.5,5,158.82322171587174,118.88588353072046,302.60881443760627,0.011776574995587147
eq4,gpu_mode0_xi005_g9b,False,1.18,0.002,0.5,5,156.14578184105721,118.96645383873438,298.2372840491971,0.011584090425747835
eq4,gpu_mode0_xi005_g9b,False,1.1825,0.002,0.5,5,153.80080539733444,119.04679681147209,293.87038207992373,0.011416075387021284
eq4,gpu_mode0_xi005_g9b,False,1.185,0.002,0.5,5,151.8024556438469,119.12691172226951,289.50809385963294,0.011273620362784361
eq4,gpu_mode0_xi005_g9b,False,1.1875,0.002,0.5,5,150.16331971225554,119.20679784063904,285.15040479550225,0.011157700906793936
eq4,gpu_mode0_xi005_g9b,False,1.19,0.002,0.5,5,148.8940051064121,119.28645443231144,280.7973003714742,0.01106914734058156
eq4,gpu_mode0_xi005_g9b,False,1.1925,0.002,0.5,5,148.00276948815915,119.3658807592852,276.4487661476942,0.011008616833160813
eq4,gpu_mode0_xi005_g9b,False,1.195,0.002,0.5,5,147.49521081625724,119.44507607987434,272.10478775994306,0.010976569886417532
eq4,gpu_mode0_xi005_g9b,False,1.1975,0.002,0.5,5,147.37404270659874,119.52403964875558,267.7653509190968,0.010973253094201075
eq4,gpu_mode0_xi005_g9b,False,1.2,0.002,0.5,5,147.63897430108528,119.84221119200848,263.4304414105627,0.010998689635068379
eq4,gpu_mode0_xi005_g9b,False,1.2025000000000001,0.002,0.5,5,148.286705492538,122.94095341209831,259.1000450937554,0.01105267833550514
eq4,gpu_mode0_xi005_g9b,False,1.205,0.002,0.5,5,149.31103821576275,126.03631782859229,254.7741479015258,0.011134801387810605
eq4,gpu_mode0_xi005_g9b,False,1.2075,0.002,0.5,5,150.7030942467974,129.1283133567893,250.45273583968083,0.011244440040902807
eq4,gpu_mode0_xi005_g9b,False,1.21,0.002,0.5,5,152.45162115335586,132.21694885717298,246.1357949863941,0.01138079692246914
eq4,gpu_mode0_xi005_g9b,False,1.2125,0.002,0.5,5,154.5433619627939,135.30223313582718,241.8233114917366,0.011542923191327374
eq4,gpu_mode0_xi005_g9b,False,1.215,0.002,0.5,5,156.96346139741325,138.38417494483912,237.5152715771128,0.011729748508295449
eq4,gpu_mode0_xi005_g9b,False,1.2175,0.002,0.5,5,159.69588212208134,141.462782982699,233.21166153478407,0.011940111849966798
eq4,gpu_mode0_xi005_g9b,False,1.22,0.002,0.5,5,162.72380773572542,144.53806589470076,228.9124677273394,0.012172791427432994
eq4,gpu_mode0_xi005_g9b,False,1.2225000000000001,0.002,0.5,5,166.0300142649385,147.61003227333822,233.50735597504718,0.012426532341025266
eq4,gpu_mode0_xi005_g9b,False,1.225,0.002,0.5,5,169.5971976662238,150.67869065868035,243.1238219761908,0.012700071026964051
eq4,gpu_mode0_xi005_g9b,False,1.2275,0.002,0.5,5,173.40825044015463,153.74404953878258,252.72981803403854,0.0129921559672708
eq4,gpu_mode0_xi005_g9b,False,1.23,0.002,0.5,5,177.44648529517102,156.8061173500555,262.3253702337079,0.01330156449456533
