case,part,time,Idp,return_status,region,x,y,z,r,distance_to_top,distance_to_bottom,distance_to_lateral_surface,p_eff,q,MccPc,MccVoidRatio,MccPlasticVolStrain,MccEqPlasticStrain,MccPlasticMultiplier,MccReturnIterations,MccYieldResidual,MccSubstepCount,MccSubstepFailureCount,MccAdmissibilityFailureCount,MccFallbackUsed,Kplastic,PorePress,PorePressRate,DivVel,velocity
fixed_substeps4,30,0.015079,323,-1,edge,2.7582266e-13,-0.030063841,0.099948831,0.030063841,5.1169000000003684e-05,0.099948831,-6.384100000000198e-05,20.144617733333334,53.40013492995613,118.4468,0.80211669,-0.0011573456,0.0020499018,1.7795627e-07,41.0,-3.4804952,4.0,1.0,0.0,0.0,0.0020499018,-474913.5735443,-75506808.0,0.11370363,0.006277268624845638
fixed_substeps4,30,0.015079,343,-3,interior,9.8903314e-14,-0.010002766,0.079976365,0.010002766,0.020023635000000012,0.079976365,0.019997234,42.454202,68.66428528695666,119.57626,0.80057418,-0.0003143893,0.0010569526,1.2053311e-08,14.0,1213.3521,4.0,1.0,0.0,0.0,0.0010569526,-295382.1322671,-16604103.0,0.024923772,0.0019795072697277906
fixed_substeps4,30,0.015079,411,-3,edge,0.010019518,-0.02002948,0.09994515,0.022395776611288207,5.485000000000906e-05,0.09994515,0.007604223388711792,32.737159,63.689676172853915,118.78393,0.80164808,-0.00090495829,0.0026539424,5.8531917e-08,20.0,3143.3538,4.0,1.0,0.0,0.0,0.0026539424,-453635.8303567,-49456008.0,0.074567355,0.004712323434580039
fixed_substeps4,30,0.015079,422,-3,top_cap_zone,0.010009434,-0.010009434,0.099944085,0.014155477314478379,5.59150000000036e-05,0.099944085,0.01584452268552162,42.026302,68.69765489782759,120.00933,0.79999614,6.9188336e-06,0.0012879971,1.8465597e-08,15.0,1925.5786,4.0,1.0,0.0,0.0,0.0012879971,-446728.1496362,-46970152.0,0.070848167,0.004187117790157017
fixed_substeps4,30,0.015079,477,-1,edge,0.020041995,-0.020041995,0.099950477,0.02834366114601376,4.952300000000964e-05,0.099950477,0.0016563388539862396,19.723499866666668,52.54871868761356,116.94846,0.80415404,-0.0022870169,0.0035655533,1.5894533e-07,38.0,-0.39716387,4.0,1.0,0.0,0.0,0.0035655533,-466484.6449468,-66008964.0,0.099392079,0.0057072078196777265
fixed_substeps4,30,0.015079,488,-3,edge,0.02002948,-0.010019518,0.09994515,0.022395776611288207,5.485000000000906e-05,0.09994515,0.007604223388711792,32.737158666666666,63.68967642947418,118.78393,0.80164808,-0.0009049584,0.0026539422,5.8531914e-08,20.0,3143.3535,4.0,1.0,0.0,0.0,0.0026539422,-453635.830737,-49456020.0,0.074567378,0.00471232308956836
fixed_substeps4,30,0.015079,169,-1,edge,-0.030063841,5.2051603e-13,0.099948831,0.030063841,5.1169000000003684e-05,0.099948831,-6.384100000000198e-05,20.144617733333334,53.40013551049433,118.4468,0.80211669,-0.0011573456,0.0020499018,1.7795627e-07,41.0,-3.4804957,4.0,1.0,0.0,0.0,0.0020499018,-474913.583497,-75506816.0,0.11370365,0.006277268896074809
fixed_substeps4,30,0.015079,224,-3,edge,-0.02002948,0.010019518,0.09994515,0.022395776611288207,5.485000000000906e-05,0.09994515,0.007604223388711792,32.73715833333333,63.6896756487259,118.78393,0.80164808,-0.00090495846,0.0026539424,5.8531921e-08,20.0,3143.354,4.0,1.0,0.0,0.0,0.0026539424,-453635.8336248,-49456008.0,0.074567355,0.004712323406524376
fixed_substeps4,30,0.015079,235,-1,edge,-0.020041995,0.020041995,0.099950477,0.02834366114601376,4.952300000000964e-05,0.099950477,0.0016563388539862396,19.7235002,52.54871993587222,116.94846,0.80415404,-0.0022870169,0.0035655538,1.5894534e-07,38.0,-0.39716578,4.0,1.0,0.0,0.0,0.0035655538,-466484.6456827,-66008960.0,0.099392071,0.005707208016919382
fixed_substeps4,30,0.015079,277,-3,interior,-0.010002766,-4.1811728e-13,0.079976365,0.010002766,0.020023635000000012,0.079976365,0.019997234,42.45420133333334,68.6642858411038,119.57626,0.80057418,-0.00031438933,0.0010569526,1.2053312e-08,14.0,1213.3522,4.0,1.0,0.0,0.0,0.0010569526,-295382.1299567,-16604097.0,0.024923762,0.001979507271346625
fixed_substeps4,30,0.015079,290,-3,top_cap_zone,-0.010009434,0.010009434,0.099944085,0.014155477314478379,5.59150000000036e-05,0.099944085,0.01584452268552162,42.02629733333334,68.69765025655691,120.00933,0.79999614,6.9188827e-06,0.0012879972,1.8465588e-08,15.0,1925.5782,4.0,1.0,0.0,0.0,0.0012879972,-446728.1557396,-46970164.0,0.070848197,0.004187117372253357
fixed_substeps4,30,0.015079,301,-3,edge,-0.010019518,0.02002948,0.09994515,0.022395776611288207,5.485000000000906e-05,0.09994515,0.007604223388711792,32.737159,63.689676466308306,118.78393,0.80164808,-0.00090495846,0.0026539424,5.8531921e-08,20.0,3143.3538,4.0,1.0,0.0,0.0,0.0026539424,-453635.8374558,-49456028.0,0.074567385,0.0047123234685105195
fixed_substeps4,30,0.015079,354,-3,interior,-3.9136039e-13,-4.91382e-13,0.079975963,6.281872529628025e-13,0.02002403700000001,0.079975963,0.02999999999937181,50.28400766666667,70.86053000000003,119.6292,0.80049503,-0.00027505727,0.0016014198,3.3371727e-08,22.0,1711.0538,4.0,1.0,0.0,0.0,0.0016014198,-289925.7859588,-8107882.0,0.012081889,0.0020171436000000005
fixed_substeps4,30,0.015079,355,-3,top_cap_zone,-5.2181691e-13,1.7832537e-13,0.089961201,5.514461217087169e-13,0.010038799000000001,0.089961201,0.02999999999944855,48.80030166666666,70.37960600000001,119.28724,0.8009544,-0.00052938471,0.0031314183,5.3395389e-08,19.0,2839.8943,4.0,1.0,0.0,0.0,0.0031314183,-383673.420862,-29958360.0,0.045214944,0.0029440082
fixed_substeps4,30,0.015079,365,-3,interior,-2.4268367e-13,0.010002766,0.079976365,0.010002766,0.020023635000000012,0.079976365,0.019997234,42.454202,68.66428503655987,119.57626,0.80057418,-0.00031438933,0.0010569528,1.2053309e-08,14.0,1213.3518,4.0,1.0,0.0,0.0,0.0010569528,-295382.128038,-16604095.0,0.024923759,0.001979507271346625
fixed_substeps4,30,0.015079,431,-3,interior,0.010002766,-4.3653002e-13,0.079976365,0.010002766,0.020023635000000012,0.079976365,0.019997234,42.45420133333334,68.66428586968692,119.57626,0.80057418,-0.0003143893,0.0010569528,1.2053315e-08,14.0,1213.3524,4.0,1.0,0.0,0.0,0.0010569528,-295382.1293745,-16604100.0,0.024923766,0.0019795072718862363
fixed_substeps4,30,0.015079,444,-3,top_cap_zone,0.010009434,0.010009434,0.099944085,0.014155477314478379,5.59150000000036e-05,0.099944085,0.01584452268552162,42.02630666666666,68.69765832611282,120.00933,0.79999614,6.9188236e-06,0.001287997,1.8465601e-08,15.0,1925.5787,4.0,1.0,0.0,0.0,0.001287997,-446728.1569193,-46970160.0,0.070848189,0.004187117363245741
fixed_substeps4,30,0.015079,455,-3,edge,0.010019518,0.02002948,0.09994515,0.022395776611288207,5.485000000000906e-05,0.09994515,0.007604223388711792,32.737158,63.68967599247604,118.78393,0.80164808,-0.00090495829,0.0026539424,5.8531921e-08,20.0,3143.3538,4.0,1.0,0.0,0.0,0.0026539424,-453635.828686,-49456008.0,0.074567355,0.0047123235188014975
fixed_substeps4,30,0.015079,510,-3,edge,0.02002948,0.010019518,0.09994515,0.022395776611288207,5.485000000000906e-05,0.09994515,0.007604223388711792,32.73716033333333,63.689673559626584,118.78393,0.80164808,-0.00090495817,0.0026539422,5.8531892e-08,20.0,3143.353,4.0,1.0,0.0,0.0,0.0026539422,-453635.8329364,-49456016.0,0.07456737,0.004712323546857162
fixed_substeps4,30,0.015079,521,-1,edge,0.020041995,0.020041995,0.099950477,0.02834366114601376,4.952300000000964e-05,0.099950477,0.0016563388539862396,19.7234994,52.54871905960601,116.94846,0.80415404,-0.0022870169,0.0035655536,1.5894533e-07,38.0,-0.39716449,4.0,1.0,0.0,0.0,0.0035655536,-466484.6477715,-66008972.0,0.099392086,0.005707207926235723
fixed_substeps4,30,0.015079,543,-1,edge,0.030063841,-3.4248342e-13,0.099948831,0.030063841,5.1169000000003684e-05,0.099948831,-6.384100000000198e-05,20.144622,53.40014062300601,118.4468,0.80211669,-0.0011573453,0.0020499018,1.7795625e-07,41.0,-3.4804852,4.0,1.0,0.0,0.0,0.0020499018,-474913.5710546,-75506808.0,0.11370363,0.006277268624845638
fixed_substeps4,30,0.015079,389,-1,edge,-2.2914713e-13,0.030063841,0.099948831,0.030063841,5.1169000000003684e-05,0.099948831,-6.384100000000198e-05,20.144619700000003,53.40013779200055,118.4468,0.80211669,-0.0011573455,0.0020499018,1.7795627e-07,41.0,-3.4804926,4.0,1.0,0.0,0.0,0.0020499018,-474913.5798609,-75506824.0,0.11370365,0.00627726901908646
fixed_substeps4,31,0.015582,336,-3,bottom_cap_zone,2.9375707e-13,-0.010002131,0.0099869035,0.010002131,0.0900130965,0.0099869035,0.019997869,41.93920966666666,68.41089765810175,119.43316,0.80076617,-0.00042081237,0.0012484665,3.1238212e-08,16.0,1593.4093,4.0,1.0,0.0,0.0,0.0012484665,-157091.9525665,-24382584.0,0.036717661,0.0013106343327598114
fixed_substeps4,31,0.015582,270,-3,bottom_cap_zone,-0.010002131,-6.6153436e-14,0.0099869035,0.010002131,0.0900130965,0.0099869035,0.019997869,41.93920966666666,68.41089745403971,119.43316,0.80076617,-0.00042081237,0.0012484664,3.1238212e-08,16.0,1593.4093,4.0,1.0,0.0,0.0,0.0012484664,-157091.9503497,-24382562.0,0.036717627,0.001310634351564498
fixed_substeps4,31,0.015582,347,-3,bottom_cap_zone,1.3211283e-13,-2.9206206e-13,0.0099869641,3.2055272069045443e-13,0.09001303590000001,0.0099869641,0.029999999999679446,49.693499333333335,70.77589000000002,119.69521,0.80040759,-0.00022604357,0.0010372539,5.8551475e-08,27.0,2028.2794,4.0,1.0,0.0,0.0,0.0010372539,-156173.024411,-17825036.0,0.026872173,0.0012825879000000005
fixed_substeps4,31,0.015582,358,-3,bottom_cap_zone,3.4160635e-13,0.010002131,0.0099869035,0.010002131,0.0900130965,0.0099869035,0.019997869,41.93920333333333,68.4108949523782,119.43316,0.80076617,-0.00042081243,0.0012484664,3.1238219e-08,16.0,1593.4097,4.0,1.0,0.0,0.0,0.0012484664,-157091.9505347,-24382568.0,0.036717635,0.001310634348430383
fixed_substeps4,31,0.015582,424,-3,bottom_cap_zone,0.010002131,1.6696571e-13,0.0099869035,0.010002131,0.0900130965,0.0099869035,0.019997869,41.939204,68.41089395147439,119.43316,0.80076617,-0.00042081228,0.0012484665,3.1238205e-08,16.0,1593.4091,4.0,1.0,0.0,0.0,0.0012484665,-157091.9497295,-24382562.0,0.036717627,0.0013106343421621573
fixed_substeps4,31,0.015582,191,-1,edge,-0.020043522,-0.020043522,0.099948585,0.028345820650123508,5.14149999999991e-05,0.099948585,0.001654179349876491,19.723499733333334,52.548717619955355,116.94845,0.80415404,-0.0022870169,0.0035655536,1.5879466e-07,38.0,-0.40841722,4.0,1.0,0.0,0.0,0.0035655536,-455862.9381052,-66032928.0,0.09936323,0.005706596124973577
fixed_substeps4,31,0.015582,202,-3,edge,-0.020030476,-0.010020181,0.099943109,0.022396963992008755,5.6891000000003356e-05,0.099943109,0.007603036007991244,32.73716066666666,63.68967329719638,118.78393,0.80164808,-0.0009049584,0.0026539424,5.8291153e-08,22.0,3128.9185,4.0,1.0,0.0,0.0,0.0026539424,-451238.8909052,-49335664.0,0.074396394,0.004711464077028782
fixed_substeps4,31,0.015582,257,-3,edge,-0.010020181,-0.020030476,0.099943109,0.022396963992008755,5.6891000000003356e-05,0.099943109,0.007603036007991244,32.737158666666666,63.68967637453405,118.78393,0.80164808,-0.00090495846,0.0026539422,5.8291171e-08,22.0,3128.9189,4.0,1.0,0.0,0.0,0.0026539422,-451238.8900057,-49335660.0,0.074396387,0.004711464104976692
fixed_substeps4,31,0.015582,268,-3,top_cap_zone,-0.01000975,-0.01000975,0.099942029,0.014155924205964088,5.797100000000388e-05,0.099942029,0.015844075794035913,42.026302,68.69765496913882,120.00933,0.79999614,6.9187554e-06,0.0012879972,1.8374816e-08,14.0,1915.3746,4.0,1.0,0.0,0.0,0.0012879972,-445358.8247181,-46814820.0,0.070618078,0.004189373397203063
fixed_substeps4,31,0.015582,323,-1,edge,2.7252986e-13,-0.030066334,0.099946886,0.030066334,5.311400000000688e-05,0.099946886,-6.633400000000123e-05,20.144617733333334,53.40013492995613,118.4468,0.80211669,-0.0011573456,0.0020499018,1.785812e-07,41.0,-3.6190109,4.0,1.0,0.0,0.0,0.0020499018,-459885.1539334,-75924600.0,0.1142294,0.006291118742046058
fixed_substeps4,31,0.015582,343,-3,interior,1.1473956e-13,-0.010002817,0.079975367,0.010002817,0.020024633,0.079975367,0.019997182999999998,42.51432466666667,68.68251066912562,119.5682,0.80058491,-0.00032037692,0.0010745258,1.1924247e-08,12.0,1199.49,4.0,1.0,0.0,0.0,0.0010745258,-305816.0512658,-16386786.0,0.024657149,0.0019971052295551183
fixed_substeps4,31,0.015582,411,-3,edge,0.010020181,-0.020030476,0.099943109,0.022396963992008755,5.6891000000003356e-05,0.099943109,0.007603036007991244,32.737159,63.689676172853915,118.78393,0.80164808,-0.00090495829,0.0026539424,5.8291178e-08,22.0,3128.9194,4.0,1.0,0.0,0.0,0.0026539424,-451238.884197,-49335644.0,0.074396364,0.0047114645088518516
fixed_substeps4,31,0.015582,422,-3,top_cap_zone,0.01000975,-0.01000975,0.099942029,0.014155924205964088,5.797100000000388e-05,0.099942029,0.015844075794035913,42.026302,68.69765489782759,120.00933,0.79999614,6.9188336e-06,0.0012879971,1.8374815e-08,14.0,1915.3745,4.0,1.0,0.0,0.0,0.0012879971,-445358.8208371,-46814812.0,0.070618063,0.0041893734226216214
fixed_substeps4,31,0.015582,477,-1,edge,0.020043522,-0.020043522,0.099948585,0.028345820650123508,5.14149999999991e-05,0.099948585,0.001654179349876491,19.723499866666668,52.54871868761356,116.94846,0.80415404,-0.0022870169,0.0035655533,1.5879461e-07,38.0,-0.40841275,4.0,1.0,0.0,0.0,0.0035655533,-455862.9307518,-66032916.0,0.099363215,0.0057065956461740735
fixed_substeps4,31,0.015582,488,-3,edge,0.020030476,-0.010020181,0.099943109,0.022396963992008755,5.6891000000003356e-05,0.099943109,0.007603036007991244,32.737158666666666,63.68967642947418,118.78393,0.80164808,-0.0009049584,0.0026539422,5.8291171e-08,22.0,3128.9189,4.0,1.0,0.0,0.0,0.0026539422,-451238.8845433,-49335652.0,0.074396372,0.0047114645367997594
fixed_substeps4,31,0.015582,169,-1,edge,-0.030066334,5.3891294e-13,0.099946886,0.030066334,5.311400000000688e-05,0.099946886,-6.633400000000123e-05,20.144617733333334,53.40013551049433,118.4468,0.80211669,-0.0011573456,0.0020499018,1.7858122e-07,41.0,-3.6190116,4.0,1.0,0.0,0.0,0.0020499018,-459885.1568656,-75924600.0,0.1142294,0.006291119136455875
fixed_substeps4,31,0.015582,224,-3,edge,-0.020030476,0.010020181,0.099943109,0.022396963992008755,5.6891000000003356e-05,0.099943109,0.007603036007991244,32.73715833333333,63.6896756487259,118.78393,0.80164808,-0.00090495846,0.0026539424,5.8291167e-08,22.0,3128.9187,4.0,1.0,0.0,0.0,0.0026539424,-451238.8880301,-49335660.0,0.074396387,0.004711464021132967
fixed_substeps4,31,0.015582,235,-1,edge,-0.020043522,0.020043522,0.099948585,0.028345820650123508,5.14149999999991e-05,0.099948585,0.001654179349876491,19.7235002,52.54871993587222,116.94846,0.80415404,-0.0022870169,0.0035655538,1.5879459e-07,38.0,-0.40840894,4.0,1.0,0.0,0.0,0.0035655538,-455862.931166,-66032908.0,0.0993632,0.005706595777924325
fixed_substeps4,31,0.015582,277,-3,interior,-0.010002817,-4.380759e-13,0.079975367,0.010002817,0.020024633,0.079975367,0.019997182999999998,42.51432466666667,68.68251038830833,119.5682,0.80058491,-0.00032037694,0.0010745258,1.1924249e-08,12.0,1199.4902,4.0,1.0,0.0,0.0,0.0010745258,-305816.0512137,-16386791.0,0.024657156,0.0019971050313209904
fixed_substeps4,31,0.015582,290,-3,top_cap_zone,-0.01000975,0.01000975,0.099942029,0.014155924205964088,5.797100000000388e-05,0.099942029,0.015844075794035913,42.02629733333334,68.69765025655691,120.00933,0.79999614,6.9188827e-06,0.0012879972,1.8374806e-08,14.0,1915.3739,4.0,1.0,0.0,0.0,0.0012879972,-445358.82307,-46814816.0,0.070618071,0.004189373397203063
fixed_substeps4,31,0.015582,301,-3,edge,-0.010020181,0.020030476,0.099943109,0.022396963992008755,5.6891000000003356e-05,0.099943109,0.007603036007991244,32.737159,63.689676466308306,118.78393,0.80164808,-0.00090495846,0.0026539424,5.8291175e-08,22.0,3128.9189,4.0,1.0,0.0,0.0,0.0026539424,-451238.8872682,-49335660.0,0.074396387,0.004711464426596799
fixed_substeps4,31,0.015582,354,-3,interior,-4.0656847e-13,-4.9688655e-13,0.079974949,6.42023492069444e-13,0.020025051000000002,0.079974949,0.029999999999357974,50.493455000000004,70.89857400000002,119.62518,0.80050015,-0.00027804312,0.0016173935,3.2961033e-08,19.0,1688.3179,4.0,1.0,0.0,0.0,0.0016173935,-304527.6193525,-7831414.5,0.011813181,0.0020355971000000006
fixed_substeps4,31,0.015582,355,-3,top_cap_zone,-5.2558066e-13,1.9274213e-13,0.089959718,5.598076087755261e-13,0.010040282000000011,0.089959718,0.02999999999944019,48.80030166666666,70.37960600000001,119.28724,0.8009544,-0.00052938471,0.0031314183,5.2960655e-08,20.0,2814.2483,4.0,1.0,0.0,0.0,0.0031314183,-389317.3193355,-29629030.0,0.044776794,0.0029516979
fixed_substeps4,31,0.015582,365,-3,interior,-2.5860157e-13,0.010002817,0.079975367,0.010002817,0.020024633,0.079975367,0.019997182999999998,42.514325,68.68251005827173,119.5682,0.80058491,-0.00032037694,0.0010745259,1.1924246e-08,12.0,1199.4899,4.0,1.0,0.0,0.0,0.0010745259,-305816.0496033,-16386790.0,0.024657154,0.0019971050282974463
fixed_substeps4,31,0.015582,431,-3,interior,0.010002817,-4.5900854e-13,0.079975367,0.010002817,0.020024633,0.079975367,0.019997182999999998,42.51432466666667,68.68251052871696,119.5682,0.80058491,-0.00032037692,0.0010745259,1.1924245e-08,12.0,1199.4896,4.0,1.0,0.0,0.0,0.0010745259,-305816.0498051,-16386789.0,0.024657153,0.0019971050288013705
fixed_substeps4,31,0.015582,444,-3,top_cap_zone,0.01000975,0.01000975,0.099942029,0.014155924205964088,5.797100000000388e-05,0.099942029,0.015844075794035913,42.02630666666666,68.69765832611282,120.00933,0.79999614,6.9188236e-06,0.001287997,1.8374816e-08,14.0,1915.3745,4.0,1.0,0.0,0.0,0.001287997,-445358.8243642,-46814840.0,0.070618108,0.004189372535496529
fixed_substeps4,31,0.015582,455,-3,edge,0.010020181,0.020030476,0.099943109,0.022396963992008755,5.6891000000003356e-05,0.099943109,0.007603036007991244,32.737158,63.68967599247604,118.78393,0.80164808,-0.00090495829,0.0026539424,5.8291171e-08,22.0,3128.9189,4.0,1.0,0.0,0.0,0.0026539424,-451238.8859313,-49335656.0,0.074396379,0.004711464592758177
fixed_substeps4,31,0.015582,510,-3,edge,0.020030476,0.010020181,0.099943109,0.022396963992008755,5.6891000000003356e-05,0.099943109,0.007603036007991244,32.73716033333333,63.689673559626584,118.78393,0.80164808,-0.00090495817,0.0026539422,5.8291153e-08,22.0,3128.9185,4.0,1.0,0.0,0.0,0.0026539422,-451238.8842241,-49335652.0,0.074396372,0.004711464188883025
fixed_substeps4,31,0.015582,521,-1,edge,0.020043522,0.020043522,0.099948585,0.028345820650123508,5.14149999999991e-05,0.099948585,0.001654179349876491,19.7234994,52.54871905960601,116.94846,0.80415404,-0.0022870169,0.0035655536,1.5879463e-07,38.0,-0.40841341,4.0,1.0,0.0,0.0,0.0035655536,-455862.9319677,-66032928.0,0.09936323,0.005706595805773902
fixed_substeps4,31,0.015582,543,-1,edge,0.030066334,-3.3508959e-13,0.099946886,0.030066334,5.311400000000688e-05,0.099946886,-6.633400000000123e-05,20.144622,53.40014062300601,118.4468,0.80211669,-0.0011573453,0.0020499018,1.7858119e-07,41.0,-3.6190031,4.0,1.0,0.0,0.0,0.0020499018,-459885.1507482,-75924608.0,0.11422941,0.006291118742046058
fixed_substeps4,31,0.015582,389,-1,edge,-2.3541724e-13,0.030066334,0.099946886,0.030066334,5.311400000000688e-05,0.099946886,-6.633400000000123e-05,20.144619700000003,53.40013779200055,118.4468,0.80211669,-0.0011573455,0.0020499018,1.7858122e-07,41.0,-3.6190083,4.0,1.0,0.0,0.0,0.0020499018,-459885.1557565,-75924624.0,0.11422943,0.006291119136455875
fixed_substeps4,32,0.016085,336,-3,bottom_cap_zone,3.0933559e-13,-0.010002235,0.0099862507,0.010002235,0.0900137493,0.0099862507,0.019997765,41.93920966666666,68.41089765810175,119.43316,0.80076617,-0.00042081237,0.0012484665,3.1569023e-08,16.0,1611.434,4.0,1.0,0.0,0.0,0.0012484665,-169411.8452682,-24587936.0,0.037075564,0.0013216172879782452
fixed_substeps4,32,0.016085,270,-3,bottom_cap_zone,-0.010002235,-4.7725495e-14,0.0099862507,0.010002235,0.0900137493,0.0099862507,0.019997765,41.93920966666666,68.41089745403971,119.43316,0.80076617,-0.00042081237,0.0012484664,3.1569019e-08,16.0,1611.4337,4.0,1.0,0.0,0.0,0.0012484664,-169411.8418451,-24587922.0,0.037075546,0.001321617396192849
fixed_substeps4,32,0.016085,347,-3,bottom_cap_zone,1.4626996e-13,-2.748868e-13,0.0099863177,3.1138024024115853e-13,0.09001368230000001,0.0099863177,0.02999999999968862,49.693499333333335,70.77589000000002,119.69521,0.80040759,-0.00022604357,0.0010372539,5.9130961e-08,25.0,2050.0281,4.0,1.0,0.0,0.0,0.0010372539,-165179.8620991,-17972596.0,0.027079992,0.0012928876000000006
fixed_substeps4,32,0.016085,358,-3,bottom_cap_zone,3.5685606e-13,0.010002235,0.0099862507,0.010002235,0.0900137493,0.0099862507,0.019997765,41.93920333333333,68.4108949523782,119.43316,0.80076617,-0.00042081243,0.0012484664,3.1569027e-08,16.0,1611.4341,4.0,1.0,0.0,0.0,0.0012484664,-169411.841628,-24587932.0,0.037075561,0.0013216174025043892
fixed_substeps4,32,0.016085,424,-3,bottom_cap_zone,0.010002235,1.9899064e-13,0.0099862507,0.010002235,0.0900137493,0.0099862507,0.019997765,41.939204,68.41089395147439,119.43316,0.80076617,-0.00042081228,0.0012484665,3.1569023e-08,16.0,1611.434,4.0,1.0,0.0,0.0,0.0012484665,-169411.8424311,-24587940.0,0.037075572,0.001321617400926504
fixed_substeps4,32,0.016085,191,-1,edge,-0.020045048,-0.020045048,0.0999467,0.028347978740019684,5.330000000000612e-05,0.0999467,0.001652021259980315,19.723499733333334,52.548717619955355,116.94845,0.80415404,-0.0022870169,0.0035655536,1.5861103e-07,38.0,-0.41290265,4.0,1.0,0.0,0.0,0.0035655536,-489028.7832252,-65948816.0,0.099310517,0.0057052291428426
fixed_substeps4,32,0.016085,268,-3,top_cap_zone,-0.010010064,-0.010010064,0.099939965,0.014156368269022675,6.003499999999995e-05,0.099939965,0.015843631730977324,42.026302,68.69765496913882,120.00933,0.79999614,6.9187554e-06,0.0012879972,1.8285011e-08,16.0,1905.2867,4.0,1.0,0.0,0.0,0.0012879972,-468840.6612103,-46653188.0,0.070382543,0.004191379687885595
fixed_substeps4,32,0.016085,323,-1,edge,2.6573616e-13,-0.030068832,0.099944942,0.030068832,5.50580000000106e-05,0.099944942,-6.883200000000131e-05,20.144617733333334,53.40013492995613,118.4468,0.80211669,-0.0011573456,0.0020499018,1.7916608e-07,41.0,-3.7494533,4.0,1.0,0.0,0.0,0.0020499018,-498124.9021581,-76178664.0,0.11472487,0.006304010281148985
fixed_substeps4,32,0.016085,343,-3,interior,1.4598751e-13,-0.010002866,0.079974361,0.010002866,0.020025639000000012,0.079974361,0.019997134,42.56442633333333,68.69707310768399,119.56026,0.80059546,-0.00032628179,0.0010919097,1.1803351e-08,15.0,1186.5173,4.0,1.0,0.0,0.0,0.0010919097,-314003.580489,-16225173.0,0.024356931,0.0020139930348374055
fixed_substeps4,32,0.016085,422,-3,top_cap_zone,0.010010064,-0.010010064,0.099939965,0.014156368269022675,6.003499999999995e-05,0.099939965,0.015843631730977324,42.026302,68.69765489782759,120.00933,0.79999614,6.9188336e-06,0.0012879971,1.8285011e-08,16.0,1905.2867,4.0,1.0,0.0,0.0,0.0012879971,-468840.6549167,-46653184.0,0.070382535,0.0041913797057623586
fixed_substeps4,32,0.016085,477,-1,edge,0.020045048,-0.020045048,0.0999467,0.028347978740019684,5.330000000000612e-05,0.0999467,0.001652021259980315,19.723499866666668,52.54871868761356,116.94846,0.80415404,-0.0022870169,0.0035655533,1.5861099e-07,38.0,-0.41289821,4.0,1.0,0.0,0.0,0.0035655533,-489028.7694382,-65948792.0,0.09931048,0.005705228611641658
fixed_substeps4,32,0.016085,169,-1,edge,-0.030068832,5.5014278e-13,0.099944942,0.030068832,5.50580000000106e-05,0.099944942,-6.883200000000131e-05,20.144617733333334,53.40013551049433,118.4468,0.80211669,-0.0011573456,0.0020499018,1.7916611e-07,41.0,-3.7494576,4.0,1.0,0.0,0.0,0.0020499018,-498124.9075029,-76178672.0,0.11472489,0.006304010675714997
fixed_substeps4,32,0.016085,235,-1,edge,-0.020045048,0.020045048,0.0999467,0.028347978740019684,5.330000000000612e-05,0.0999467,0.001652021259980315,19.7235002,52.54871993587222,116.94846,0.80415404,-0.0022870169,0.0035655538,1.5861099e-07,38.0,-0.41289631,4.0,1.0,0.0,0.0,0.0035655538,-489028.768244,-65948796.0,0.099310488,0.005705228743649411
fixed_substeps4,32,0.016085,277,-3,interior,-0.010002866,-4.7722996e-13,0.079974361,0.010002866,0.020025639000000012,0.079974361,0.019997134,42.56442966666667,68.69708002982678,119.56026,0.80059546,-0.00032628182,0.0010919097,1.180337e-08,15.0,1186.5184,4.0,1.0,0.0,0.0,0.0010919097,-314003.5804368,-16225171.0,0.024356928,0.0020139927355040505
fixed_substeps4,32,0.016085,290,-3,top_cap_zone,-0.010010064,0.010010064,0.099939965,0.014156368269022675,6.003499999999995e-05,0.099939965,0.015843631730977324,42.02629733333334,68.69765025655691,120.00933,0.79999614,6.9188827e-06,0.0012879972,1.8285006e-08,15.0,1905.2865,4.0,1.0,0.0,0.0,0.0012879972,-468840.6551391,-46653184.0,0.070382535,0.004191379671498562
fixed_substeps4,32,0.016085,354,-3,interior,-4.2714213e-13,-4.9327529e-13,0.079973921,6.525112343442992e-13,0.020026079000000002,0.079973921,0.029999999999347486,50.493455000000004,70.89857400000002,119.62518,0.80050015,-0.00027804312,0.0016173935,3.2582026e-08,20.0,1667.5465,4.0,1.0,0.0,0.0,0.0016173935,-308433.8366771,-7733699.5,0.011521164,0.0020533467000000004
fixed_substeps4,32,0.016085,355,-3,top_cap_zone,-5.3467365e-13,2.0225789e-13,0.089958236,5.716503879746559e-13,0.010041764000000009,0.089958236,0.02999999999942835,48.80030166666666,70.37960600000001,119.28724,0.8009544,-0.00052938471,0.0031314183,5.2547012e-08,20.0,2789.8857,4.0,1.0,0.0,0.0,0.0031314183,-404133.0618919,-29379246.0,0.044350881,0.0029594421
fixed_substeps4,32,0.016085,365,-3,interior,-2.5135829e-13,0.010002866,0.079974361,0.010002866,0.020025639000000012,0.079974361,0.019997134,42.56442433333333,68.69707622488941,119.56026,0.80059546,-0.00032628182,0.0010919098,1.1803365e-08,15.0,1186.5183,4.0,1.0,0.0,0.0,0.0010919098,-314003.5780222,-16225169.0,0.024356926,0.002013992732761299
