case,case_name,part,time,axial_strain_proxy,p_proxy,q_proxy,Fz_proxy,pairwise_reaction_avg,force_balance_error,status_elastic_count,status_converged_count,status_tension_count,status_line_search_count,status_failure_count,status_counts,yield_fraction,return_iterations_max,yield_residual_maxAbs,yield_residual_converged_maxAbs,MccSubstepCount_mean,MccSubstepCount_max,MccSubstepFailureCount_sum,MccAdmissibilityFailureCount_sum,MccFallbackUsed_count,MccPc_min,MccPc_mean,MccPc_max,MccVoidRatio_min,MccVoidRatio_mean,MccVoidRatio_max,MccPlasticVolStrain_mean,MccEqPlasticStrain_max,Kplastic_max,PorePress_mean,PorePress_std,PorePressRate_maxAbs,DivVel_maxAbs,velocity_max
fixed_substeps4,CaseM3d3_MCCMildFixedSubsteps4,14,0.007037,0.000169403222999992,49.221316795741195,66.10286245988111,0.25680762530917295,0.29035500000000003,0.0672589,2,0,4,33,37,-3:33|-1:4|0:2|2:368,0.9041769041769042,63.0,3008.825,0.0,4.0,4.0,37.0,0.0,0,118.33608,119.77691297297288,120.23875,0.79968131,0.8002994466830458,0.80226558,-0.00016583503618796061,0.0021168285,0.0021168285,-73851.0132589752,72115.65095307743,66924184.0,0.10066132,0.0059287000841482555
fixed_substeps4,CaseM3d3_MCCMildFixedSubsteps4,15,0.00754,0.00018401019100000582,47.788069389353005,65.73823990090581,0.25206914166353656,0.29035500000000003,0.0672589,2,0,4,18,22,-3:18|-1:4|0:2|2:383,0.941031941031941,64.0,3354.3704,0.0,4.0,4.0,22.0,0.0,0,118.14594,119.74988705159687,120.20557,0.79970944,0.8003372907862415,0.80252308,-0.00018598838643218684,0.0023159501,0.0023159501,-81558.9052320193,71942.93293962942,67628792.0,0.10167151,0.00595907567687918
fixed_substeps4,CaseM3d3_MCCMildFixedSubsteps4,16,0.008043,0.00019850989700004318,46.6788018609009,65.3871057067174,0.24808390969784497,0.28667600000000004,0.0742223,2,0,4,29,33,-3:29|-1:4|0:2|2:372,0.914004914004914,64.0,4436.2661,0.0,4.0,4.0,33.0,0.0,0,117.95488,119.72258334152323,120.21674,0.79969025,0.8003751720393124,0.80278218,-0.00020635686793587222,0.0025158944,0.0025158944,-89632.23273928916,80985.73006582803,68294368.0,0.10274462,0.005987972795366585
fixed_substeps4,CaseM3d3_MCCMildFixedSubsteps4,17,0.008545,0.00021301670800000228,46.377327585118756,65.15008583852362,0.24645360895243307,0.28667600000000004,0.0742223,2,0,4,28,32,-3:28|-1:4|0:2|2:373,0.9164619164619164,67.0,4409.1548,0.0,4.0,4.0,32.0,0.0,0,117.76289,119.6956120884524,120.23112,0.79967129,0.8004117845454553,0.80304301,-0.00022649473934373453,0.0027165993,0.0027165993,-97105.52465439179,80401.47595568896,69062912.0,0.10384257,0.006015475078735147
fixed_substeps4,CaseM3d3_MCCMildFixedSubsteps4,18,0.009048,0.00022745438600008105,46.76133401511222,65.01489073674341,0.2469341981425827,0.283876,0.0777421,6,0,4,28,32,-3:28|-1:4|0:6|2:369,0.9066339066339066,64.0,4444.7466,0.0,4.0,4.0,32.0,0.0,0,117.56995,119.66866665847678,120.24531,0.79965252,0.8004476466093374,0.80330557,-0.0002466295753191646,0.0029179782,0.0029179782,-104723.70772640072,89896.4164829419,69707008.0,0.10488825,0.006041631688408053
fixed_substeps4,CaseM3d3_MCCMildFixedSubsteps4,19,0.00955,0.0002419163160001514,47.32493946371007,64.91907675498011,0.24809863060820808,0.283876,0.0777421,6,0,4,36,40,-3:36|-1:4|0:6|2:361,0.8869778869778869,64.0,4708.1563,0.0,4.0,4.0,40.0,0.0,0,117.37626,119.64210999999986,120.25948,0.7996335,0.8004828144963145,0.80356956,-0.00026649032417665815,0.0031199143,0.0031199143,-111735.81684625916,88793.03350302836,70377656.0,0.10583318,0.006066325327479597
fixed_substeps4,CaseM3d3_MCCMildFixedSubsteps4,20,0.010053,0.0002563285270000548,47.656439318992575,64.84928099036628,0.24880344228947204,0.285262,0.0688872,6,0,4,13,17,-3:13|-1:4|0:6|2:384,0.9434889434889435,64.0,4898.1436,0.0,4.0,4.0,17.0,0.0,0,117.18201,119.61396437346433,120.27372,0.79961443,0.8005203828746946,0.80383468,-0.0002875474269348894,0.0033222842,0.0033222842,-119336.96660539138,98169.28554265178,70882192.0,0.10667517,0.006089884686129408
fixed_substeps4,CaseM3d3_MCCMildFixedSubsteps4,21,0.010556,0.0002708130750000981,47.625180608902525,64.79422808839804,0.24861710137575468,0.285262,0.0688872,2,0,4,8,12,-3:8|-1:4|0:2|2:393,0.9656019656019657,67.0,5008.1309,0.0,4.0,4.0,12.0,0.0,0,116.9874,119.58586331695344,120.28798,0.79959536,0.8005583165110575,0.80410075,-0.00030858472539778875,0.0035249817,0.0035249817,-126479.99597535291,96072.40866766626,71444840.0,0.10745157,0.006112553604748631
fixed_substeps4,CaseM3d3_MCCMildFixedSubsteps4,22,0.011058,0.00028514499600007515,47.35401249285834,64.71939944985563,0.24772639180554468,0.28639000000000003,0.0608296,2,0,8,25,33,-3:25|-1:8|0:2|2:372,0.914004914004914,62.0,5044.4038,0.0,4.0,4.0,33.0,0.0,0,116.94845,119.55945574938599,120.30215,0.79957652,0.8005942223341528,0.80415404,-0.0003283537465194101,0.0035655538,0.0035655538,-134398.77530714645,105142.69200271426,71894144.0,0.10821568,0.006134549570204356
fixed_substeps4,CaseM3d3_MCCMildFixedSubsteps4,23,0.011561,0.00029956542200018643,47.080015823169525,64.63034097760693,0.246749793478869,0.28639000000000003,0.0608296,2,0,8,20,28,-3:20|-1:8|0:2|2:377,0.9262899262899262,63.0,5047.5547,0.0,4.0,4.0,28.0,0.0,0,116.94845,119.5333611793611,120.31618,0.79955792,0.8006297432923839,0.80415404,-0.000347899070785995,0.0035655538,0.0035655538,-141660.97284687043,102360.66373207794,72466208.0,0.10899856,0.006155915966300426
fixed_substeps4,CaseM3d3_MCCMildFixedSubsteps4,24,0.012064,0.00031391058200005983,46.96954530647014,64.5510748914193,0.24618184291880327,0.2856495,0.0569794,2,0,8,13,21,-3:13|-1:8|0:2|2:384,0.9434889434889435,62.0,5056.3481,0.0,4.0,4.0,21.0,0.0,0,116.82415,119.50658439803456,120.33004,0.79953945,0.8006660320147412,0.80432433,-0.0003679657404493855,0.0036732869,0.0036732869,-149624.1051261551,111439.71431984048,72932096.0,0.10979206,0.006176442738134605
fixed_substeps4,CaseM3d3_MCCMildFixedSubsteps4,25,0.012566,0.0003282085710000493,47.03583794010643,64.48270138120442,0.2461292159080946,0.2856495,0.0569794,2,0,8,17,25,-3:17|-1:8|0:2|2:380,0.9336609336609336,63.0,5076.3794,0.0,4.0,4.0,25.0,0.0,0,116.65828,119.47948592137617,120.34383,0.79952097,0.8007025813513523,0.80455172,-0.0003882864441127761,0.0038456484,0.0038456484,-156765.05499345175,108210.79665190355,73505256.0,0.11056962,0.00619589455199141
fixed_substeps4,CaseM3d3_MCCMildFixedSubsteps4,26,0.013069,0.00034259547400009027,47.168052174807514,64.431881886977,0.2463317460384803,0.2850875,0.0532031,2,0,8,21,29,-3:21|-1:8|0:2|2:376,0.9238329238329238,64.0,5095.9106,0.0,4.0,4.0,29.0,0.0,0,116.49276,119.45305140049115,120.35766,0.79950249,0.8007381995085991,0.80477905,-0.000408128832908845,0.00401755,0.00401755,-164680.52102364218,117264.66736058083,73925296.0,0.1112994,0.006214193880942391
fixed_substeps4,CaseM3d3_MCCMildFixedSubsteps4,27,0.013572,0.0003569342970000111,47.2415842173628,64.39779905865517,0.24645237526752314,0.2850875,0.0532031,2,0,8,25,33,-3:25|-1:8|0:2|2:372,0.914004914004914,64.0,5107.3613,0.0,4.0,4.0,33.0,0.0,0,116.32771,119.42670601965598,120.36321,0.7994951,0.8007737966830472,0.80500603,-0.0004279177325574939,0.0041889264,0.0041889264,-171784.706694,113437.40916565305,74429536.0,0.1119675,0.006231358842886037
fixed_substeps4,CaseM3d3_MCCMildFixedSubsteps4,28,0.014074,0.00037130599900001005,47.21122680266171,64.37347551863874,0.24633437958079749,0.2849585,0.0494091,2,0,8,23,31,-3:23|-1:8|0:2|2:374,0.918918918918919,62.0,5110.8105,0.0,4.0,4.0,31.0,0.0,0,116.16322,119.39999056511061,120.37154,0.79948384,0.8008100280589694,0.80523252,-0.00044799496536339047,0.00435971,0.00435971,-179796.60183336446,122288.93286524792,74767776.0,0.11257982,0.006247500712649902
fixed_substeps4,CaseM3d3_MCCMildFixedSubsteps4,29,0.014577,0.00038563104800007353,47.10817570481574,64.34949167799623,0.2460262310096515,0.2849585,0.0494091,2,0,8,19,27,-3:19|-1:8|0:2|2:378,0.9287469287469288,61.0,5109.4243,0.0,4.0,4.0,27.0,0.0,0,115.9994,119.37302027027029,120.38554,0.79946506,0.8008466997542992,0.80545837,-0.00046827619769999955,0.0045298436,0.0045298436,-186950.44820148067,117863.79012555291,75214120.0,0.11315481,0.006262753405046769
fixed_substeps4,CaseM3d3_MCCMildFixedSubsteps4,30,0.015079,0.0003999804770001003,47.004036209271106,64.32362679469563,0.24570617493551522,0.284617,0.0468425,2,0,8,19,27,-3:19|-1:8|0:2|2:378,0.9287469287469288,59.0,5105.7139,0.0,4.0,4.0,27.0,0.0,0,115.83633,119.34594963144949,120.39958,0.79944628,0.8008835421130223,0.80568343,-0.0004886457713216212,0.0046992819,0.0046992819,-195037.43332143978,126566.63536719138,75506824.0,0.11370365,0.00627726901908646
fixed_substeps4,CaseM3d3_MCCMildFixedSubsteps4,31,0.015582,0.0004143660130000171,46.954971941818165,64.30432227224101,0.24553088341612125,0.284617,0.0468425,2,0,8,23,31,-3:23|-1:8|0:2|2:374,0.918918918918919,58.0,5099.9941,0.0,4.0,4.0,31.0,0.0,0,115.67406,119.31892167076163,120.4136,0.79942751,0.8009202874201464,0.80590779,-0.000508997849712285,0.0048679891,0.0048679891,-202159.47449473673,121706.45771309249,75924624.0,0.11422943,0.006291119136455875
fixed_substeps4,CaseM3d3_MCCMildFixedSubsteps4,32,0.016085,0.0004287095860000534,46.951076530647015,64.28241030224953,0.2454674169219672,0.28393900000000005,0.0428014,2,0,8,15,23,-3:15|-1:8|0:2|2:382,0.9385749385749386,58.0,5091.0557,0.0,4.0,4.0,23.0,0.0,0,115.51261,119.29081061425066,120.42758,0.79940885,0.8009584698771492,0.8061313,-0.000530173234967813,0.0050359336,0.0050359336,-210230.53479637063,130337.85212063265,76178672.0,0.11472489,0.006304010675714997
fixed_substeps4,CaseM3d3_MCCMildFixedSubsteps4,33,0.016587,0.0004430127860000077,46.980958256674846,64.26802666834938,0.24551256034867447,0.28393900000000005,0.0428014,2,0,8,15,23,-3:15|-1:8|0:2|2:382,0.9385749385749386,62.0,5077.8965,0.0,4.0,4.0,23.0,0.0,0,115.35209,119.26178783783777,120.44154,0.79939038,0.8009978856511056,0.80635381,-0.000552045736670516,0.0052030571,0.0052030571,-217288.4398098866,125098.28402134216,76544712.0,0.11516701,0.006315094914332555
fixed_substeps4,CaseM3d3_MCCMildFixedSubsteps4,34,0.01709,0.00045734670500008345,47.00839186502045,64.25976912494323,0.24556826719156638,0.28396299999999997,0.0396284,2,0,8,15,23,-3:15|-1:8|0:2|2:382,0.9385749385749386,62.0,5060.6914,0.0,4.0,4.0,23.0,0.0,0,115.19256,119.23279218673218,120.45547,0.7993719,0.8010372877886973,0.8065753,-0.0005739132542405403,0.0053693075,0.0053693075,-225360.93673155468,133621.87165618807,76734240.0,0.11557009,0.00632540978779059
fixed_substeps4,CaseM3d3_MCCMildFixedSubsteps4,35,0.017593,0.0004716420700000279,47.00766427466831,64.2513467983768,0.2455506766447249,0.28396299999999997,0.0396284,2,0,8,18,26,-3:18|-1:8|0:2|2:379,0.9312039312039312,62.0,5040.4805,0.0,4.0,4.0,26.0,0.0,0,115.03407,119.20388771498767,120.46939,0.79935342,0.8010766248402956,0.8067956,-0.000595727595611548,0.0055346619,0.0055346619,-232399.83761574337,127999.95451226078,77059248.0,0.11594497,0.006335278060437458
fixed_substeps4,CaseM3d3_MCCMildFixedSubsteps4,36,0.018095,0.00048597961000013123,46.98428888211302,64.2402972070246,0.24546610431901492,0.28396299999999997,0.0396284,2,0,8,18,26,-3:18|-1:8|0:2|2:379,0.9312039312039312,62.0,5018.5083,0.0,4.0,4.0,26.0,0.0,0,114.87664,119.17506904176908,120.48329,0.79933494,0.8011159005896793,0.80701476,-0.000617492469611548,0.0056991098,0.0056991098,-240501.7072251021,136391.58988470814,77213296.0,0.116299,0.0063447688162135375
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,0,0.0,0.0,50.0,0.0,0.1413716694115407,0.144809,2.53653e-09,407,0,0,0,0,0:407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,120.0,120.0,120.0,0.80000001,0.8000000100000014,0.80000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,1,0.000503,-2.0285726015645267e-08,33.80963945045045,8.212251234237192,0.10962124211972994,0.3296945,0.638085,407,0,0,0,0,0:407,0.0,0.0,4596.9512,0.0,1.0,1.0,0.0,0.0,0,120.0,120.0,120.0,0.80001062,0.8000175002702695,0.80002099,0.0,0.0,0.0,-6276.254270591639,991.3949651708972,15441555.0,0.023162333,0.0049999999
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,2,0.001005,3.5209335100261363e-06,19.845859754285012,31.911226775356308,0.11365202038317809,0.37390975,0.783163,161,150,92,4,96,-3:4|-1:92|0:161|1:150,0.36855036855036855,77.0,3048.8828,7.789192e-05,4.538083538083538,16.0,480.0,0.0,0,119.99577,120.00135990171987,120.04405,0.79989302,0.8000307715479129,0.80005389,1.0080403201990174e-06,5.1022213e-05,5.1022213e-05,-16020.743816638296,3489.4607794851318,28763496.0,0.043205004,0.0049999999
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,3,0.001508,1.239827192994758e-05,26.274240041760038,39.46809104401881,0.14264980311634276,0.29813855,0.810215,144,189,74,0,74,-1:74|0:144|1:189,0.4643734643734644,111.0,3765.0845,4.9381812e-05,3.727272727272727,16.0,370.0,0.0,0,119.98267,120.00044466830457,120.0938,0.79983646,0.8000250521375922,0.80005997,3.2949845982800986e-07,0.00011552593,0.00011552593,-19539.488942025353,6089.877810115011,39118364.0,0.058699906,0.0049999999
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,4,0.002011,2.3928679700052635e-05,37.10982954868957,45.796661753048404,0.17871553651687197,0.24410590000000001,0.684887,184,190,33,0,33,-1:33|0:184|1:190,0.4668304668304668,91.0,4782.9556,7.9325917e-05,2.2162162162162162,16.0,165.0,0.0,0,119.97002,119.99849796068791,120.12099,0.79981226,0.8000159433660939,0.80007595,-1.1127880796805893e-06,0.00017025421,0.00017025421,-19235.408276986018,15062.156325457609,48257428.0,0.072482355,0.0049999999
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,5,0.002513,3.695499710007488e-05,46.98247998057329,50.02475774594316,0.21090063833582906,0.24410590000000001,0.684887,169,222,8,8,16,-3:8|-1:8|0:169|1:222,0.5454545454545454,96.0,4706.4209,6.8585941e-05,1.5896805896805897,16.0,80.0,0.0,0,119.9427,119.9943099017198,120.13516,0.79980111,0.8000108647420149,0.80009723,-4.215386025773954e-06,0.0002255985,0.0002255985,-19158.42761028463,19173.48284205207,52613728.0,0.079009853,0.0049999999
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,6,0.003016,5.09983204001474e-05,51.72460698569205,54.09195485702118,0.2326267599741113,0.2753405,0.320885,162,233,0,12,12,-3:12|0:162|1:233,0.5724815724815725,114.0,4515.3892,5.3340955e-05,1.4422604422604424,16.0,60.0,0.0,0,119.89366,119.98883808353783,120.15652,0.79977709,0.8000130452579841,0.80016553,-8.270550873218673e-06,0.00035871164,0.00035871164,-21619.531328074077,27836.98061441641,54911664.0,0.082517043,0.005188767417011067
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,7,0.003519,6.554677900005856e-05,51.06281479966767,58.45196245596935,0.2424898402697904,0.2753405,0.320885,136,263,0,8,8,-3:8|0:136|1:263,0.6461916461916462,90.0,4512.585,5.7132151e-05,1.2948402948402948,16.0,40.0,0.0,0,119.83436,119.98177208845175,120.15862,0.79977757,0.8000231919656018,0.80024689,-1.3507812935380827e-05,0.00041382358,0.00041382358,-26581.45929622474,28920.391104715058,57192524.0,0.085922867,0.005377103854513994
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,8,0.004021,8.037369540012107e-05,47.719174320155595,62.38445881241079,0.24411859127603674,0.3065565,0.102273,96,303,0,8,8,-3:8|0:96|1:303,0.7444717444717445,95.0,4209.1611,9.2092967e-05,1.2948402948402948,16.0,40.0,0.0,0,119.7706,119.97311737100713,120.15636,0.79978371,0.8000383533169523,0.80033356,-1.9923770809518426e-05,0.00046935739,0.00046935739,-33775.1249682402,36231.31884273828,59250888.0,0.089113265,0.005521094237195851
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,9,0.004524,9.529225360002669e-05,45.50676825202297,64.90846330061184,0.24474747042743772,0.3065565,0.102273,71,327,0,9,9,-3:9|0:71|1:327,0.8034398034398035,102.0,3462.9932,7.9985053e-05,1.3316953316953317,16.0,45.0,0.0,0,119.70334,119.96282385749379,120.14989,0.79979533,0.8000544801474201,0.80042464,-2.7555077906169522e-05,0.00052476523,0.00052476523,-40816.561680782856,37942.06308421684,61469396.0,0.092320375,0.005633137599088984
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,10,0.005027,0.00011018524100014915,45.77075189966009,66.63809608022615,0.24919938826661386,0.294727,0.0846715,35,364,0,8,8,-3:8|0:35|1:364,0.8943488943488943,105.0,3072.7305,8.6839835e-05,1.2948402948402948,16.0,40.0,0.0,0,119.63322,119.95193090909103,120.14195,0.79980814,0.8000687397051595,0.80051941,-3.563442376989928e-05,0.00056861824,0.00056861824,-47463.84928965477,47490.01678705883,62964312.0,0.094714083,0.005719781485036438
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,11,0.005529,0.00012513439700004292,47.73608333855035,67.12953857203418,0.25524488228455755,0.294727,0.0846715,3,396,0,8,8,-3:8|0:3|1:396,0.972972972972973,99.0,2755.865,0.00012303129,1.2948402948402948,16.0,40.0,0.0,0,119.56087,119.94055341523317,120.12955,0.79982632,0.8000818189926278,0.80061692,-4.40754657542629e-05,0.00062957348,0.00062957348,-53217.545211864286,50529.819784201005,64161976.0,0.096423544,0.005785553966883888
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,12,0.006032,0.00013996571199992314,49.58875735646195,66.85153287640941,0.2594571935397667,0.288769,0.0820209,2,393,0,12,12,-3:12|0:2|1:393,0.9656019656019657,100.0,2544.8494,7.1263348e-05,1.4422604422604424,16.0,60.0,0.0,0,119.48697,119.92904560196551,120.11599,0.79984504,0.8000951983292395,0.80071634,-5.2615791467199014e-05,0.00071016653,0.00071016653,-59264.338422705456,60846.74144760755,65108716.0,0.097906828,0.0058357527122803446
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,13,0.006535,0.0001546501670000866,50.096922446363614,66.49119852248474,0.26002417749969925,0.288769,0.0820209,2,385,0,16,16,-3:16|0:2|1:385|2:4,0.9557739557739557,102.0,2630.4128,7.4220603e-05,1.6191646191646192,16.0,88.0,0.0,0,119.41101,119.9174931449632,120.10236,0.79986316,0.8001100951597045,0.80081898,-6.119211631572492e-05,0.00079187448,0.00079187448,-65734.2451682451,62346.80245695212,65911512.0,0.099072255,0.005875808615201695
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,14,0.007037,0.00016930325000011348,49.25158347706801,66.1725168477402,0.2570634098417576,0.29100950000000003,0.0676998,2,396,0,9,9,-3:9|0:2|1:396,0.972972972972973,105.0,2957.2976,6.4356704e-05,1.3316953316953317,16.0,45.0,0.0,0,119.33059,119.90570587223571,120.0891,0.79987699,0.800126772604423,0.80092698,-6.994623950909092e-05,0.00087454403,0.00087454403,-73208.6478136801,71576.80997356567,66550764.0,0.10010075,0.005909960769463341
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,15,0.00754,0.0001838220440000815,47.82441901914827,65.81150578626843,0.2523315349986302,0.29100950000000003,0.0676998,2,391,4,10,14,-3:10|-1:4|0:2|1:391,0.9606879606879607,195.0,3338.4224,4.5121633e-05,1.515970515970516,16.0,70.0,0.0,0,119.26051,119.89387206388201,120.08215,0.79986906,0.8001441437837837,0.8010205,-7.873448746584767e-05,0.00093087123,0.00093087123,-80879.34478719236,71386.82383044837,67261712.0,0.1011207,0.005940758654503959
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,16,0.008043,0.00019831431800010346,46.7393317430221,65.46999417205117,0.24841965856915266,0.2872145,0.0743842,2,392,4,9,13,-3:9|-1:4|0:2|1:392,0.9631449631449631,214.0,4423.6533,4.9689763e-05,1.479115479115479,16.0,65.0,0.0,0,119.18402,119.88136916461917,120.08806,0.79986143,0.8001620391400491,0.80112326,-8.802131172334155e-05,0.0010103208,0.0010103208,-88914.25445358157,80421.57131971949,67924664.0,0.10218889,0.005969815644854705
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,17,0.008545,0.00021281655900012852,46.429599980016405,65.23266063633321,0.24675860107976083,0.2872145,0.0743842,2,396,4,5,9,-3:5|-1:4|0:2|1:396,0.972972972972973,208.0,4397.3174,7.2683593e-05,1.3316953316953317,16.0,45.0,0.0,0,119.10706,119.86916240786218,120.09383,0.79985398,0.8001787054054058,0.80122674,-9.709206681572498e-05,0.0010900743,0.0010900743,-96352.00750268572,79839.18065203517,68679896.0,0.10326743,0.005997360027361943
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,18,0.009048,0.00022725380199997702,46.80806753842098,65.10091049373376,0.24723368886260214,0.28429499999999996,0.0781205,6,388,4,9,13,-3:9|-1:4|0:6|1:388,0.9533169533169533,209.0,4438.4556,0.00011130662,1.479115479115479,16.0,65.0,0.0,0,119.02966,119.85696267813285,120.09953,0.79984641,0.800194621744471,0.80133092,-0.00010615947648746938,0.0011700863,0.0011700863,-103936.54012365847,89319.46203680773,69306464.0,0.10428578,0.006023292222587974
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,19,0.00955,0.00024171819000010086,47.3855793057985,65.02025188384992,0.24847713778206443,0.28429499999999996,0.0781205,6,384,4,9,13,-3:9|-1:4|0:6|1:384|2:4,0.9533169533169533,212.0,4702.2246,0.00010338872,1.6265356265356266,16.0,81.0,0.0,0,118.95189,119.8441013759213,120.10523,0.79983866,0.800211223095823,0.80143565,-0.00011572128476658474,0.0012503009,0.0012503009,-110920.48071488037,88215.12506382713,69956352.0,0.10520031,0.006047684841659926
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,20,0.010053,0.00025620331099998617,47.72564008844389,64.96639263861512,0.24924904524959057,0.285899,0.0688313,6,389,4,4,8,-3:4|-1:4|0:6|1:389|2:4,0.9656019656019657,183.0,4893.7305,0.00010970113,1.3046683046683047,16.0,44.0,0.0,0,118.87385,119.8316361179364,120.11095,0.79983091,0.8002275474692878,0.80154073,-0.0001249911413523342,0.0013306647,0.0013306647,-118499.20962123497,97568.46245125207,70446912.0,0.1060202,0.006070879691600049
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,21,0.010556,0.0002706204520000477,47.69573863582309,64.91940909550833,0.2490850148902504,0.285899,0.0688313,2,401,4,0,4,-1:4|0:2|1:401,0.9852579852579852,184.0,5006.585,0.00012004172,1.1474201474201475,16.0,20.0,0.0,0,118.79561,119.8191831203934,120.11668,0.79982316,0.8002442628501232,0.80164617,-0.00013425556188697803,0.0014111372,0.0014111372,-125629.318595779,95484.46198499874,71000560.0,0.10678387,0.006093303191742941
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,22,0.011058,0.00028503452400005513,47.42227776552827,64.8486401622793,0.2481930020469236,0.286903,0.0605743,2,400,4,1,5,-3:1|-1:4|0:2|1:400,0.9828009828009828,195.0,5047.3726,0.00012641847,1.1842751842751842,16.0,25.0,0.0,0,118.71721,119.80661570024574,120.12236,0.79981565,0.8002614004422607,0.80175191,-0.00014360820854299755,0.0014916917,0.0014916917,-133533.50374775002,104541.87779309571,71441712.0,0.10753445,0.0061150807403394505
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,23,0.011561,0.0002993767860000329,47.14255171664208,64.76196941994212,0.2472014446107793,0.286903,0.0605743,2,400,4,1,5,-3:1|-1:4|0:2|1:400,0.9828009828009828,195.0,5054.8657,0.00012723688,1.1842751842751842,16.0,25.0,0.0,0,118.63865,119.79394653562643,120.12798,0.7998082,0.8002786857002462,0.80185795,-0.00015303786061621622,0.0015723099,0.0015723099,-140791.16897483007,101782.40219467545,72003704.0,0.10830314,0.006135979307307758
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,24,0.012064,0.00031372353800004915,47.029444857829596,64.68364300015116,0.24663763560844854,0.28590499999999996,0.0565211,2,396,4,5,9,-3:5|-1:4|0:2|1:396,0.972972972972973,197.0,5065.4141,0.0001257601,1.3316953316953317,16.0,45.0,0.0,0,118.55993,119.78132675675678,120.13352,0.79980075,0.8002957422850128,0.80196428,-0.0001624338903914005,0.001652971,0.001652971,-148742.4761001876,110843.79964533809,72457752.0,0.10907751,0.00615569002448397
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,25,0.012566,0.000328092510000072,47.08732456048322,64.6191891118968,0.24657507733174927,0.28590499999999996,0.0565211,2,389,8,8,16,-3:8|-1:8|0:2|1:389,0.9557739557739557,197.0,5085.0024,0.00012504403,1.5896805896805897,16.0,80.0,0.0,0,118.51263,119.76864022113033,120.13905,0.7997933,0.8003126824815722,0.80202818,-0.0001718809507968058,0.0017013758,0.0017013758,-155885.77259414096,107629.45573412676,73007960.0,0.1098218,0.006173992567816651
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,26,0.013069,0.00034240977200006295,47.20971119067974,64.5731274835791,0.24676419046401335,0.2853285,0.0523972,2,389,8,8,16,-3:8|-1:8|0:2|1:389,0.9557739557739557,196.0,5103.4971,0.00012554276,1.5896805896805897,16.0,80.0,0.0,0,118.51263,119.75639545454516,120.14458,0.79978585,0.8003289745208837,0.80202818,-0.00018099961032506148,0.0017013758,0.0017013758,-163793.21082628006,116657.13497946908,73402288.0,0.11051158,0.006190941711734147
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,27,0.013572,0.0003567586310000703,47.27881685981165,64.54365367724883,0.24688131578754635,0.2853285,0.0523972,2,393,8,0,8,-1:8|0:2|1:393|2:4,0.9754299754299754,198.0,5114.0566,0.00012627774,1.3636363636363635,16.0,52.0,0.0,0,118.51263,119.74304663390656,120.15015,0.7997784,0.8003468088206396,0.80202818,-0.00019094126649213755,0.0019313599,0.0019313599,-170901.3330572455,112842.89659876139,73877992.0,0.11113808,0.00620666545719503
adaptive_substeps16,CaseM3d3_MCCMildAdaptiveSubsteps16,28,0.014074,0.00037112035099998164,47.24943769054051,64.52491907445962,0.24677822505139335,0.285302,0.0486471,2,396,8,1,9,-3:1|-1:8|0:2|1:396,0.972972972972973,198.0,5116.7065,0.00012638928,1.3316953316953317,16.0,45.0,0.0,0,118.45659,119.73084142506139,120.15575,0.79977095,0.8003632126535635,0.80210394,-0.0002000346661530712,0.0020016232,0.0020016232,-178899.3894148756,121665.03859256765,74189560.0,0.11170892,0.006221380449440786
