line,time,Tv,z,z_norm,quantity,value
gpu_mode0_xi005_approx,0.1,0.027441722676,0.882780116916,0.886646582755,PorePress,3549.30675526
gpu_mode0_xi005_approx,0.1,0.027441722676,0.892747928389,0.896715079191,PorePress,3241.10741971
gpu_mode0_xi005_approx,0.1,0.027441722676,0.902715739861,0.906783575627,PorePress,2932.90808416
gpu_mode0_xi005_approx,0.1,0.027441722676,0.912683551334,0.916852072063,PorePress,2624.70874862
gpu_mode0_xi005_approx,0.1,0.027441722676,0.922651362806,0.926920568498,PorePress,2315.81838317
gpu_mode0_xi005_approx,0.1,0.027441722676,0.932619174278,0.936989064934,PorePress,2007.61904762
gpu_mode0_xi005_approx,0.1,0.027441722676,0.942586985751,0.94705756137,PorePress,1699.41971207
gpu_mode0_xi005_approx,0.1,0.027441722676,0.952554797223,0.957126057806,PorePress,1391.22037652
gpu_mode0_xi005_approx,0.1,0.027441722676,0.962522608696,0.967194554241,PorePress,1080.25692137
gpu_mode0_xi005_approx,0.1,0.027441722676,0.972490420168,0.977263050677,PorePress,774.821705426
gpu_mode0_xi005_approx,0.1,0.027441722676,0.98245823164,0.987331547113,PorePress,423.087486157
gpu_mode0_xi005_approx,0.1,0.027441722676,0.992426043113,0.997400043549,PorePress,324.96124031
gpu_mode1_xi005_b5,0.1,0.027441722676,0.004974,-2.62625252499e-05,ExcessPorePress,15890.16493
gpu_mode1_xi005_b5,0.1,0.027441722676,0.014962,0.0100626263626,ExcessPorePress,15890.1649298
gpu_mode1_xi005_b5,0.1,0.027441722676,0.024946,0.0201474748464,ExcessPorePress,15892.9278678
gpu_mode1_xi005_b5,0.1,0.027441722676,0.034932,0.0302343435323,ExcessPorePress,15887.4193864
gpu_mode1_xi005_b5,0.1,0.027441722676,0.044919,0.0403222223192,ExcessPorePress,15875.3628694
gpu_mode1_xi005_b5,0.1,0.027441722676,0.054905,0.050409091005,ExcessPorePress,15856.5649147
gpu_mode1_xi005_b5,0.1,0.027441722676,0.064894,0.0604989899939,ExcessPorePress,15831.1127838
gpu_mode1_xi005_b5,0.1,0.027441722676,0.074882,0.0705878788818,ExcessPorePress,15799.0692789
gpu_mode1_xi005_b5,0.1,0.027441722676,0.084871,0.0806777778706,ExcessPorePress,15760.4323328
gpu_mode1_xi005_b5,0.1,0.027441722676,0.094861,0.0907686869605,ExcessPorePress,15715.3008405
gpu_mode1_xi005_b5,0.1,0.027441722676,0.104851,0.10085959605,ExcessPorePress,15663.7303361
gpu_mode1_xi005_b5,0.1,0.027441722676,0.114842,0.110951515241,ExcessPorePress,15605.8177619
gpu_mode1_xi005_b5,0.1,0.027441722676,0.124834,0.121044444533,ExcessPorePress,15541.6376719
gpu_mode1_xi005_b5,0.1,0.027441722676,0.134826,0.131137373825,ExcessPorePress,15471.2898656
gpu_mode1_xi005_b5,0.1,0.027441722676,0.144818,0.141230303117,ExcessPorePress,15394.9189646
gpu_mode1_xi005_b5,0.1,0.027441722676,0.154811,0.15132424251,ExcessPorePress,15312.6415751
gpu_mode1_xi005_b5,0.1,0.027441722676,0.164805,0.161419192004,ExcessPorePress,15224.584312
gpu_mode1_xi005_b5,0.1,0.027441722676,0.174798,0.171513131397,ExcessPorePress,15130.8820139
gpu_mode1_xi005_b5,0.1,0.027441722676,0.184793,0.181609090992,ExcessPorePress,15031.6719133
gpu_mode1_xi005_b5,0.1,0.027441722676,0.194787,0.191704040486,ExcessPorePress,14927.1007025
gpu_mode1_xi005_b5,0.1,0.027441722676,0.204782,0.201800000081,ExcessPorePress,14817.3296148
gpu_mode1_xi005_b5,0.1,0.027441722676,0.214777,0.211895959676,ExcessPorePress,14702.5190806
gpu_mode1_xi005_b5,0.1,0.027441722676,0.224773,0.221992929372,ExcessPorePress,14582.8182694
