case,label,time,factor,limited,relaxed,raw_max,used_max,ratio_max,cap_min
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00436185,0.907901,0.0,0.0,1485630.0,1485630.0,218.591,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00436688,0.911252,0.0,0.0,312033.0,312033.0,236.68,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00437191,0.914603,0.0,0.0,452930.0,452930.0,291.231,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00437693,0.917955,0.0,0.0,618647.0,618647.0,431.897,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00438196,0.921306,0.0,0.0,784354.0,784354.0,830.0,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00438699,0.924658,0.0,0.0,949530.0,949530.0,6641.21,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00439201,0.928009,0.0,0.0,1113180.0,1113180.0,1167.46,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00439704,0.931361,0.0,0.0,1273720.0,1273720.0,548.029,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00440207,0.934712,0.0,0.0,1428840.0,1428840.0,362.258,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.0044071,0.938063,0.0,0.0,1575480.0,1575480.0,317.033,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00441212,0.941415,0.0,0.0,1709830.0,1709830.0,405.653,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00441715,0.944766,0.0,0.0,633382.0,633382.0,482.001,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00442218,0.948118,0.0,0.0,762672.0,762672.0,802.194,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.0044272,0.951469,0.0,0.0,869963.0,869963.0,1824.1,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00443223,0.95482,0.0,0.0,987291.0,987291.0,40542.2,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00443726,0.958172,0.0,0.0,1127790.0,1127790.0,2007.89,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00444228,0.961523,0.0,0.0,1254390.0,1254390.0,1073.12,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00444731,0.964875,0.0,0.0,1364460.0,1364460.0,1189.46,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00445234,0.968226,0.0,0.0,1455030.0,1455030.0,3819.88,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00445737,0.971578,0.0,0.0,1522950.0,1522950.0,2506.45,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00446239,0.974929,0.0,0.0,1565050.0,1565050.0,981.628,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00446742,0.97828,0.0,0.0,783503.0,783503.0,550.585,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00447245,0.981632,0.0,0.0,820219.0,820219.0,354.677,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00447747,0.984983,0.0,0.0,831066.0,831066.0,261.347,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.0044825,0.988335,0.0,0.0,817622.0,817622.0,206.464,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00448753,0.991686,0.0,0.0,782414.0,782414.0,176.693,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00449256,0.995037,0.0,0.0,929851.0,929851.0,182.627,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00449758,0.998389,0.0,0.0,1098500.0,1098500.0,218.589,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00450261,1.0,0.0,0.0,1287700.0,1287700.0,264.428,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00450764,1.0,0.0,0.0,1500330.0,1500330.0,326.114,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00451266,1.0,0.0,0.0,1741850.0,1741850.0,417.668,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00451769,1.0,0.0,0.0,534540.0,534540.0,356.927,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00452272,1.0,0.0,0.0,636331.0,636331.0,3101.45,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00452775,1.0,0.0,0.0,741896.0,741896.0,465.602,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00453277,1.0,0.0,0.0,1002590.0,1002590.0,237.072,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.0045378,1.0,0.0,0.0,1283780.0,1283780.0,162.36,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00454283,1.0,0.0,0.0,1577860.0,1577860.0,124.832,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00454785,1.0,0.0,0.0,1882310.0,1882310.0,102.107,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00455288,1.0,0.0,0.0,2192580.0,2192580.0,86.9997,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00455791,1.0,0.0,0.0,2501180.0,2501180.0,87.2125,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00456294,1.0,0.0,0.0,2796840.0,2796840.0,98.2255,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00456796,1.0,0.0,0.0,737503.0,737503.0,75.7648,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00457299,1.0,0.0,0.0,1000120.0,1000120.0,93.3012,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00457802,1.0,0.0,0.0,1211960.0,1211960.0,115.76,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00458304,1.0,0.0,0.0,1367480.0,1367480.0,142.539,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00458807,1.0,0.0,0.0,1462640.0,1462640.0,172.905,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.0045931,1.0,0.0,0.0,1692060.0,1692060.0,197.533,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00459813,1.0,0.0,0.0,1979290.0,1979290.0,224.423,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00460315,1.0,0.0,0.0,2270920.0,2270920.0,256.127,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00460818,1.0,0.0,0.0,2561020.0,2561020.0,293.109,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00461321,1.0,0.0,0.0,2841310.0,2841310.0,330.655,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00461823,1.0,0.0,0.0,1177860.0,1177860.0,276.389,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00462326,1.0,0.0,0.0,1420330.0,1420330.0,252.327,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00462829,1.0,0.0,0.0,1628440.0,1628440.0,199.706,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00463332,1.0,0.0,0.0,1795390.0,1795390.0,248.949,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00463834,1.0,0.0,0.0,1914810.0,1914810.0,249.06,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00464337,1.0,0.0,0.0,1982080.0,1982080.0,210.147,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.0046484,1.0,0.0,0.0,1995590.0,1995590.0,197.106,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00465342,1.0,0.0,0.0,1957400.0,1957400.0,211.779,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00465845,1.0,0.0,0.0,1873660.0,1873660.0,2152.22,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00466348,1.0,0.0,0.0,1924150.0,1924150.0,184.539,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00466851,1.0,0.0,0.0,939639.0,939639.0,113.27,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00467353,1.0,0.0,0.0,1045150.0,1045150.0,113.582,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00467856,1.0,0.0,0.0,1173060.0,1173060.0,672.495,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00468359,1.0,0.0,0.0,1307200.0,1307200.0,409.394,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00468861,1.0,0.0,0.0,1447060.0,1447060.0,204.885,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00469364,1.0,0.0,0.0,1722110.0,1722110.0,150.512,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00469867,1.0,0.0,0.0,2039700.0,2039700.0,123.71,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.0047037,1.0,0.0,0.0,2370930.0,2370930.0,118.969,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00470872,1.0,0.0,0.0,2714910.0,2714910.0,181.666,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00471375,1.0,0.0,0.0,3067890.0,3067890.0,965.034,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00471878,1.0,0.0,0.0,1277880.0,1277880.0,449.345,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.0047238,1.0,0.0,0.0,1424790.0,1424790.0,547.009,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00472883,1.0,0.0,0.0,1735380.0,1735380.0,97.1331,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00473386,1.0,0.0,0.0,2000980.0,2000980.0,101.834,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00473889,1.0,0.0,0.0,2215900.0,2215900.0,138.455,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00474391,1.0,0.0,0.0,2373330.0,2373330.0,156.862,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00474894,1.0,0.0,0.0,2466340.0,2466340.0,97.9787,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00475397,1.0,0.0,0.0,2489110.0,2489110.0,88.6054,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00475899,1.0,0.0,0.0,2438950.0,2438950.0,93.7588,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00476402,1.0,0.0,0.0,2691560.0,2691560.0,550.291,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00476905,1.0,0.0,0.0,1856370.0,1856370.0,1802.02,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00477408,1.0,0.0,0.0,1652430.0,1652430.0,162.643,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.0047791,1.0,0.0,0.0,1793470.0,1793470.0,210.68,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00478413,1.0,0.0,0.0,2161910.0,2161910.0,440.283,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00478916,1.0,0.0,0.0,2546000.0,2546000.0,1991.16,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00479418,1.0,0.0,0.0,2966760.0,2966760.0,579.441,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00479921,1.0,0.0,0.0,3361890.0,3361890.0,272.389,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00480424,1.0,0.0,0.0,3704580.0,3704580.0,270.956,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00480927,1.0,0.0,0.0,4272010.0,4272010.0,460.315,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00481429,1.0,0.0,0.0,4948060.0,4948060.0,530.537,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00481932,1.0,0.0,0.0,3254960.0,3254960.0,351.562,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00482435,1.0,0.0,0.0,3851400.0,3851400.0,99549.1,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00482937,1.0,0.0,0.0,4414860.0,4414860.0,451.853,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.0048344,1.0,0.0,0.0,4887580.0,4887580.0,481.599,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00483943,1.0,0.0,0.0,5202250.0,5202250.0,496.259,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00484446,1.0,0.0,0.0,5290950.0,5290950.0,488.863,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00484948,1.0,0.0,0.0,5263900.0,5263900.0,389.136,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00485451,1.0,0.0,0.0,6197280.0,6197280.0,261.627,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00485954,1.0,0.0,0.0,7079650.0,7079650.0,446.794,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00486456,1.0,0.0,0.0,7847470.0,7847470.0,291.135,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00486959,1.0,0.0,0.0,3315980.0,3315980.0,223.936,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00487462,1.0,0.0,0.0,3558030.0,3558030.0,992.853,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00487964,1.0,0.0,0.0,3911960.0,3911960.0,316.114,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00488467,1.0,0.0,0.0,4201660.0,4201660.0,478.337,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.0048897,1.0,0.0,0.0,4945320.0,4945320.0,248.15,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00489473,1.0,0.0,0.0,5531220.0,5531220.0,351.934,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00489975,1.0,0.0,0.0,6758580.0,6758580.0,317.964,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00490478,1.0,0.0,0.0,8581040.0,8581040.0,483.377,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00490981,1.0,0.0,0.0,10822400.0,10822400.0,4371.83,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00491483,1.0,0.0,0.0,13471800.0,13471800.0,854.591,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00491986,1.0,0.0,0.0,7215870.0,7215870.0,522.171,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00492489,1.0,0.0,0.0,8271360.0,8271360.0,1757.32,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00492992,1.0,0.0,0.0,8883260.0,8883260.0,9389.69,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00493494,1.0,0.0,0.0,9179850.0,9179850.0,607.147,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00493997,1.0,0.0,0.0,9351650.0,9351650.0,529.833,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.004945,1.0,0.0,0.0,10648800.0,10648800.0,14358.5,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00495002,1.0,0.0,0.0,12014500.0,12014500.0,329.927,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00495505,1.0,0.0,0.0,13620700.0,13620700.0,135.457,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00496008,1.0,0.0,0.0,15798700.0,15798700.0,293.617,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00496511,1.0,0.0,0.0,9050020.0,9050020.0,570.817,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00497013,1.0,0.0,0.0,6309780.0,6309780.0,170.017,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00497516,1.0,0.0,0.0,6403870.0,6403870.0,154.331,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00498019,1.0,0.0,0.0,6646720.0,6646720.0,176.888,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00498521,1.0,0.0,0.0,9055060.0,9055060.0,178.522,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00499024,1.0,0.0,0.0,6864100.0,6864100.0,242.472,0.0
CaseT4f_ConfOnly_FullFeedbackNoStab,full feedback,0.00499527,1.0,0.0,0.0,6786840.0,6786840.0,2425.79,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.000502713,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.000603255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.000703798,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00080434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.000904883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00100543,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00110597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00120651,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00130705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00140759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00150814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00160868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00170922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00180976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.0019103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00201085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00211139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00221193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00231247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00241301,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00251355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.0026141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00271464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00281518,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00291572,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00301626,0.01084,0.0,407.0,1.71993,0.343986,0.178559,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.0031168,0.0778673,0.0,407.0,12.5615,3.00644,1.56061,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00321734,0.144895,0.0,407.0,23.8658,8.70094,4.51655,0.0
CaseT4f_ConfOnly_RelaxA02,relax 0.2,0.00331788,0.211922,0.0,407.0,36.556,16.6883,8.66269,0.0
