case,label,time,factor,limited,relaxed,raw_max,used_max,ratio_max,cap_min
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00482577,1.0,370.0,407.0,798.708,10.0,5.0,9.63262
CaseT4f_ConfOnly_RelaxA02CapR5A10,relax 0.2 + tight cap,0.00492628,1.0,394.0,407.0,1055.62,10.0,5.0,9.63269
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.000502713,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.000603255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.000703798,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00080434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.000904883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00100543,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00110597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00120651,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00130705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00140759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00150814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00160868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00170922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00180976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.0019103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00201085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00211139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00221193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00231247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00241301,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00251355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.0026141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00271464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00281518,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00291572,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00301626,0.01084,0.0,407.0,1.71993,0.343986,0.178559,48.1614
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.0031168,0.0778673,0.0,407.0,12.5615,3.00644,1.56061,48.1614
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00321734,0.144895,0.0,407.0,23.8658,8.70094,4.51655,48.1614
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00331788,0.211922,0.0,407.0,36.556,16.6883,8.66269,48.1614
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00341842,0.278949,0.0,407.0,26.109,20.543,8.55493,48.1615
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00351896,0.345975,0.0,407.0,44.3685,24.5062,10.9622,48.1614
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.0036195,0.412999,0.0,407.0,85.6626,39.1369,18.0829,48.1614
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00372003,0.480021,108.0,407.0,179.804,50.0,25.0,48.1616
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00382056,0.547039,166.0,407.0,415.721,50.0,25.0,48.1621
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00392107,0.614048,282.0,407.0,810.968,50.0,25.0,48.1631
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00402157,0.681048,386.0,407.0,1262.94,50.0,25.0,48.1642
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00412206,0.748042,406.0,407.0,1682.93,50.0,18.4537,48.1649
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00422253,0.81502,342.0,407.0,2118.76,50.0,16.1532,48.1653
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00432297,0.881981,394.0,407.0,3117.77,50.0,10.2182,48.1659
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00442339,0.94893,344.0,407.0,1049.94,50.0,25.0,48.1683
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00452381,1.0,362.0,407.0,1606.46,50.0,19.457,48.1722
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.0046242,1.0,406.0,407.0,2642.72,50.0,25.0,48.1769
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00472459,1.0,406.0,407.0,3745.31,50.0,11.3795,48.1827
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.004825,1.0,380.0,407.0,5322.78,50.0,12.2883,48.1895
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.0049254,1.0,382.0,407.0,7055.33,50.0,14.2856,48.1973
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00502578,1.0,386.0,407.0,8661.11,50.0,6.66308,48.2058
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00512614,1.0,406.0,407.0,9798.24,50.0,7.40204,48.2149
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.0052265,1.0,406.0,407.0,10563.7,50.0,11.7426,48.2249
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00532685,1.0,390.0,407.0,12131.5,50.0,16.7138,48.2353
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.0054272,1.0,366.0,407.0,1548.81,50.0,7.40543,48.246
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00552752,1.0,406.0,407.0,2178.03,50.0,19.9286,48.2562
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00562783,1.0,404.0,407.0,3038.37,50.0,25.0,48.2651
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00572817,1.0,404.0,407.0,4549.23,50.0,5.78174,48.2731
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00582852,1.0,406.0,407.0,6116.64,50.0,5.78818,48.2803
CaseT4f_AxialGentle_RelaxA02CapR25A50,axial smoke,0.00592889,1.0,398.0,407.0,7623.59,50.0,13.0538,48.2866
