case,label,kind,time,part,particle_count,feedback_start,feedback_ramp_end,feedback_scale,feedback_factor,p0_eff_expected,axial_loading_active,velocity_max,porepress_mean,porepress_std,porepress_min,porepress_max,excess_mean,excess_std,porepressrate_mean,porepressrate_maxabs,divvel_mean,divvel_maxabs,kplastic_max
CaseT4e_ConfOnly_FeedbackOffExtended,feedback off,feedback-off equilibration,0.002815,10,407,,,0.0,0.0,50.0,0,0.0005813691235724046,9964.942483515055,5289.682421053355,2365.707940243,18949.11050347,9964.942483515055,5289.682421053355,-5636227.733144963,13823949.0,0.008454341865675676,0.020752061,0.0
CaseT4e_ConfOnly_FeedbackOffExtended,feedback off,feedback-off equilibration,0.003016,11,407,,,0.0,0.0,50.0,0,0.0005925967700000001,8563.734569982182,5044.680953454956,1700.926868002,17909.29392835,8563.734569982182,5044.680953454956,-7343596.441818181,16432113.0,0.011015394941130222,0.024681026,0.0
CaseT4e_ConfOnly_FeedbackOffExtended,feedback off,feedback-off equilibration,0.003318,12,407,,,0.0,0.0,50.0,0,0.0005645211200000002,6130.677076437897,4786.674860939041,631.7466483324,15678.13205385,6130.677076437897,4786.674860939041,-8184071.91012285,17360398.0,0.01227610828869779,0.026097918,0.0
CaseT4e_ConfOnly_FeedbackOffExtended,feedback off,feedback-off equilibration,0.003519,13,407,,,0.0,0.0,50.0,0,0.0005110704800000003,4207.233227836224,2316.3285308112095,569.2543009536,9136.963489108,4207.233227836224,2316.3285308112095,-7524330.590663389,15778475.0,0.011286496517665848,0.023667589,0.0
CaseT4e_ConfOnly_FeedbackOffExtended,feedback off,feedback-off equilibration,0.003821,14,407,,,0.0,0.0,50.0,0,0.00038798897974697184,2413.719264354239,2152.420095767044,-1020.280348326,6975.488033499,2413.719264354239,2152.420095767044,-4981475.48002457,10387656.0,0.007472213550859951,0.015601416,0.0
CaseT4e_ConfOnly_FeedbackOffExtended,feedback off,feedback-off equilibration,0.004022,15,407,,,0.0,0.0,50.0,0,0.0003738290338241812,1764.2200364037685,2159.8344122718936,-1954.292482886,6069.666120822,1764.2200364037685,2159.8344122718936,-2619682.518427518,6212704.5,0.003929523804398034,0.0093144951,0.0
CaseT4e_ConfOnly_FeedbackOffExtended,feedback off,feedback-off equilibration,0.004323,16,407,,,0.0,0.0,50.0,0,0.0003468096622393009,1711.4029899317923,2183.9354695033103,-2917.709154156,5870.150768417,1711.4029899317923,2183.9354695033103,996119.4852457002,7137555.0,-0.0014941794973366094,0.010767113,0.0
CaseT4e_ConfOnly_FeedbackOffExtended,feedback off,feedback-off equilibration,0.004524,17,407,,,0.0,0.0,50.0,0,0.0003427818915741032,2090.2883133138535,1038.7647616826446,-827.2802836796,3933.35048113,2090.2883133138535,1038.7647616826446,2922832.7441277644,8904653.0,-0.00438424943017199,0.013363317,0.0
CaseT4e_ConfOnly_FeedbackOffExtended,feedback off,feedback-off equilibration,0.004826,18,407,,,0.0,0.0,50.0,0,0.00031817495035540684,3344.5846454731604,1701.7658722432102,-381.6971750619,6057.382769026,3344.5846454731604,1701.7658722432102,4601780.901965601,9936252.0,-0.006902671776167076,0.014915618,0.0
CaseT4e_ConfOnly_FeedbackOffExtended,feedback off,feedback-off equilibration,0.005027,19,407,,,0.0,0.0,50.0,0,0.00026737009556692634,4315.910328647622,2195.350959636344,38.23248664327,7831.29957035,4315.910328647622,2195.350959636344,4850622.587493857,9051740.0,-0.007275934346658477,0.013594678,0.0
CaseT4e_ConfOnly_FeedbackDelayedAbrupt,abrupt full feedback,delayed feedback,0.0,0,407,0.003,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4e_ConfOnly_FeedbackDelayedAbrupt,abrupt full feedback,delayed feedback,0.000503,1,407,0.003,0.0,1.0,0.0,25.15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4e_ConfOnly_FeedbackDelayedAbrupt,abrupt full feedback,delayed feedback,0.000804,2,407,0.003,0.0,1.0,0.0,40.2,0,0.00029019344208488525,632.9717974725647,483.38686592127505,3.825858904116,1362.021307252,632.9717974725647,483.38686592127505,3532970.3441867325,7526067.0,-0.0052994558119828,0.011291088,0.0
CaseT4e_ConfOnly_FeedbackDelayedAbrupt,abrupt full feedback,delayed feedback,0.001005,3,407,0.003,0.0,1.0,0.0,50.0,0,0.000490818005229075,1789.5462488918743,1331.181634981493,-2.380450610536,3779.237035022,1789.5462488918743,1331.181634981493,6483568.543402948,13487974.0,-0.009725353472923833,0.020239539,0.0
CaseT4e_ConfOnly_FeedbackDelayedAbrupt,abrupt full feedback,delayed feedback,0.001307,4,407,0.003,0.0,1.0,0.0,50.0,0,0.0007024560749745492,4467.690963739806,3245.0377325739405,-109.7960576837,9264.389737151,4467.690963739806,3245.0377325739405,9756472.763243245,19864534.0,-0.014634710097764127,0.029818565,0.0
CaseT4e_ConfOnly_FeedbackDelayedAbrupt,abrupt full feedback,delayed feedback,0.001508,5,407,0.003,0.0,1.0,0.0,50.0,0,0.0007338431615578916,6454.138810756443,3486.977606128352,1105.240599935,11145.75907516,6454.138810756443,3486.977606128352,10122651.574520884,20553828.0,-0.01518397842031941,0.030838251,0.0
CaseT4e_ConfOnly_FeedbackDelayedAbrupt,abrupt full feedback,delayed feedback,0.00181,6,407,0.003,0.0,1.0,0.0,50.0,0,0.000655086324980849,9184.520075011964,5389.603772925367,1267.864049292,16662.34450285,9184.520075011964,5389.603772925367,8232501.041081082,17878728.0,-0.01234875251007371,0.026865335,0.0
CaseT4e_ConfOnly_FeedbackDelayedAbrupt,abrupt full feedback,delayed feedback,0.002011,7,407,0.003,0.0,1.0,0.0,50.0,0,0.0005693880593839538,10483.32480068723,6391.841772737856,1404.162897408,19567.70169066,10483.32480068723,6391.841772737856,5811423.925798526,14575697.0,-0.008717136715552826,0.021935329,0.0
CaseT4e_ConfOnly_FeedbackDelayedAbrupt,abrupt full feedback,delayed feedback,0.002312,8,407,0.003,0.0,1.0,0.0,50.0,0,0.00043502051399402767,11359.831329596798,7358.648741092568,1441.452998997,22245.29930674,11359.831329596798,7358.648741092568,1407923.2445872237,8563701.0,-0.0021118854202285013,0.012949703,0.0
CaseT4e_ConfOnly_FeedbackDelayedAbrupt,abrupt full feedback,delayed feedback,0.002514,9,407,0.003,0.0,1.0,0.0,50.0,0,0.0004884326788301348,11059.083688945526,5387.946209004425,3003.924813765,18994.95452864,11059.083688945526,5387.946209004425,-1484462.79392629,7059689.0,0.0022266941324324326,0.010580467,0.0
CaseT4e_ConfOnly_FeedbackDelayedAbrupt,abrupt full feedback,delayed feedback,0.002815,10,407,0.003,0.0,1.0,0.0,50.0,0,0.0005307189704852089,9872.760379884505,5203.864400614355,2400.119853631,18656.21354452,9872.760379884505,5203.864400614355,-5018202.7334078625,12614361.0,0.007527304338610565,0.018936519,0.0
CaseT4e_ConfOnly_FeedbackDelayedAbrupt,abrupt full feedback,delayed feedback,0.003016,11,407,0.003,0.0,1.0,1.0,50.0,0,0.0005356613500000002,8624.105610993516,4989.396617801909,1805.699312131,17771.8726751,8624.105610993516,4989.396617801909,-6542685.97019656,14910718.0,0.009814029336683048,0.022396978,0.0
CaseT4e_ConfOnly_FeedbackDelayedAbrupt,abrupt full feedback,delayed feedback,0.003318,12,407,0.003,0.0,1.0,1.0,50.0,0,0.11941140439340968,53481.87968692146,57965.04630862341,-72604.77866992,231200.1965685,53481.87968692146,57965.04630862341,240693216.54176903,1580817300.0,-0.3610398557282556,2.3717699,0.0
CaseT4e_ConfOnly_FeedbackDelayedAbrupt,abrupt full feedback,delayed feedback,0.003518,13,407,0.003,0.0,1.0,1.0,50.0,0,0.5485386870508013,217813.0325258092,300957.31967192935,-537405.7162992,1164894.228394,217813.0325258092,300957.31967192935,803847297.1351352,9615222800.0,-1.20577114982801,14.423573,0.0
CaseT4e_ConfOnly_FeedbackDelayedAbrupt,abrupt full feedback,delayed feedback,0.003773,14,407,0.003,0.0,1.0,1.0,50.0,0,23.41026258358841,1175272.2275807105,12444869.633834055,-29792595.28732,36932005.42454,1175272.2275807105,12444869.633834055,8164119928.501228,358089460000.0,-12.246816804127764,537.34363,0.0
CaseT4e_ConfOnly_FeedbackDelayedAbrupt,abrupt full feedback,delayed feedback,0.004001,15,407,0.003,0.0,1.0,1.0,50.0,0,211.9979044976792,-119115945.21416067,27252560.656732827,-189175962.7525,-71789739.61421,-119115945.21416067,27252560.656732827,-1009261260579.8525,3137561400000.0,1513.871290137592,4706.6807,0.0
CaseT4e_ConfOnly_FeedbackDelayedAbrupt,abrupt full feedback,delayed feedback,0.004252,16,375,0.003,0.0,1.0,1.0,50.0,0,291.07512052901495,-441004515.9000355,70842320.40099047,-543488540.1379,-200960557.5682,-441004515.9000355,70842320.40099047,-969051124370.6666,4617205700000.0,1453.5375918426666,6926.2524,0.0
CaseT4e_ConfOnly_FeedbackDelayedAbrupt,abrupt full feedback,delayed feedback,0.004503,17,203,0.003,0.0,1.0,1.0,50.0,0,748.8049636809683,-780977689.9789044,176651702.41172418,-1173746986.004,-479444603.3633,-780977689.9789044,176651702.41172418,-1612499132364.532,15533404000000.0,2418.741130985222,23300.039,0.0
CaseT4e_ConfOnly_FeedbackDelayedAbrupt,abrupt full feedback,delayed feedback,0.004755,18,32,0.003,0.0,1.0,1.0,50.0,0,356.65817020223494,-540667789.2696719,22180062.94519643,-562915076.3889,-518475563.874,-540667789.2696719,22180062.94519643,313420743750.0,2321968000000.0,-470.131134375,3482.9524,0.0
CaseT4e_ConfOnly_FeedbackDelayedAbrupt,abrupt full feedback,delayed feedback,0.005001,19,16,0.003,0.0,1.0,1.0,50.0,0,204.7972161930547,-548289826.5359,10290.714638560046,-548312700.3651,-548278272.069,-548289826.5359,10290.714638560046,1079648468750.0,1080630600000.0,-1619.4727937500002,1620.9459,0.0
CaseT4e_ConfOnly_FeedbackDelayedShortRamp,short full ramp,ramped feedback,0.0,0,407,0.003,0.0035,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4e_ConfOnly_FeedbackDelayedShortRamp,short full ramp,ramped feedback,0.000503,1,407,0.003,0.0035,1.0,0.0,25.15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4e_ConfOnly_FeedbackDelayedShortRamp,short full ramp,ramped feedback,0.000804,2,407,0.003,0.0035,1.0,0.0,40.2,0,0.00029019344208488525,632.9717974725647,483.38686592127505,3.825858904116,1362.021307252,632.9717974725647,483.38686592127505,3532970.3441867325,7526067.0,-0.0052994558119828,0.011291088,0.0
CaseT4e_ConfOnly_FeedbackDelayedShortRamp,short full ramp,ramped feedback,0.001005,3,407,0.003,0.0035,1.0,0.0,50.0,0,0.000490818005229075,1789.5462488918743,1331.181634981493,-2.380450610536,3779.237035022,1789.5462488918743,1331.181634981493,6483568.543402948,13487974.0,-0.009725353472923833,0.020239539,0.0
CaseT4e_ConfOnly_FeedbackDelayedShortRamp,short full ramp,ramped feedback,0.001307,4,407,0.003,0.0035,1.0,0.0,50.0,0,0.0007024560749745492,4467.690963739806,3245.0377325739405,-109.7960576837,9264.389737151,4467.690963739806,3245.0377325739405,9756472.763243245,19864534.0,-0.014634710097764127,0.029818565,0.0
CaseT4e_ConfOnly_FeedbackDelayedShortRamp,short full ramp,ramped feedback,0.001508,5,407,0.003,0.0035,1.0,0.0,50.0,0,0.0007338431615578916,6454.138810756443,3486.977606128352,1105.240599935,11145.75907516,6454.138810756443,3486.977606128352,10122651.574520884,20553828.0,-0.01518397842031941,0.030838251,0.0
CaseT4e_ConfOnly_FeedbackDelayedShortRamp,short full ramp,ramped feedback,0.00181,6,407,0.003,0.0035,1.0,0.0,50.0,0,0.000655086324980849,9184.520075011964,5389.603772925367,1267.864049292,16662.34450285,9184.520075011964,5389.603772925367,8232501.041081082,17878728.0,-0.01234875251007371,0.026865335,0.0
CaseT4e_ConfOnly_FeedbackDelayedShortRamp,short full ramp,ramped feedback,0.002011,7,407,0.003,0.0035,1.0,0.0,50.0,0,0.0005693880593839538,10483.32480068723,6391.841772737856,1404.162897408,19567.70169066,10483.32480068723,6391.841772737856,5811423.925798526,14575697.0,-0.008717136715552826,0.021935329,0.0
CaseT4e_ConfOnly_FeedbackDelayedShortRamp,short full ramp,ramped feedback,0.002312,8,407,0.003,0.0035,1.0,0.0,50.0,0,0.00043502051399402767,11359.831329596798,7358.648741092568,1441.452998997,22245.29930674,11359.831329596798,7358.648741092568,1407923.2445872237,8563701.0,-0.0021118854202285013,0.012949703,0.0
CaseT4e_ConfOnly_FeedbackDelayedShortRamp,short full ramp,ramped feedback,0.002514,9,407,0.003,0.0035,1.0,0.0,50.0,0,0.0004884326788301348,11059.083688945526,5387.946209004425,3003.924813765,18994.95452864,11059.083688945526,5387.946209004425,-1484462.79392629,7059689.0,0.0022266941324324326,0.010580467,0.0
CaseT4e_ConfOnly_FeedbackDelayedShortRamp,short full ramp,ramped feedback,0.002815,10,407,0.003,0.0035,1.0,0.0,50.0,0,0.0005307189704852089,9872.760379884505,5203.864400614355,2400.119853631,18656.21354452,9872.760379884505,5203.864400614355,-5018202.7334078625,12614361.0,0.007527304338610565,0.018936519,0.0
CaseT4e_ConfOnly_FeedbackDelayedShortRamp,short full ramp,ramped feedback,0.003016,11,407,0.003,0.0035,1.0,0.03199999999999991,50.0,0,0.0005356613500000002,8624.105610993516,4989.396617801909,1805.699312131,17771.8726751,8624.105610993516,4989.396617801909,-6542685.97019656,14910718.0,0.009814029336683048,0.022396978,0.0
CaseT4e_ConfOnly_FeedbackDelayedShortRamp,short full ramp,ramped feedback,0.003318,12,407,0.003,0.0035,1.0,0.6360000000000002,50.0,0,0.011543810072701598,16728.0088334605,7965.559052317438,3896.480493929,33623.92085864,16728.0088334605,7965.559052317438,66924842.83169533,151667900.0,-0.10038727139852581,0.22758563,0.0
CaseT4e_ConfOnly_FeedbackDelayedShortRamp,short full ramp,ramped feedback,0.003519,13,407,0.003,0.0035,1.0,1.0,50.0,0,0.045962332493796394,40369.44164755662,19784.88842624255,-2603.734976413,95630.68813474,40369.44164755662,19784.88842624255,122673117.20884521,624271040.0,-0.1840096875970516,0.9364658,0.0
CaseT4e_ConfOnly_FeedbackDelayedShortRamp,short full ramp,ramped feedback,0.00382,14,407,0.003,0.0035,1.0,1.0,50.0,0,2.0802918614565846,274354.65912859724,1128513.7848591995,-2365268.045055,3906329.237768,274354.65912859724,1128513.7848591995,1704803870.3685503,29391012000.0,-2.557208003439804,44.097679,0.0
CaseT4e_ConfOnly_FeedbackDelayedShortRamp,short full ramp,ramped feedback,0.00401,15,407,0.003,0.0035,1.0,1.0,50.0,0,41.903010347262715,87877.87586447457,20874134.056393184,-50626363.35712,57747222.13902,87877.87586447457,20874134.056393184,-45623497895.110565,866271430000.0,68.42965137002457,1299.792,0.0
CaseT4e_ConfOnly_FeedbackDelayedShortRamp,short full ramp,ramped feedback,0.004253,16,407,0.003,0.0035,1.0,1.0,50.0,0,203.03344553531102,-161082582.76125723,23885998.160883788,-218693899.0677,-109783164.0047,-161082582.76125723,23885998.160883788,-1068627464911.5479,3299760400000.0,1602.9127743243243,4949.9614,0.0
CaseT4e_ConfOnly_FeedbackDelayedShortRamp,short full ramp,ramped feedback,0.004504,17,375,0.003,0.0035,1.0,1.0,50.0,0,328.11175482181386,-480611179.43358505,90839546.22229207,-645738291.8758,-213646518.5346,-480611179.43358505,90839546.22229207,-1355384075220.2666,4840404000000.0,2033.0382041706666,7261.083,0.0
CaseT4e_ConfOnly_FeedbackDelayedShortRamp,short full ramp,ramped feedback,0.00475,18,165,0.003,0.0035,1.0,1.0,50.0,0,567.8173717953285,-847428363.0494747,199458848.6963193,-1139234621.21,-570523859.0854,-847428363.0494747,199458848.6963193,-1714467409809.5757,11610903000000.0,2571.5865340630303,17416.598,0.0
CaseT4e_ConfOnly_FeedbackDelayedShortRamp,short full ramp,ramped feedback,0.005002,19,42,0.003,0.0035,1.0,1.0,50.0,0,395.1772738019919,-805379371.6287786,87421286.66600107,-1034906989.185,-684124636.4469,-805379371.6287786,87421286.66600107,-256260999976.1905,649753660000.0,384.3875155238095,974.63055,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,ramped feedback,0.0,0,407,0.003,0.0045,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,ramped feedback,0.000503,1,407,0.003,0.0045,1.0,0.0,25.15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,ramped feedback,0.000804,2,407,0.003,0.0045,1.0,0.0,40.2,0,0.00029019344208488525,632.9717974725647,483.38686592127505,3.825858904116,1362.021307252,632.9717974725647,483.38686592127505,3532970.3441867325,7526067.0,-0.0052994558119828,0.011291088,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,ramped feedback,0.001005,3,407,0.003,0.0045,1.0,0.0,50.0,0,0.000490818005229075,1789.5462488918743,1331.181634981493,-2.380450610536,3779.237035022,1789.5462488918743,1331.181634981493,6483568.543402948,13487974.0,-0.009725353472923833,0.020239539,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,ramped feedback,0.001307,4,407,0.003,0.0045,1.0,0.0,50.0,0,0.0007024560749745492,4467.690963739806,3245.0377325739405,-109.7960576837,9264.389737151,4467.690963739806,3245.0377325739405,9756472.763243245,19864534.0,-0.014634710097764127,0.029818565,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,ramped feedback,0.001508,5,407,0.003,0.0045,1.0,0.0,50.0,0,0.0007338431615578916,6454.138810756443,3486.977606128352,1105.240599935,11145.75907516,6454.138810756443,3486.977606128352,10122651.574520884,20553828.0,-0.01518397842031941,0.030838251,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,ramped feedback,0.00181,6,407,0.003,0.0045,1.0,0.0,50.0,0,0.000655086324980849,9184.520075011964,5389.603772925367,1267.864049292,16662.34450285,9184.520075011964,5389.603772925367,8232501.041081082,17878728.0,-0.01234875251007371,0.026865335,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,ramped feedback,0.002011,7,407,0.003,0.0045,1.0,0.0,50.0,0,0.0005693880593839538,10483.32480068723,6391.841772737856,1404.162897408,19567.70169066,10483.32480068723,6391.841772737856,5811423.925798526,14575697.0,-0.008717136715552826,0.021935329,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,ramped feedback,0.002312,8,407,0.003,0.0045,1.0,0.0,50.0,0,0.00043502051399402767,11359.831329596798,7358.648741092568,1441.452998997,22245.29930674,11359.831329596798,7358.648741092568,1407923.2445872237,8563701.0,-0.0021118854202285013,0.012949703,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,ramped feedback,0.002514,9,407,0.003,0.0045,1.0,0.0,50.0,0,0.0004884326788301348,11059.083688945526,5387.946209004425,3003.924813765,18994.95452864,11059.083688945526,5387.946209004425,-1484462.79392629,7059689.0,0.0022266941324324326,0.010580467,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,ramped feedback,0.002815,10,407,0.003,0.0045,1.0,0.0,50.0,0,0.0005307189704852089,9872.760379884505,5203.864400614355,2400.119853631,18656.21354452,9872.760379884505,5203.864400614355,-5018202.7334078625,12614361.0,0.007527304338610565,0.018936519,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,ramped feedback,0.003016,11,407,0.003,0.0045,1.0,0.01066666666666664,50.0,0,0.0005356613500000002,8624.105610993516,4989.396617801909,1805.699312131,17771.8726751,8624.105610993516,4989.396617801909,-6542685.97019656,14910718.0,0.009814029336683048,0.022396978,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,ramped feedback,0.003318,12,407,0.003,0.0045,1.0,0.21200000000000016,50.0,0,0.0037517520135005914,10223.199343084583,5445.847001842251,2653.51977961,20476.87987443,10223.199343084583,5445.847001842251,20663457.52211302,44488864.0,-0.030995188519901715,0.066799052,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,ramped feedback,0.003519,13,407,0.003,0.0045,1.0,0.34600000000000003,50.0,0,0.009390448783737373,20055.49633769054,6507.652250284474,9337.752848402,33158.05470013,20055.49633769054,6507.652250284474,53216771.7041769,135027950.0,-0.07982516258157248,0.20256005,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,ramped feedback,0.003821,14,407,0.003,0.0045,1.0,0.5473333333333336,50.0,0,0.08763334889356951,36186.18739880151,52533.09964644412,-83690.19022803,208722.5098482,36186.18739880151,52533.09964644412,100364220.25970516,1189781400.0,-0.15054635183144963,1.7854589,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,ramped feedback,0.004021,15,407,0.003,0.0045,1.0,0.680666666666667,50.0,0,0.8107944577468805,145433.27077184245,511653.5704641024,-1034871.751767,1794702.931612,145433.27077184245,511653.5704641024,751158653.8771498,12102138000.0,-1.1267387044471744,18.159786,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,ramped feedback,0.004268,16,407,0.003,0.0045,1.0,0.8453333333333336,50.0,0,22.26143437236918,418163.7097284694,13183859.25496338,-30413033.58556,38055972.96692,418163.7097284694,13183859.25496338,-3399115394.299754,356346990000.0,5.0977372438574955,534.78516,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,ramped feedback,0.004503,17,407,0.003,0.0045,1.0,1.0,50.0,0,182.82550386151675,-98552869.1484943,30016871.723805428,-175189466.1807,-49848481.4781,-98552869.1484943,30016871.723805428,-835506502250.6143,2187543700000.0,1253.2380943464373,3281.7788,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,ramped feedback,0.004754,18,375,0.003,0.0045,1.0,1.0,50.0,0,256.1819518408299,-380847273.1878509,58398212.484421656,-490510773.3947,-192290575.6344,-380847273.1878509,58398212.484421656,-919727085592.0,2558006700000.0,1379.5544990373335,3837.2673,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRamp,long full ramp,ramped feedback,0.005,19,243,0.003,0.0045,1.0,1.0,50.0,0,572.1522527225565,-656776598.6752728,102074515.72197464,-838732246.4661,-455763415.7007,-656776598.6752728,102074515.72197464,-2311358254609.0537,13000944000000.0,3466.969886880658,19500.727,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,scaled feedback diagnostic,0.0,0,407,0.003,0.0045,0.25,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,scaled feedback diagnostic,0.000503,1,407,0.003,0.0045,0.25,0.0,25.15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,scaled feedback diagnostic,0.000804,2,407,0.003,0.0045,0.25,0.0,40.2,0,0.00029019344208488525,632.9717974725647,483.38686592127505,3.825858904116,1362.021307252,632.9717974725647,483.38686592127505,3532970.3441867325,7526067.0,-0.0052994558119828,0.011291088,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,scaled feedback diagnostic,0.001005,3,407,0.003,0.0045,0.25,0.0,50.0,0,0.000490818005229075,1789.5462488918743,1331.181634981493,-2.380450610536,3779.237035022,1789.5462488918743,1331.181634981493,6483568.543402948,13487974.0,-0.009725353472923833,0.020239539,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,scaled feedback diagnostic,0.001307,4,407,0.003,0.0045,0.25,0.0,50.0,0,0.0007024560749745492,4467.690963739806,3245.0377325739405,-109.7960576837,9264.389737151,4467.690963739806,3245.0377325739405,9756472.763243245,19864534.0,-0.014634710097764127,0.029818565,0.0
