nu,eta,root_index,xi,residual,scaled_residual
0.3,1.7499999999999998,160,5.0265255091567178e+02,-6.5466565501992591e-10,1.3024218296064249e-12
0.3,1.7499999999999998,161,5.0579415769157015e+02,9.7085717243317049e-09,1.9194709105488665e-11
0.3,1.7499999999999998,162,5.0893576429311531e+02,1.0100791314471280e-08,1.9846888395238391e-11
0.3,1.7499999999999998,163,5.1207737072351642e+02,-2.3977577257028315e-08,4.6824129766074782e-11
0.3,1.7499999999999998,164,5.1521897698590396e+02,-2.5521444513287861e-08,4.9535140694140447e-11
0.3,1.7499999999999998,165,5.1836058308333281e+02,5.6268163461936638e-09,1.0855023568078680e-11
0.3,1.7499999999999998,166,5.2150218901878452e+02,1.5392060959129594e-09,2.9514853979893345e-12
0.3,1.7499999999999998,167,5.2464379479516879e+02,-3.0161118047544733e-09,5.7488753982728838e-12
0.3,1.7499999999999998,168,5.2778540041532619e+02,-1.1256588550168090e-08,2.1327965004924400e-11
0.3,1.7499999999999998,169,5.3092700588203002e+02,-9.7705878943088464e-09,1.8402883609352194e-11
0.3,1.7499999999999998,170,5.3406861119798828e+02,1.5304976841434836e-08,2.8657323272875181e-11
0.3,1.7499999999999998,171,5.3721021636584601e+02,-1.4027818906470202e-08,2.6112345743099391e-11
0.3,1.7499999999999998,172,5.4035182138818595e+02,2.3182565200841054e-08,4.2902724266366863e-11
0.3,1.7499999999999998,173,5.4349342626753219e+02,-2.2201447791303508e-08,4.0849524057306526e-11
0.3,1.7499999999999998,174,5.4663503100634966e+02,-1.7641468730289489e-08,3.2272847017893678e-11
0.3,1.7499999999999998,175,5.4977663560704764e+02,3.9884753277874552e-09,7.2547195887190794e-12
0.3,1.7499999999999998,176,5.5291824007198056e+02,1.9653043636935763e-08,3.5544212890641336e-11
0.3,1.7499999999999998,177,5.5605984440344969e+02,4.6561581257265061e-09,8.3734838480968212e-12
0.3,1.7499999999999998,178,5.5920144860370419e+02,3.0487285584968049e-08,5.4519325118758199e-11
0.3,1.7499999999999998,179,5.6234305267494369e+02,-2.2063773030822631e-08,3.9235432759185085e-11
0.3,1.7499999999999998,180,5.6548465661931800e+02,-1.9395884010009468e-08,3.4299576094540613e-11
0.3,1.7499999999999998,181,5.6862626043893010e+02,-1.5084197002579458e-08,2.6527436476352268e-11
0.3,1.7499999999999998,182,5.7176786413583659e+02,-1.7114302863774356e-08,2.9932257367490766e-11
0.3,1.7499999999999998,183,5.7490946771204904e+02,-1.4612396626034752e-08,2.5416865518300287e-11
0.3,1.7499999999999998,184,5.7805107116953536e+02,-1.8499576981412247e-08,3.2003360782609026e-11
0.3,1.7499999999999998,185,5.8119267451022074e+02,1.7837010091170669e-08,3.0690356009140590e-11
0.3,1.7499999999999998,186,5.8433427773598942e+02,-2.5238477974198759e-11,4.3191849144954427e-14
0.3,1.7499999999999998,187,5.8747588084868471e+02,1.9116328076052014e-08,3.2539766650188207e-11
0.3,1.7499999999999998,188,5.9061748385011128e+02,-4.6492232286254875e-09,7.8718008791717070e-12
0.3,1.7499999999999998,189,5.9375908674203515e+02,-1.1492716112115886e-08,1.9355857230205248e-11
0.3,1.7499999999999998,190,5.9690068952618526e+02,2.2829908630228601e-08,3.8247415407540583e-11
0.3,1.7499999999999998,191,6.0004229220425464e+02,3.3511469155200757e-08,5.5848511994421010e-11
0.3,1.7499999999999998,192,6.0318389477790083e+02,1.7422280507162213e-08,2.8883862214315373e-11
0.3,1.7499999999999998,193,6.0632549724874707e+02,-3.5348307392268907e-08,5.8299226327549849e-11
0.3,1.7499999999999998,194,6.0946709961838269e+02,-1.8558239389676601e-09,3.0449944552046904e-12
0.3,1.7499999999999998,195,6.1260870188836520e+02,-9.5855057224980555e-09,1.5647028344440346e-11
0.3,1.7499999999999998,196,6.1575030406021983e+02,-2.2667563825962134e-08,3.6812915359511160e-11
0.3,1.7499999999999998,197,6.1889190613544088e+02,-2.0212269191688392e-08,3.2658803567007799e-11
0.3,1.7499999999999998,198,6.2203350811549240e+02,3.6732785702042747e-08,5.9052744298548999e-11
0.3,1.7499999999999998,199,6.2517511000180957e+02,-1.0704752639867365e-09,1.7122806824213427e-12
0.3,1.7499999999999998,200,6.2831671179579803e+02,9.2087475422886200e-09,1.4656219338546710e-11
0.45,5.500000000000002,1,3.0166875786343734e+00,2.5313084961453569e-14,8.3910197200176615e-15
0.45,5.500000000000002,2,6.2242777233438247e+00,7.1054273576010019e-14,1.1415665677886433e-14
0.45,5.500000000000002,3,9.3858941267823575e+00,1.0658141036401503e-13,1.1355488238449981e-14
0.45,5.500000000000002,4,1.2537307201336187e+01,-6.4481753270229092e-13,5.1431900195726898e-14
0.45,5.500000000000002,5,1.5684749046338215e+01,5.3290705182007514e-14,3.3976128674145832e-15
0.45,5.500000000000002,6,1.8830227193477125e+01,-6.9988459472369868e-13,3.7168143938600053e-14
0.45,5.500000000000002,7,2.1974589578919360e+01,2.8812507935072063e-12,1.3111738825242347e-13
0.45,5.500000000000002,8,2.5118256918611923e+01,-5.2828852403763449e-12,2.1032053527814167e-13
0.45,5.500000000000002,9,2.8261461869386647e+01,-3.4496849821152864e-12,1.2206321803374406e-13
0.45,5.500000000000002,10,3.1404343608821844e+01,-6.6791017161449417e-13,2.1268082528140166e-14
0.45,5.500000000000002,11,3.4546990522750889e+01,4.5332626541494392e-12,1.3122018982126585e-13
0.45,5.500000000000002,12,3.7689461448238717e+01,1.3429257705865894e-11,3.5631333507655299e-13
0.45,5.500000000000002,13,4.0831797074036288e+01,3.1121771826292388e-12,7.6219451644168297e-14
0.45,5.500000000000002,14,4.3974026439227629e+01,4.9595882956054993e-12,1.1278449342043129e-13
0.45,5.500000000000002,15,4.7116170825221189e+01,3.5456082514428999e-11,7.5252470422368770e-13
0.45,5.500000000000002,16,5.0258246184762413e+01,3.8525627132912632e-11,7.6655335308066366e-13
0.45,5.500000000000002,17,5.3400264711866186e+01,-2.7164048788108630e-11,5.0868753057084475e-13
0.45,5.500000000000002,18,5.6542235887482434e+01,-5.7148952237184858e-11,1.0107303211516039e-12
0.45,5.500000000000002,19,5.9684167194416958e+01,-4.6370018935704138e-11,7.7692327991537656e-13
0.45,5.500000000000002,20,6.2826064617466045e+01,5.5990767577895895e-11,8.9120284580550041e-13
0.45,5.500000000000002,21,6.5967933000470083e+01,3.8525627132912632e-11,5.8400537019426695e-13
0.45,5.500000000000002,22,6.9109776305874703e+01,-9.8680175142362714e-11,1.4278757712311444e-12
0.45,5.500000000000002,23,7.2251597806508329e+01,-1.1822010037576547e-10,1.6362281799270653e-12
0.45,5.500000000000002,24,7.5393400229368837e+01,1.8201262719230726e-10,2.4141718855779427e-12
0.45,5.500000000000002,25,7.8535185864870812e+01,-9.4885876933403779e-11,1.2081957391259796e-12
0.45,5.500000000000002,26,8.1676956650861086e+01,-1.0440714959258912e-10,1.2782938281955245e-12
0.45,5.500000000000002,27,8.4818714237950417e+01,6.9675820668635424e-11,8.2146754162188363e-13
0.45,5.500000000000002,28,8.7960460040835585e+01,-2.1476864731084788e-10,2.4416498869053401e-12
0.45,5.500000000000002,29,9.1102195278996192e+01,2.3896973289083689e-10,2.6230952191478645e-12
0.45,5.500000000000002,30,9.4243921009247487e+01,1.2289547157706693e-10,1.3040148400112492e-12
0.45,5.500000000000002,31,9.7385638151988758e+01,-1.8141577129426878e-10,1.8628596037039368e-12
0.45,5.500000000000002,32,1.0052734751252780e+02,-5.3020698942418676e-11,5.2742562351812967e-13
0.45,5.500000000000002,33,1.0366904979852626e+02,3.7579184208880179e-10,3.6249183610514946e-12
0.45,5.500000000000002,34,1.0681074563436499e+02,-3.8536995816684794e-10,3.6079699273521418e-12
0.45,5.500000000000002,35,1.0995243557304548e+02,1.4246381851990009e-10,1.2956858825111838e-12
0.45,5.500000000000002,36,1.1309412010610731e+02,2.8370550353429280e-10,2.5085787242290098e-12
0.45,5.500000000000002,37,1.1623579967193641e+02,-3.0549074381269747e-10,2.6281984093963621e-12
0.45,5.500000000000002,38,1.1937747466276105e+02,-2.8933300200151280e-10,2.4236817106315297e-12
0.45,5.500000000000002,39,1.2251914543057137e+02,-5.6239457535411930e-10,4.5902587173431982e-12
0.45,5.500000000000002,40,1.2566081229215044e+02,-4.1377745674253674e-10,3.2928122076796721e-12
0.45,5.500000000000002,41,1.2880247553336898e+02,-4.7776893552509136e-10,3.7093148524254515e-12
0.45,5.500000000000002,42,1.3194413541286627e+02,3.0260594030551147e-10,2.2934398664854142e-12
0.45,5.500000000000002,43,1.3508579216521747e+02,6.5898575485334732e-10,4.8782758296605772e-12
0.45,5.500000000000002,44,1.3822744600366866e+02,8.7601392806391232e-10,6.3374818343609603e-12
0.45,5.500000000000002,45,1.4136909712250736e+02,4.2078340811713133e-10,2.9764879077584913e-12
0.45,5.500000000000002,46,1.4451074569912356e+02,1.2326495379966218e-09,8.5298123127295116e-12
0.45,5.500000000000002,47,1.4765239189580785e+02,1.5871819414314814e-09,1.0749449575692809e-11
0.45,5.500000000000002,48,1.5079403586132446e+02,2.0125412447669078e-10,1.3346292068308497e-12
0.45,5.500000000000002,49,1.5393567773229171e+02,-5.1673509915417526e-10,3.3568247904999976e-12
0.45,5.500000000000002,50,1.5707731763439693e+02,-1.6325429896824062e-09,1.0393244640720237e-11
0.45,5.500000000000002,51,1.6021895568346821e+02,4.1606540435168426e-10,2.5968550511126224e-12
0.45,5.500000000000002,52,1.6336059198642272e+02,-1.5939747299853479e-09,9.7574005493186931e-12
0.45,5.500000000000002,53,1.6650222664210719e+02,-1.6171952665899880e-11,9.7127545931629676e-14
0.45,5.500000000000002,54,1.6964385974204561e+02,2.0581296666932758e-09,1.2132061070750364e-11
0.45,5.500000000000002,55,1.7278549137110491e+02,-1.5309353784687119e-09,8.8603236667632142e-12
0.45,5.500000000000002,56,1.7592712160808924e+02,-1.4985630514274817e-09,8.5180899779956201e-12
0.45,5.500000000000002,57,1.7906875052627214e+02,-6.8274630393716507e-10,3.8127607521168005e-12
0.45,5.500000000000002,58,1.8221037819387328e+02,-1.7609806945984019e-09,9.6645466194285837e-12
0.45,5.500000000000002,59,1.8535200467448669e+02,1.3779697383142775e-09,7.4343395461193401e-12
0.45,5.500000000000002,60,1.8849363002746651e+02,2.5518716029182542e-09,1.3538237883751605e-11
0.45,5.500000000000002,61,1.9163525430827434e+02,2.6887789772445103e-09,1.4030711556243594e-11
0.45,5.500000000000002,62,1.9477687756879334e+02,-1.1692407042573905e-09,6.0029748851704726e-12
0.45,5.500000000000002,63,1.9791849985761206e+02,1.0506937542231753e-09,5.3087192706770471e-12
0.45,5.500000000000002,64,2.0106012122028221e+02,-1.0961684893118218e-09,5.4519438397774343e-12
0.45,5.500000000000002,65,2.0420174169955192e+02,-8.8289198174607009e-10,4.3236261081704939e-12
0.45,5.500000000000002,66,2.0734336133557838e+02,-1.1969234492426040e-09,5.7726634773004516e-12
0.45,5.500000000000002,67,2.1048498016612115e+02,-2.6982718281942653e-09,1.2819308180872132e-11
0.45,5.500000000000002,68,2.1362659822671839e+02,1.7816148556448752e-09,8.3398550106537687e-12
0.45,5.500000000000002,69,2.1676821555084808e+02,-1.0618634860293241e-09,4.8986124802980588e-12
0.45,5.500000000000002,70,2.1990983217007488e+02,-1.0620055945764761e-09,4.8292774547485320e-12
0.45,5.500000000000002,71,2.2305144811418506e+02,3.1279228096536826e-09,1.4023324376753495e-11
0.45,5.500000000000002,72,2.2619306341131011e+02,1.3708074675378157e-09,6.0603426420589566e-12
0.45,5.500000000000002,73,2.2933467808803982e+02,-2.9937154977233149e-09,1.3053915450911661e-11
0.45,5.500000000000002,74,2.3247629216952663e+02,-3.6432936667551985e-09,1.5671678315044837e-11
0.45,5.500000000000002,75,2.3561790567958144e+02,-3.8011194192222320e-10,1.6132557533175780e-12
0.45,5.500000000000002,76,2.3875951864076194e+02,-1.8165451365348417e-09,7.6082626857194300e-12
0.45,5.500000000000002,77,2.4190113107445382e+02,-1.0093685887113679e-09,4.1726493143213055e-12
0.45,5.500000000000002,78,2.4504274300094602e+02,4.5539536586147733e-09,1.8584323709241860e-11
0.45,5.500000000000002,79,2.4818435443950028e+02,-4.4600199089472881e-09,1.7970592542063339e-11
0.45,5.500000000000002,80,2.5132596540841490e+02,3.5622349514596863e-09,1.4173764121906065e-11
0.45,5.500000000000002,81,2.5446757592508487e+02,-3.9723602185404161e-09,1.5610476910857504e-11
0.45,5.500000000000002,82,2.5760918600605623e+02,7.1923977884580381e-09,2.7919803248352095e-11
0.45,5.500000000000002,83,2.6075079566707802e+02,-9.0632283900049515e-09,3.4758200322336581e-11
0.45,5.500000000000002,84,2.6389240492314877e+02,-3.1040485737321433e-09,1.1762553661353421e-11
0.45,5.500000000000002,85,2.6703401378856154e+02,5.6740532272669952e-09,2.1248428792442770e-11
0.45,5.500000000000002,86,2.7017562227694452e+02,8.1854523159563541e-11,3.0296783429125764e-13
0.45,5.500000000000002,87,2.7331723040129918e+02,-8.7338776211254299e-09,3.1955093384715909e-11
0.45,5.500000000000002,88,2.7645883817403592e+02,2.6050201995531097e-09,9.4228139593376112e-12
0.45,5.500000000000002,89,2.7960044560700760e+02,-6.4170535551966168e-10,2.2950798741630425e-12
0.45,5.500000000000002,90,2.8274205271154005e+02,-3.2185312193178106e-09,1.1383277402323418e-11
0.45,5.500000000000002,91,2.8588365949846127e+02,5.2051518650841899e-09,1.8207238126589863e-11
0.45,5.500000000000002,92,2.8902526597812857e+02,3.6392293623066507e-09,1.2591388333974302e-11
0.45,5.500000000000002,93,2.9216687216045364e+02,7.2093371272785589e-09,2.4675409206357272e-11
0.45,5.500000000000002,94,2.9530847805492647e+02,1.5527916730206925e-09,5.2582021459055884e-12
0.45,5.500000000000002,95,2.9845008367063735e+02,3.0287878871604335e-09,1.0148390142427291e-11
0.45,5.500000000000002,96,3.0159168901629789e+02,7.2905663728306536e-09,2.4173631562706738e-11
0.45,5.500000000000002,97,3.0473329410026042e+02,8.7484863797726575e-09,2.8708666066016263e-11
0.45,5.500000000000002,98,3.0787489893053635e+02,7.3804358180495910e-09,2.3972190794085691e-11
0.45,5.500000000000002,99,3.1101650351481339e+02,-6.9628072196792345e-09,2.2387259650186387e-11
0.45,5.500000000000002,100,3.1415810786047166e+02,-1.3226781447883695e-08,4.2102308095636228e-11
0.45,5.500000000000002,101,3.1729971197459895e+02,9.8804662229667883e-09,3.1139222160561203e-11
0.45,5.500000000000002,102,3.2044131586400545e+02,-1.1339352568029426e-08,3.5386674584877251e-11
0.45,5.500000000000002,103,3.2358291953523633e+02,-3.1742501960252412e-09,9.8096963850392096e-12
0.45,5.500000000000002,104,3.2672452299458541e+02,-1.7998900148086250e-09,5.5088917058070152e-12
0.45,5.500000000000002,105,3.2986612624810664e+02,-1.2770669854944572e-08,3.8714705266036307e-11
0.45,5.500000000000002,106,3.3300772930162532e+02,8.9528953139961231e-09,2.6884947483144584e-11
0.45,5.500000000000002,107,3.3614933216074940e+02,-1.6100898392323870e-08,4.7898052597124563e-11
0.45,5.500000000000002,108,3.3929093483087854e+02,8.8863316705101170e-09,2.6190890348151559e-11
0.45,5.500000000000002,109,3.4243253731721484e+02,1.8133050616597757e-10,5.2953643829092305e-13
0.45,5.500000000000002,110,3.4557413962477085e+02,-1.6161948224180378e-08,4.6768396042971395e-11
0.45,5.500000000000002,111,3.4871574175837850e+02,-9.6985104391933419e-09,2.7812080952494938e-11
0.45,5.500000000000002,112,3.5185734372269724e+02,1.3529358966479776e-08,3.8451262158740663e-11
0.45,5.500000000000002,113,3.5499894552222167e+02,1.4283330074249534e-08,4.0234852113893842e-11
0.45,5.500000000000002,114,3.5814054716128862e+02,-1.7226625459443312e-08,4.8100181886652729e-11
0.45,5.500000000000002,115,3.6128214864408380e+02,-4.9083155317930505e-09,1.3585823573664763e-11
0.45,5.500000000000002,116,3.6442374997464901e+02,-2.0271784251235658e-08,5.5626956949556271e-11
0.45,5.500000000000002,117,3.6756535115688746e+02,1.1167230695718899e-08,3.0381619650033674e-11
0.45,5.500000000000002,118,3.7070695219457048e+02,6.2635763242724352e-10,1.6896301208223175e-12
0.45,5.500000000000002,119,3.7384855309134230e+02,-1.6423427950940095e-08,4.3930698180146127e-11
0.45,5.500000000000002,120,3.7699015385072562e+02,1.7772833871276816e-08,4.7144026677885940e-11
0.45,5.500000000000002,121,3.8013175447612707e+02,1.1325482773827389e-08,2.9793571939545035e-11
0.45,5.500000000000002,122,3.8327335497084130e+02,-1.5105285910976818e-08,3.9411260175197933e-11
0.45,5.500000000000002,123,3.8641495533805573e+02,-1.4984038898546714e-08,3.8777067739104205e-11
0.45,5.500000000000002,124,3.8955655558085516e+02,-8.5681222117273137e-09,2.1994552752299765e-11
0.45,5.500000000000002,125,3.9269815570222556e+02,1.6595208762737457e-08,4.2259451747005244e-11
0.45,5.500000000000002,126,3.9583975570505834e+02,-1.6195599528145976e-08,4.0914534972109717e-11
0.45,5.500000000000002,127,3.9898135559215336e+02,1.0150358775717905e-08,2.5440684466057030e-11
0.45,5.500000000000002,128,4.0212295536622355e+02,-1.8193475170846796e-08,4.5243562766212979e-11
0.45,5.500000000000002,129,4.0526455502989722e+02,-1.0883809409278911e-08,2.6856060502197110e-11
0.45,5.500000000000002,130,4.0840615458572211e+02,1.7475940694566816e-09,4.2790590930783675e-12
0.45,5.500000000000002,131,4.1154775403616804e+02,2.6067766611959087e-08,6.3340806394042475e-11
0.45,5.500000000000002,132,4.1468935338363019e+02,-3.7642280403815676e-09,9.0772237330609026e-12
0.45,5.500000000000002,133,4.1783095263043140e+02,-2.6597717805998400e-08,6.3656647834618181e-11
0.45,5.500000000000002,134,4.2097255177882516e+02,2.4894404759834288e-08,5.9135458245841688e-11
0.45,5.500000000000002,135,4.2411415083099871e+02,-2.3444670205208240e-08,5.5279151047592583e-11
0.45,5.500000000000002,136,4.2725574978907423e+02,-7.7466211223509163e-10,1.8131110292079709e-12
0.45,5.500000000000002,137,4.3039734865511252e+02,-2.2591905235458398e-08,5.2490809495115689e-11
0.45,5.500000000000002,138,4.3353894743111425e+02,1.9711592358362395e-09,4.5466716370170596e-12
0.45,5.500000000000002,139,4.3668054611902278e+02,2.1785581338917837e-08,4.9889058561113549e-11
0.45,5.500000000000002,140,4.3982214472072587e+02,1.9979268017777940e-08,4.5425789166565532e-11
0.45,5.500000000000002,141,4.4296374323805776e+02,-2.5224665023415582e-08,5.6945213707613384e-11
0.45,5.500000000000002,142,4.4610534167280071e+02,2.0159632185823284e-08,4.5190295434073725e-11
0.45,5.500000000000002,143,4.4924694002668764e+02,8.4017415247217286e-09,1.8701833615306301e-11
0.45,5.500000000000002,144,4.5238853830140295e+02,1.6398416846641339e-08,3.6248524128437379e-11
0.45,5.500000000000002,145,4.5553013649858474e+02,1.1368626928742742e-08,2.4956915070084144e-11
0.45,5.500000000000002,146,4.5867173461982622e+02,-2.5495751287962776e-08,5.5586052864354362e-11
0.45,5.500000000000002,147,4.6181333266667707e+02,-2.7953319658990949e-09,6.0529477348733916e-12
0.45,5.500000000000002,148,4.6495493064064533e+02,1.0401208783150651e-08,2.2370359141232259e-11
0.45,5.500000000000002,149,4.6809652854319847e+02,3.8868392948643304e-09,8.3034995088056014e-12
0.45,5.500000000000002,150,4.7123812637576475e+02,2.1428661511890823e-08,4.5473106507153043e-11
0.45,5.500000000000002,151,4.7437972413973478e+02,-1.8654645828064531e-08,3.9324289970221325e-11
0.45,5.500000000000002,152,4.7752132183646222e+02,2.0804009182029404e-08,4.3566660230195623e-11
0.45,5.500000000000002,153,4.8066291946726585e+02,-2.9892987640778301e-08,6.2191166470485516e-11
0.45,5.500000000000002,154,4.8380451703342965e+02,-1.2146301742177457e-09,2.5105804750760892e-12
0.45,5.500000000000002,155,4.8694611453620485e+02,2.4151972866093274e-08,4.9598861442603515e-11
0.45,5.500000000000002,156,4.9008771197681051e+02,2.0728805338876555e-08,4.2296113188368681e-11
0.45,5.500000000000002,157,4.9322930935643456e+02,2.3129643977881642e-08,4.6894301571365548e-11
0.45,5.500000000000002,158,4.9637090667623488e+02,2.5626491151342634e-08,5.1627705825101565e-11
0.45,5.500000000000002,159,4.9951250393734028e+02,4.4042849367542658e-09,8.8171665413763361e-12
0.45,5.500000000000002,160,5.0265410114085125e+02,-4.0013787838688586e-09,7.9605016149019976e-12
0.45,5.500000000000002,161,5.0579569828784099e+02,-2.1328219190763775e-09,4.2167656354060556e-12
0.45,5.500000000000002,162,5.0893729537935621e+02,1.4802026271354407e-10,2.9084184644626675e-13
0.45,5.500000000000002,163,5.1207889241641783e+02,7.9497567639918998e-08,1.5524476561109793e-10
0.45,5.500000000000002,164,5.1522048940002219e+02,6.3220909396477509e-08,1.2270651243381465e-10
0.45,5.500000000000002,165,5.1836208633114120e+02,-1.2529540072137024e-08,2.4171405283165090e-11
0.45,5.500000000000002,166,5.2150368321072324e+02,-2.5878421183733735e-08,4.9622700695820551e-11
0.45,5.500000000000002,167,5.2464528003969417e+02,-7.8223365562735125e-09,1.4909762565064307e-11
0.45,5.500000000000002,168,5.2778687681895781e+02,1.7955699149752036e-08,3.4020738176292999e-11
0.45,5.500000000000002,169,5.3092847354939659e+02,1.2391865311656147e-08,2.3339990090424122e-11
0.45,5.500000000000002,170,5.3407007023187202e+02,5.6992917052411940e-08,1.0671430627368037e-10
0.45,5.500000000000002,171,5.3721166686722586e+02,-5.9417061493149959e-08,1.1060270123998468e-10
0.45,5.500000000000002,172,5.4035326345627959e+02,-2.2436324798036367e-08,4.1521586553444970e-11
0.45,5.500000000000002,173,5.4349485999983631e+02,2.0848801796091720e-08,3.8360623677836121e-11
0.45,5.500000000000002,174,5.4663645649868045e+02,7.0043711275502574e-08,1.2813582122782647e-10
0.45,5.500000000000002,175,5.4977805295357871e+02,-3.7421727938635740e-08,6.8066973095041858e-11
0.45,5.500000000000002,176,5.5291964936527984e+02,-1.6170019989658613e-08,2.9244791730988167e-11
0.45,5.500000000000002,177,5.5606124573451621e+02,-4.1944076656363904e-08,7.5430677786147182e-11
0.45,5.500000000000002,178,5.5920284206200336e+02,2.1696791918657254e-08,3.8799502230372658e-11
0.45,5.500000000000002,179,5.6234443834844114e+02,5.2323912314022891e-08,9.3046020803238200e-11
0.45,5.500000000000002,180,5.6548603459451374e+02,4.4559328671311960e-08,7.8798283143724996e-11
0.45,5.500000000000002,181,5.6862763080089007e+02,9.4420670393446926e-08,1.6605009194642986e-10
0.45,5.500000000000002,182,5.7176922696822476e+02,-3.9272094909392763e-08,6.8685219590482179e-11
0.45,5.500000000000002,183,5.7491082309715739e+02,3.1527747523796279e-08,5.4839370308287390e-11
0.45,5.500000000000002,184,5.7805241918831439e+02,4.4690864342555869e-08,7.7312822947535446e-11
0.45,5.500000000000002,185,5.8119401524230830e+02,3.4732011044980027e-08,5.9759753424894041e-11
0.45,5.500000000000002,186,5.8433561125973847e+02,5.0580979404912796e-08,8.6561521197535010e-11
0.45,5.500000000000002,187,5.8747720724119154e+02,5.9017452258558478e-08,1.0045913530803544e-10
0.45,5.500000000000002,188,5.9061880318724161e+02,4.9186610340257175e-08,8.3279790739353552e-11
0.45,5.500000000000002,189,5.9376039909845076e+02,-8.6917907538008876e-08,1.4638549096568683e-10
0.45,5.500000000000002,190,5.9690199497536878e+02,-2.3512484403909184e-08,3.9390862489711446e-11
0.45,5.500000000000002,191,6.0004359081853454e+02,-2.2089011508796830e-08,3.6812344714264264e-11
0.45,5.500000000000002,192,6.0318518662847532e+02,1.9892809177690651e-08,3.2979604967134799e-11
0.45,5.500000000000002,193,6.0632678240570772e+02,-3.7138192965358030e-08,6.1251117455187682e-11
0.45,5.500000000000002,194,6.0946837815073741e+02,-6.7583982854557689e-08,1.1089005644496688e-10
0.45,5.500000000000002,195,6.1260997386405984e+02,-8.8932893049786799e-08,1.4517049484003553e-10
0.45,5.500000000000002,196,6.1575156954616023e+02,6.6573875301401131e-09,1.0811807649917910e-11
0.45,5.500000000000002,197,6.1889316519751424e+02,1.0612325240799692e-08,1.7147265210516408e-11
0.45,5.500000000000002,198,6.2203476081858776e+02,-1.1160807389387628e-07,1.7942417518114557e-10
0.45,5.500000000000002,199,6.2517635640983690e+02,4.8033029997895937e-08,7.6831168520258720e-11
0.45,5.500000000000002,200,6.2831795197170959e+02,-1.1129156973765930e-07,1.7712619763356734e-10
