nu,eta,Tv,normalized_center_pressure,root_count,formula
0.3,1.7499999999999998,3.2925260169079689e-04,1.0234484157287747e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.3564212403967044e-04,1.0236752672705591e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.4215564235892394e-04,1.0239043165869819e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.4879556293181780e-04,1.0241355850101421e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.5556433873828422e-04,1.0243690940793495e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.6246447036112944e-04,1.0246048655431301e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.6949850690982169e-04,1.0248429213612325e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.7666904696220636e-04,1.0250832837066677e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.8397873952449664e-04,1.0253259749677597e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.9143028500989308e-04,1.0255710177502215e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.9902643623619547e-04,1.0258184348792407e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.0676999944277189e-04,1.0260682494015920e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.1466383532726961e-04,1.0263204845877691e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.2271086010243412e-04,1.0265751639341276e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.3091404657344808e-04,1.0268323111650559e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.3927642523616941e-04,1.0270919502351636e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.4780108539668544e-04,1.0273541053314881e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.5649117631259257e-04,1.0276188008757206e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.6534990835642333e-04,1.0278860615264545e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.7438055420165174e-04,1.0281559121814581e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.8358645003171414e-04,1.0284283779799435e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.9297099677249225e-04,1.0287034843049006e+00,200,paper_eq_46_47
0.3,1.7499999999999998,5.0253766134871446e-04,1.0289812567854051e+00,200,paper_eq_46_47
0.3,1.7499999999999998,5.1228997796473890e-04,1.0292617212989761e+00,200,paper_eq_46_47
0.3,1.7499999999999998,5.2223154941018928e-04,1.0295449039739484e+00,200,paper_eq_46_47
0.3,1.7499999999999998,5.3236604839093562e-04,1.0298308311918529e+00,200,paper_eq_46_47
0.3,1.7499999999999998,5.4269721888589094e-04,1.0301195295898393e+00,200,paper_eq_46_47
0.3,1.7499999999999998,5.5322887753015445e-04,1.0304110260631025e+00,200,paper_eq_46_47
0.3,1.7499999999999998,5.6396491502497975e-04,1.0307053477673380e+00,200,paper_eq_46_47
0.3,1.7499999999999998,5.7490929757511903e-04,1.0310025221212178e+00,200,paper_eq_46_47
0.3,1.7499999999999998,5.8606606835405169e-04,1.0313025768088837e+00,200,paper_eq_46_47
0.3,1.7499999999999998,5.9743934899765116e-04,1.0316055397824726e+00,200,paper_eq_46_47
0.3,1.7499999999999998,6.0903334112683667e-04,1.0319114392646487e+00,200,paper_eq_46_47
0.3,1.7499999999999998,6.2085232789977512e-04,1.0322203037511639e+00,200,paper_eq_46_47
0.3,1.7499999999999998,6.3290067559420334e-04,1.0325321620134564e+00,200,paper_eq_46_47
0.3,1.7499999999999998,6.4518283522045910e-04,1.0328470431012318e+00,200,paper_eq_46_47
0.3,1.7499999999999998,6.5770334416581319e-04,1.0331649763451141e+00,200,paper_eq_46_47
0.3,1.7499999999999998,6.7046682787071305e-04,1.0334859913592760e+00,200,paper_eq_46_47
0.3,1.7499999999999998,6.8347800153755508e-04,1.0338101180441219e+00,200,paper_eq_46_47
0.3,1.7499999999999998,6.9674167187261480e-04,1.0341373865889831e+00,200,paper_eq_46_47
0.3,1.7499999999999998,7.1026273886179111e-04,1.0344678274748207e+00,200,paper_eq_46_47
0.3,1.7499999999999998,7.2404619758079461e-04,1.0348014714769778e+00,200,paper_eq_46_47
0.3,1.7499999999999998,7.3809714004048101e-04,1.0351383496679367e+00,200,paper_eq_46_47
0.3,1.7499999999999998,7.5242075706798508e-04,1.0354784934200967e+00,200,paper_eq_46_47
0.3,1.7499999999999998,7.6702234022436400e-04,1.0358219344085899e+00,200,paper_eq_46_47
0.3,1.7499999999999998,7.8190728375945374e-04,1.0361687046141024e+00,200,paper_eq_46_47
0.3,1.7499999999999998,7.9708108660466218e-04,1.0365188363257312e+00,200,paper_eq_46_47
0.3,1.7499999999999998,8.1254935440443427e-04,1.0368723621438520e+00,200,paper_eq_46_47
0.3,1.7499999999999998,8.2831780158714049e-04,1.0372293149830263e+00,200,paper_eq_46_47
0.3,1.7499999999999998,8.4439225347615284e-04,1.0375897280749098e+00,200,paper_eq_46_47
0.3,1.7499999999999998,8.6077864844188903e-04,1.0379536349712064e+00,200,paper_eq_46_47
0.3,1.7499999999999998,8.7748304009562005e-04,1.0383210695466225e+00,200,paper_eq_46_47
0.3,1.7499999999999998,8.9451159952584581e-04,1.0386920660018697e+00,200,paper_eq_46_47
0.3,1.7499999999999998,9.1187061757808541e-04,1.0390666588666615e+00,200,paper_eq_46_47
0.3,1.7499999999999998,9.2956650717888488e-04,1.0394448830027576e+00,200,paper_eq_46_47
0.3,1.7499999999999998,9.4760580570494982e-04,1.0398267736070186e+00,200,paper_eq_46_47
0.3,1.7499999999999998,9.6599517739823779e-04,1.0402123662144847e+00,200,paper_eq_46_47
0.3,1.7499999999999998,9.8474141582792388e-04,1.0406016967014800e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.0038514464001435e-03,1.0409948012887400e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.0233323289164382e-03,1.0413917165445528e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.0431912601818526e-03,1.0417924793879443e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.0634355766636436e-03,1.0421971270918553e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.0840727572015854e-03,1.0426056972863713e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.1051104257708655e-03,1.0430182279619560e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.1265563542986153e-03,1.0434347574727121e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.1484184655350697e-03,1.0438553245396638e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.1707048359804787e-03,1.0442799682540693e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.1934236988687848e-03,1.0447087280807406e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.2165834472092367e-03,1.0451416438613983e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.2401926368869941e-03,1.0455787558180412e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.2642599898239333e-03,1.0460201045563384e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.2887943972007742e-03,1.0464657310690455e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.3138049227417409e-03,1.0469156767394396e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.3393008060629665e-03,1.0473699833447720e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.3652914660858754e-03,1.0478286930597522e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.3917865045168091e-03,1.0482918484600410e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.4187957093941684e-03,1.0487594925257679e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.4463290587044160e-03,1.0492316686450709e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.4743967240682125e-03,1.0497084206176519e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.5030090744981336e-03,1.0501897926583525e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.5321766802292613e-03,1.0506758294007545e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.5619103166241593e-03,1.0511665759007853e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.5922209681535841e-03,1.0516620776403562e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.6231198324544850e-03,1.0521623805310110e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.6546183244667283e-03,1.0526675309175888e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.6867280806501111e-03,1.0531775755819164e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.7194609632832077e-03,1.0536925617464981e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.7528290648456406e-03,1.0542125370782367e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.7868447124853963e-03,1.0547375496921654e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.8215204725728241e-03,1.0552676481551932e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.8568691553430376e-03,1.0558028814898610e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.8929038196283628e-03,1.0563432991781172e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.9296377776826792e-03,1.0568889511651063e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.9670846000993240e-03,1.0574398878629618e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.0052581208244960e-03,1.0579961601546191e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.0441724422678867e-03,1.0585578193976306e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.0838419405125449e-03,1.0591249174280035e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.1242812706258082e-03,1.0596975065640277e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.1655053720733160e-03,1.0602756396101305e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.2075294742380795e-03,1.0608593698607247e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.2503691020466627e-03,1.0614487511040709e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.2940400817045392e-03,1.0620438376261399e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.3385585465427556e-03,1.0626446842144799e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.3839409429780539e-03,1.0632513461620918e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.4302040365886454e-03,1.0638638792712984e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.4773649183079316e-03,1.0644823398576180e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.5254410107383514e-03,1.0651067847536384e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.5744500745878431e-03,1.0657372713128850e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.6244102152311239e-03,1.0663738574136887e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.6753398893983732e-03,1.0670166014630480e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.7272579119936727e-03,1.0676655624004834e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.7801834630457817e-03,1.0683207997018849e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.8341360947937979e-03,1.0689823733833479e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.8891357389103241e-03,1.0696503440050042e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.9452027138648093e-03,1.0703247726748288e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.0023577324297798e-03,1.0710057210524417e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.0606219093327466e-03,1.0716932513528867e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.1200167690565816e-03,1.0723874263503947e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.1805642537913264e-03,1.0730883093821266e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.2422867315402247e-03,1.0737959643518853e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.3052070043831676e-03,1.0745104557338150e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.3693483169003921e-03,1.0752318485760586e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.4347343647597598e-03,1.0759602085044011e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.5013893034705752e-03,1.0766956017258604e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.5693377573073714e-03,1.0774380950322626e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.6386048284068172e-03,1.0781877558037662e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.7092161060411784e-03,1.0789446520123454e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.7811976760717442e-03,1.0797088522252420e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.8545761305856987e-03,1.0804804256083533e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.9293785777200193e-03,1.0812594419295813e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.0056326516759904e-03,1.0820459715621233e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.0833665229281250e-03,1.0828400854877127e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.1626089086311000e-03,1.0836418552997849e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.2433890832287713e-03,1.0844513532065940e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.3257368892689416e-03,1.0852686520342518e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.4096827484281309e-03,1.0860938252297012e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.4952576727501680e-03,1.0869269468636089e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.5824932761029894e-03,1.0877680916331747e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.6714217858576969e-03,1.0886173348648667e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.7620760547942972e-03,1.0894747525170538e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.8544895732384689e-03,1.0903404211825527e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.9486964814338674e-03,1.0912144180910730e+00,200,paper_eq_46_47
0.3,1.7499999999999998,5.0447315821545288e-03,1.0920968211115543e+00,200,paper_eq_46_47
0.3,1.7499999999999998,5.1426303535620022e-03,1.0929877087543980e+00,200,paper_eq_46_47
0.3,1.7499999999999998,5.2424289623120698e-03,1.0938871601735802e+00,200,paper_eq_46_47
0.3,1.7499999999999998,5.3441642769156894e-03,1.0947952551686475e+00,200,paper_eq_46_47
0.3,1.7499999999999998,5.4478738813593741e-03,1.0957120741865773e+00,200,paper_eq_46_47
0.3,1.7499999999999998,5.5535960889897280e-03,1.0966376983235124e+00,200,paper_eq_46_47
0.3,1.7499999999999998,5.6613699566675987e-03,1.0975722093263536e+00,200,paper_eq_46_47
0.3,1.7499999999999998,5.7712352991967364e-03,1.0985156895942023e+00,200,paper_eq_46_47
0.3,1.7499999999999998,5.8832327040326008e-03,1.0994682221796552e+00,200,paper_eq_46_47
0.3,1.7499999999999998,5.9974035462765215e-03,1.1004298907899293e+00,200,paper_eq_46_47
0.3,1.7499999999999998,6.1137900039608698e-03,1.1014007797878280e+00,200,paper_eq_46_47
0.3,1.7499999999999998,6.2324350736308529e-03,1.1023809741925297e+00,200,paper_eq_46_47
0.3,1.7499999999999998,6.3533825862286892e-03,1.1033705596801835e+00,200,paper_eq_46_47
0.3,1.7499999999999998,6.4766772232860382e-03,1.1043696225843245e+00,200,paper_eq_46_47
0.3,1.7499999999999998,6.6023645334306290e-03,1.1053782498960809e+00,200,paper_eq_46_47
0.3,1.7499999999999998,6.7304909492133195e-03,1.1063965292641744e+00,200,paper_eq_46_47
0.3,1.7499999999999998,6.8611038042615344e-03,1.1074245489947012e+00,200,paper_eq_46_47
0.3,1.7499999999999998,6.9942513507657914e-03,1.1084623980506831e+00,200,paper_eq_46_47
0.3,1.7499999999999998,7.1299827773053564e-03,1.1095101660513811e+00,200,paper_eq_46_47
0.3,1.7499999999999998,7.2683482270200460e-03,1.1105679432713613e+00,200,paper_eq_46_47
0.3,1.7499999999999998,7.4093988161344606e-03,1.1116358206393018e+00,200,paper_eq_46_47
0.3,1.7499999999999998,7.5531866528418777e-03,1.1127138897365243e+00,200,paper_eq_46_47
0.3,1.7499999999999998,7.6997648565545074e-03,1.1138022427952501e+00,200,paper_eq_46_47
0.3,1.7499999999999998,7.8491875775273494e-03,1.1149009726965566e+00,200,paper_eq_46_47
0.3,1.7499999999999998,8.0015100168628808e-03,1.1160101729680283e+00,200,paper_eq_46_47
0.3,1.7499999999999998,8.1567884469039408e-03,1.1171299377810839e+00,200,paper_eq_46_47
0.3,1.7499999999999998,8.3150802320223881e-03,1.1182603619479721e+00,200,paper_eq_46_47
0.3,1.7499999999999998,8.4764438498111262e-03,1.1194015409184070e+00,200,paper_eq_46_47
0.3,1.7499999999999998,8.6409389126875184e-03,1.1205535707758327e+00,200,paper_eq_46_47
0.3,1.7499999999999998,8.8086261899158226e-03,1.1217165482332956e+00,200,paper_eq_46_47
0.3,1.7499999999999998,8.9795676300572710e-03,1.1228905706288923e+00,200,paper_eq_46_47
0.3,1.7499999999999998,9.1538263838555206e-03,1.1240757359207614e+00,200,paper_eq_46_47
0.3,1.7499999999999998,9.3314668275665275e-03,1.1252721426815810e+00,200,paper_eq_46_47
0.3,1.7499999999999998,9.5125545867408706e-03,1.1264798900925150e+00,200,paper_eq_46_47
0.3,1.7499999999999998,9.6971565604678407e-03,1.1276990779365350e+00,200,paper_eq_46_47
0.3,1.7499999999999998,9.8853409460898638e-03,1.1289298065910303e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.0077177264396600e-02,1.1301721770195712e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.0272736385307936e-02,1.1314262907626635e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.0472090554055411e-02,1.1326922499272605e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.0675313417871693e-02,1.1339701571747334e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.0882480053198017e-02,1.1352601157068964e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.1093666993419616e-02,1.1365622292495472e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.1308952257139362e-02,1.1378766020328193e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.1528415377000140e-02,1.1392033387674378e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.1752137429066462e-02,1.1405425446156907e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.1980201062776400e-02,1.1418943251555820e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.2212690531474647e-02,1.1432587863362595e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.2449691723538167e-02,1.1446360344222493e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.2691292194105861e-02,1.1460261759234676e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.2937581197423980e-02,1.1474293175072225e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.3188649719819253e-02,1.1488455658875663e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.3444590513311868e-02,1.1502750276863472e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.3705498129880783e-02,1.1517178092591318e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.3971468956393970e-02,1.1531740164778534e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.4242601250216534e-02,1.1546437544604984e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.4518995175509843e-02,1.1561271272364670e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.4800752840235097e-02,1.1576242373343753e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.5087978333874924e-02,1.1591351852770164e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.5380777765887154e-02,1.1606600689660158e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.5679259304904682e-02,1.1621989829363817e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.5983533218696121e-02,1.1637520174587599e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.6293711914901931e-02,1.1653192574646971e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.6609909982561070e-02,1.1669007812677588e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.6932244234443516e-02,1.1684966590509336e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.7260833750204319e-02,1.1701069510884505e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.7595799920375070e-02,1.1717317056680732e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.7937266491209115e-02,1.1733709566781452e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.8285359610397022e-02,1.1750247208222639e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.8640207873669188e-02,1.1766929944235687e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.9001942372302901e-02,1.1783757497802942e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.9370696741551157e-02,1.1800729310346239e+00,200,paper_eq_46_47
0.3,1.7499999999999998,1.9746607210011560e-02,1.1817844495180054e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.0129812649953036e-02,1.1835101785381159e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.0520454628619317e-02,1.1852499475756011e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.0918677460527994e-02,1.1870035358626605e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.1324628260784521e-02,1.1887706653205714e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.1738456999430788e-02,1.1905509928392723e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.2160316556848442e-02,1.1923441018892782e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.2590362780237339e-02,1.1941494934643901e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.3028754541190050e-02,1.1959665763628122e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.3475653794383620e-02,1.1977946568243927e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.3931225637410385e-02,1.1996329275526005e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.4395638371769789e-02,1.2014804561614407e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.4869063565043901e-02,1.2033361730995786e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.5351676114279367e-02,1.2051988591164182e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.5843654310599633e-02,1.2070671323474280e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.6345179905070754e-02,1.2089394351085090e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.6856438175845567e-02,1.2108140205013938e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.7377617996610832e-02,1.2126889389436786e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.7908911906362674e-02,1.2145620247479796e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.8450516180536078e-02,1.2164308828844888e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.9002630903514761e-02,1.2182928760698202e+00,200,paper_eq_46_47
0.3,1.7499999999999998,2.9565460042548165e-02,1.2201451123321256e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.0139211523102893e-02,1.2219844332079397e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.0724097305676427e-02,1.2238074027298189e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.1320333464101520e-02,1.2256102973655147e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.1928140265370157e-02,1.2273890970689940e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.2547742251006512e-02,1.2291394776010396e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.3179368320019276e-02,1.2308568042723937e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.3823251813463504e-02,1.2325361272554407e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.4479630600643622e-02,1.2341721786012969e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.5148747166989278e-02,1.2357593710879720e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.5830848703636488e-02,1.2372917990121033e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.6526187198747291e-02,1.2387632410217599e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.7235019530601446e-02,1.2401671650711901e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.7957607562494812e-02,1.2414967355603428e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.8694218239479217e-02,1.2427448227027031e+00,200,paper_eq_46_47
0.3,1.7499999999999998,3.9445123686979756e-02,1.2439040141448161e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.0210601311325846e-02,1.2449666288399763e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.0990933902233226e-02,1.2459247331572911e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.1786409737274564e-02,1.2467701591859355e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.2597322688377806e-02,1.2474945251731955e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.3423972330390880e-02,1.2480892580141207e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.4266664051753390e-02,1.2485456176905445e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.5125709167315987e-02,1.2488547235381411e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.6001425033349176e-02,1.2490075822022977e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.6894135164783905e-02,1.2489951171271167e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.7804169354727435e-02,1.2488081994070037e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.8731863796298520e-02,1.2484376798172199e+00,200,paper_eq_46_47
0.3,1.7499999999999998,4.9677561206826884e-02,1.2478744218285986e+00,200,paper_eq_46_47
0.3,1.7499999999999998,5.0641610954463026e-02,1.2471093354024723e+00,200,paper_eq_46_47
0.3,1.7499999999999998,5.1624369187244966e-02,1.2461334113547968e+00,200,paper_eq_46_47
0.3,1.7499999999999998,5.2626198964669690e-02,1.2449377560735184e+00,200,paper_eq_46_47
0.3,1.7499999999999998,5.3647470391817970e-02,1.2435136263704492e+00,200,paper_eq_46_47
0.3,1.7499999999999998,5.4688560756081708e-02,1.2418524642482929e+00,200,paper_eq_46_47
0.3,1.7499999999999998,5.5749854666545230e-02,1.2399459313648875e+00,200,paper_eq_46_47
0.3,1.7499999999999998,5.6831744196070864e-02,1.2377859429802305e+00,200,paper_eq_46_47
0.3,1.7499999999999998,5.7934629026142083e-02,1.2353647011772764e+00,200,paper_eq_46_47
0.3,1.7499999999999998,5.9058916594517528e-02,1.2326747271547192e+00,200,paper_eq_46_47
0.3,1.7499999999999998,6.0205022245750348e-02,1.2297088923989481e+00,200,paper_eq_46_47
0.3,1.7499999999999998,6.1373369384628576e-02,1.2264604485528285e+00,200,paper_eq_46_47
0.3,1.7499999999999998,6.2564389632593156e-02,1.2229230558108712e+00,200,paper_eq_46_47
0.3,1.7499999999999998,6.3778522987191541e-02,1.2190908096834432e+00,200,paper_eq_46_47
0.3,1.7499999999999998,6.5016217984625480e-02,1.2149582659868534e+00,200,paper_eq_46_47
0.3,1.7499999999999998,6.6277931865453443e-02,1.2105204639311509e+00,200,paper_eq_46_47
0.3,1.7499999999999998,6.7564130743508574e-02,1.2057729471932046e+00,200,paper_eq_46_47
0.3,1.7499999999999998,6.8875289778094748e-02,1.2007117828788416e+00,200,paper_eq_46_47
0.3,1.7499999999999998,7.0211893349523963e-02,1.1953335782943713e+00,200,paper_eq_46_47
0.3,1.7499999999999998,7.1574435238061007e-02,1.1896354954645174e+00,200,paper_eq_46_47
0.3,1.7499999999999998,7.2963418806339914e-02,1.1836152633504757e+00,200,paper_eq_46_47
0.3,1.7499999999999998,7.4379357185320877e-02,1.1772711877383368e+00,200,paper_eq_46_47
0.3,1.7499999999999998,7.5822773463855769e-02,1.1706021587843185e+00,200,paper_eq_46_47
0.3,1.7499999999999998,7.7294200881932340e-02,1.1636076562190178e+00,200,paper_eq_46_47
