case,label,operator,mode,class_filter,stabilized,time,part,region,count,porepress_mean,porepress_min,porepress_max,porepressrate_mean,porepressrate_maxabs,divvel_mean,divvel_maxabs,velocity_max
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.004323,16,interior_class,63,415.8129483393333,-10878.52423101,22868.32706088,218891969.13492063,639356610.0,-0.328131553715873,0.9584468,0.044237882000000076
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.004323,16,lateral_class,196,-525.7278081279817,-7253.021386997,6855.100877007,-33557958.82908163,133732350.0,0.05029297543061225,0.2004642,0.0007021625156204121
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.004323,16,cap_edge_class,148,-1716.964254377742,-16324.62735998,5029.363633052,-65823282.852027014,291071300.0,0.09870527663986486,0.43636021,0.001492756500000002
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.004524,17,all,407,-1516.6381957630585,-113178.7123497,54053.35210587,-13251892.74864865,1595680500.0,0.01987783236289927,2.3930874,0.049417485000000365
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.004524,17,center_core,45,-16194.643744605111,-113178.7123497,33056.59337144,-471931269.8511111,1595680500.0,0.7076107506288889,2.3930874,0.04748217000000019
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.004524,17,interior_class,63,-761.5645634195222,-113178.7123497,54053.35210587,-259609569.89365083,1595680500.0,0.38917889727460325,2.3930874,0.049417485000000365
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.004524,17,lateral_class,196,1077.6653089001588,-20117.17791162,16360.3509234,21803904.63265306,235378580.0,-0.03265931886734693,0.35316807,0.0022945308174755967
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.004524,17,cap_edge_class,148,-5273.753910301122,-14514.7836343,15832.02437689,45191332.7472973,266934350.0,-0.06774842066621621,0.40027663,0.003210740900000007
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.004824,18,all,407,-7571.942744955136,-336488.4724563,416633.7602659,-19956358.705159705,8928450600.0,0.029934374213759232,13.384774,0.5142551100000029
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.004824,18,center_core,45,25968.60927085664,-336488.4724563,416633.7602659,-948982511.1111112,8928450600.0,1.4221808533333336,13.384774,0.5142551100000029
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.004824,18,interior_class,63,67660.79017301666,-336488.4724563,416633.7602659,132541030.15873016,8928450600.0,-0.19933662539682545,13.384774,0.5142551100000029
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.004824,18,lateral_class,196,-25373.395416538886,-150964.9721512,32913.77961195,-35527421.35204082,2024429700.0,0.05354724695408162,3.0367961,0.008128099206029485
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.004824,18,cap_edge_class,148,-16021.790381453831,-33018.39859424,33040.1900625,-64249650.72972973,885946370.0,0.09625836014864865,1.3287191,0.007381543500000049
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.005022,19,all,407,-36931.71051693744,-1296693.987373,2830683.750688,-97898845.27149877,47933223000.0,0.14684715022850117,71.874916,1.625942300000003
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.005022,19,center_core,45,465521.881500251,-737201.9327977,2830683.750688,10183238391.11111,47933223000.0,-15.269938735555558,71.874916,1.625942300000003
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.005022,19,interior_class,63,76194.37092092542,-1296693.987373,2830683.750688,4148752371.428571,47933223000.0,-6.220424604761905,71.874916,1.625942300000003
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.005022,19,lateral_class,196,-62108.30667317739,-337438.4138378,445509.2672666,-958307554.6938776,6956946400.0,1.436484978214286,10.435743,0.03035933200000062
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.005022,19,cap_edge_class,148,-51744.75297614237,-554152.5531543,15273.63613764,-766134788.5506756,6854593000.0,1.1493411115743242,10.281004,0.01256341000000005
CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,0.0,0,all,407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,0.0,0,center_core,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,0.0,0,interior_class,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,0.0,0,lateral_class,196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,0.0,0,cap_edge_class,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,0.000503,1,all,407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,0.000503,1,center_core,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,0.000503,1,interior_class,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,0.000503,1,lateral_class,196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaseT4h_ConfOnly_Op2LSQInterior,op2 LSQ interior,2,excess,interior,off,0.000503,1,cap_edge_class,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
