case,time,frame_index,r_over_R_min,r_over_R_max,r_over_R_mid,excess_count,excess_mean,excess_median,excess_p95_abs,excess_p99_abs,excess_max,excess_maxAbs
mode7_shell_exchange_dp008,0.005067,5,0.2,0.4,0.30000000000000004,74,400.48007108213784,392.70630700465,412.527290210775,412.527300590386,412.527304176,412.527304176
mode7_shell_exchange_dp008,0.005067,5,0.4,0.6,0.5,170,409.8001078823642,423.7203743156,431.235074495595,444.21973377890697,444.2197406775,444.2197406775
mode7_shell_exchange_dp008,0.005067,5,0.6,0.8,0.7,234,373.6243431755127,366.41854675655,393.967794415385,393.967818804112,393.9678366345,393.9678366345
mode7_shell_exchange_dp008,0.005067,5,0.8,0.9,0.8500000000000001,254,305.43191735948494,322.84938748729996,539.039853454215,539.039905262901,539.0399853792,539.0399853792
mode7_shell_exchange_dp008,0.005067,5,0.9,0.95,0.925,156,500.8687288819636,457.83747579910005,675.175130173975,675.17530003089,675.1753745777,675.1753745777
mode7_shell_exchange_dp008,0.005067,5,0.95,1.0,0.975,126,387.927461660113,212.92302724645,825.4744642559,825.474623500475,825.4746896565,825.4746896565
mode7_shell_exchange_dp008,0.006032,6,0.0,0.2,0.1,7,927.1995094763142,920.0088494194,955.24308588085,967.32338831761,970.3434639268,970.3434639268
mode7_shell_exchange_dp008,0.006032,6,0.2,0.4,0.30000000000000004,74,855.2538338298691,847.5458573051,885.688768672785,885.6887901697751,885.6887904198,885.6887904198
mode7_shell_exchange_dp008,0.006032,6,0.4,0.6,0.5,170,841.8052342500392,846.64385601865,848.4183572700899,850.161666052008,850.1616752101,850.1616752101
mode7_shell_exchange_dp008,0.006032,6,0.6,0.8,0.7,240,812.178196085136,811.07310966845,827.51344903759,827.513460772334,827.5134740938,827.5134740938
mode7_shell_exchange_dp008,0.006032,6,0.8,0.9,0.8500000000000001,248,825.2521946846837,821.39193214385,886.15257756944,886.152594534109,886.1526195852,886.1526195852
mode7_shell_exchange_dp008,0.006032,6,0.9,0.95,0.925,156,773.7038189477361,764.4355359253,888.3621880163751,888.3622532892849,888.3622574679,888.3622574679
mode7_shell_exchange_dp008,0.006032,6,0.95,1.0,0.975,126,722.2017572882465,780.23946285055,845.4270812374001,845.4272069400499,845.4272856991,845.4272856991
mode7_shell_exchange_dp010,0.0,0,0.0,0.2,0.1,7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mode7_shell_exchange_dp010,0.0,0,0.2,0.4,0.30000000000000004,26,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mode7_shell_exchange_dp010,0.0,0,0.4,0.6,0.5,90,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mode7_shell_exchange_dp010,0.0,0,0.6,0.8,0.7,134,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mode7_shell_exchange_dp010,0.0,0,0.8,0.9,0.8500000000000001,132,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mode7_shell_exchange_dp010,0.0,0,0.9,0.95,0.925,72,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mode7_shell_exchange_dp010,0.0,0,0.95,1.0,0.975,48,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mode7_shell_exchange_dp010,0.001005,1,0.0,0.2,0.1,1,979.4337504955,979.4337504955,979.4337504955,979.4337504955,979.4337504955,979.4337504955
mode7_shell_exchange_dp010,0.001005,1,0.2,0.4,0.30000000000000004,26,964.1882681829538,964.3176308346,970.9673897116501,970.9673921172,970.9673928045,970.9673928045
mode7_shell_exchange_dp010,0.001005,1,0.4,0.6,0.5,66,950.8194754956183,949.8207358562499,954.5415084117,954.541521583305,954.5415237532,954.5415237532
mode7_shell_exchange_dp010,0.001005,1,0.6,0.8,0.7,158,953.3991621730663,953.0179071596,957.22586042076,957.225861892535,957.2258633369,957.2258633369
mode7_shell_exchange_dp010,0.001005,1,0.8,0.9,0.8500000000000001,138,942.8922732138337,958.2228933979,967.5019614931,967.5019639516651,967.501964635,967.501964635
mode7_shell_exchange_dp010,0.001005,1,0.9,0.95,0.925,72,860.3091481349483,860.6814006766,860.6814053895,860.68140584509,860.6814069605,860.6814069605
mode7_shell_exchange_dp010,0.001005,1,0.95,1.0,0.975,24,869.0029515306873,869.0029523162,869.0029538871,869.0029550967699,869.0029554581,869.0029554581
mode7_shell_exchange_dp010,0.002011,2,0.0,0.2,0.1,1,700.3166404391,700.3166404391,700.3166404391,700.3166404391,700.3166404391,700.3166404391
mode7_shell_exchange_dp010,0.002011,2,0.2,0.4,0.30000000000000004,26,721.4678425610462,721.2670019540001,728.6796242952249,728.6796267586001,728.6796269445,728.6796269445
mode7_shell_exchange_dp010,0.002011,2,0.4,0.6,0.5,66,742.8971534497485,744.0450881581,751.1370334392501,751.137039928455,751.1370437188,751.1370437188
mode7_shell_exchange_dp010,0.002011,2,0.6,0.8,0.7,158,763.1452948138867,764.06154875265,768.804371214605,768.8043789374201,768.8043807917,768.8043807917
mode7_shell_exchange_dp010,0.002011,2,0.8,0.9,0.8500000000000001,138,776.6462732463925,782.8757267627,817.98312792621,817.9831320887549,817.9831344492,817.9831344492
mode7_shell_exchange_dp010,0.002011,2,0.9,0.95,0.925,72,696.7968389415694,701.62379478865,701.6238098352101,701.6238149053439,701.6238174213,701.6238174213
mode7_shell_exchange_dp010,0.002011,2,0.95,1.0,0.975,24,722.5512360085,722.55123492395,722.55125120414,722.5512583151531,722.5512603711,722.5512603711
mode7_shell_exchange_dp010,0.003016,3,0.0,0.2,0.1,1,888.56174555,888.56174555,888.56174555,888.56174555,888.56174555,888.56174555
mode7_shell_exchange_dp010,0.003016,3,0.2,0.4,0.30000000000000004,32,874.4614235081252,875.7714133418999,881.491696466985,881.4917063801901,881.4917097874,881.4917097874
mode7_shell_exchange_dp010,0.003016,3,0.4,0.6,0.5,60,865.071007518935,865.6316536036,866.5184813864149,866.518483822998,866.5184846654,866.5184846654
mode7_shell_exchange_dp010,0.003016,3,0.6,0.8,0.7,158,849.6836177197671,851.11291205385,860.402197935115,860.402205532164,860.4022071659,860.4022071659
mode7_shell_exchange_dp010,0.003016,3,0.8,0.9,0.8500000000000001,138,822.331206129982,835.020638102,863.1018357266901,863.101848253981,863.1018585226,863.1018585226
mode7_shell_exchange_dp010,0.003016,3,0.9,0.95,0.925,72,719.2230860892957,725.8496931737,725.8497149541149,725.849724201963,725.8497250289,725.8497250289
mode7_shell_exchange_dp010,0.003016,3,0.95,1.0,0.975,24,727.7703226471875,727.77032104775,727.7703372336199,727.770340501207,727.7703414762,727.7703414762
mode7_shell_exchange_dp010,0.004022,4,0.0,0.2,0.1,1,744.7757713447,744.7757713447,744.7757713447,744.7757713447,744.7757713447,744.7757713447
mode7_shell_exchange_dp010,0.004022,4,0.2,0.4,0.30000000000000004,32,711.6143180988063,716.2437117305501,729.9919736332349,729.991984682052,729.9919889758,729.9919889758
mode7_shell_exchange_dp010,0.004022,4,0.4,0.6,0.5,60,690.3516160216784,689.7155785835,693.1195934793849,693.119602795819,693.1196069293,693.1196069293
mode7_shell_exchange_dp010,0.004022,4,0.6,0.8,0.7,158,703.6172911800505,704.55203914005,705.8096597394849,705.809667306466,705.8096725826,705.8096725826
mode7_shell_exchange_dp010,0.004022,4,0.8,0.9,0.8500000000000001,138,703.7953104100492,708.65445393475,727.87276311421,727.8727812633681,727.8727877848,727.8727877848
mode7_shell_exchange_dp010,0.004022,4,0.9,0.95,0.925,72,655.5342984353613,649.95117915245,666.7005790180149,666.7005851096241,666.7005902327,666.7005902327
mode7_shell_exchange_dp010,0.004022,4,0.95,1.0,0.975,24,660.3449778224458,660.3449758234,660.34499495675,660.3450036463361,660.3450061365,660.3450061365
mode7_shell_exchange_dp010,0.005027,5,0.0,0.2,0.1,1,486.5967984094,486.5967984094,486.5967984094,486.5967984094,486.5967984094,486.5967984094
mode7_shell_exchange_dp010,0.005027,5,0.2,0.4,0.30000000000000004,32,587.980608905253,587.4345262346001,603.6928347169951,603.692846352066,603.69285108,603.69285108
mode7_shell_exchange_dp010,0.005027,5,0.4,0.6,0.5,60,597.2266708738968,600.9468898907501,601.221370085145,601.2213747512881,601.2213766433,601.2213766433
mode7_shell_exchange_dp010,0.005027,5,0.6,0.8,0.7,158,569.6859963418569,569.0534975189,583.2728629608249,583.2728732676501,583.2728786198,583.2728786198
mode7_shell_exchange_dp010,0.005027,5,0.8,0.9,0.8500000000000001,138,519.2789718531086,523.778713488,538.64643858865,538.646449636371,538.6464579528,538.6464579528
mode7_shell_exchange_dp010,0.005027,5,0.9,0.95,0.925,72,549.9634767970556,527.7770044128,594.33647201241,594.3364850824059,594.3364925029,594.3364925029
mode7_shell_exchange_dp010,0.005027,5,0.95,1.0,0.975,54,623.2148461717481,683.9266662428,772.84604498883,772.846117151288,772.8461576859,772.8461576859
mode7_shell_exchange_dp010,0.006032,6,0.0,0.2,0.1,1,451.3244860024,451.3244860024,451.3244860024,451.3244860024,451.3244860024,451.3244860024
mode7_shell_exchange_dp010,0.006032,6,0.2,0.4,0.30000000000000004,32,514.2743490292781,521.0488638399,525.356317363755,525.3563244533041,525.3563265804,525.3563265804
mode7_shell_exchange_dp010,0.006032,6,0.4,0.6,0.5,60,487.59946384851156,493.86868472715,494.97789894157,494.977907644811,494.9779132127,494.9779132127
mode7_shell_exchange_dp010,0.006032,6,0.6,0.8,0.7,158,469.60529307346576,473.4295298435,484.62482587760996,484.624835777441,484.6248434611,484.6248434611
mode7_shell_exchange_dp010,0.006032,6,0.8,0.9,0.8500000000000001,138,418.76303352816825,438.1027042946,507.14256943606506,507.142613753212,507.1426200864,507.1426200864
mode7_shell_exchange_dp010,0.006032,6,0.9,0.95,0.925,72,547.6825062215293,524.20061406305,594.64636644353,594.646420837058,594.6464285265,594.6464285265
mode7_shell_exchange_dp010,0.006032,6,0.95,1.0,0.975,54,612.1219550665186,692.14503287815,741.4832848943099,741.4833860137251,741.4834081929,741.4834081929
