case,case_name,resolution,configured_dp,time,k,r_inner,r_outer,population,effective_volume,analytic_volume,pressure_mean,radius_mean,flux_in,flux_out,fv_rate,current_rate,correction_rate,lap_correction
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00184995,1,0.00625,0.0125,18.0,9.21658e-06,7.15858e-06,560.425,0.0102094,-0.0072733,-0.0562928,5318.62,5263.35,55.2671,8132.56
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00184995,2,0.0125,0.01875,38.0,1.94571e-05,1.94304e-05,587.985,0.0167419,-0.0562928,-0.115571,3046.6,3280.38,-233.779,-34400.6
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00184995,3,0.01875,0.025,66.0,3.37939e-05,3.78382e-05,608.8,0.0221494,-0.115571,-0.226493,3282.3,2921.21,361.09,53134.4
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00184995,4,0.025,0.03125,128.0,6.55397e-05,6.23819e-05,633.985,0.0280842,-0.226493,-0.412031,2830.93,1570.03,1260.9,185542.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00184995,5,0.03125,0.0375,186.0,9.52366e-05,9.30615e-05,666.627,0.0346912,-0.412031,-0.940511,5549.13,-3147.58,8696.71,1279720.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00184995,6,0.0375,0.04375,254.0,0.000130052,0.000129877,715.924,0.0409857,-0.940511,2.42214,-25856.2,-13044.3,-12811.9,-1885270.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00184995,7,0.04375,0.05,522.0,0.00026727,0.000172829,610.112,0.0481265,2.42214,32.5641,-112777.0,6280.19,-119057.0,-17519300.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00193038,0,0.0,0.00625,1.0,5.12034e-07,1.02265e-06,599.103,3.90773e-14,0.0,-0.00258322,5045.02,2900.34,2144.67,315588.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00193038,1,0.00625,0.0125,18.0,9.21655e-06,7.15858e-06,607.008,0.0102094,-0.00258322,-0.0246018,2389.02,2654.65,-265.624,-39086.6
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00193038,2,0.0125,0.01875,38.0,1.94571e-05,1.94304e-05,619.053,0.0167419,-0.0246018,-0.0771057,2698.45,2163.22,535.22,78757.7
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00193038,3,0.01875,0.025,66.0,3.37939e-05,3.78382e-05,632.94,0.0221493,-0.0771057,-0.13549,1727.65,1094.38,633.272,93186.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00193038,4,0.025,0.03125,128.0,6.55396e-05,6.23819e-05,648.006,0.0280842,-0.13549,-0.093516,-640.431,-595.343,-45.088,-6634.7
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00193038,5,0.03125,0.0375,186.0,9.52366e-05,9.30615e-05,655.415,0.0346912,-0.093516,0.107656,-2112.34,-1651.03,-461.307,-67881.3
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00193038,6,0.0375,0.04375,254.0,0.000130052,0.000129877,649.772,0.0409857,0.107656,0.321525,-1644.49,-852.386,-792.107,-116559.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00193038,7,0.04375,0.05,522.0,0.00026727,0.000172829,635.726,0.0481265,0.321525,33.9312,-125752.0,756.116,-126508.0,-18615700.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00193038,0,0.0,0.00625,1.0,5.12032e-07,1.02265e-06,599.103,4.0812e-14,0.0,-0.00258322,5045.05,2900.35,2144.69,315591.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00193038,1,0.00625,0.0125,18.0,9.21652e-06,7.15858e-06,607.008,0.0102093,-0.00258322,-0.0246018,2389.03,2654.65,-265.621,-39086.2
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00193038,2,0.0125,0.01875,38.0,1.94571e-05,1.94304e-05,619.053,0.0167419,-0.0246018,-0.0771057,2698.45,2163.23,535.227,78758.7
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00193038,3,0.01875,0.025,66.0,3.37938e-05,3.78382e-05,632.94,0.0221493,-0.0771057,-0.13549,1727.65,1094.38,633.273,93186.1
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00193038,4,0.025,0.03125,128.0,6.55396e-05,6.23819e-05,648.006,0.0280842,-0.13549,-0.0935158,-640.434,-595.343,-45.0905,-6635.07
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00193038,5,0.03125,0.0375,186.0,9.52366e-05,9.30615e-05,655.415,0.0346912,-0.0935158,0.107657,-2112.34,-1651.03,-461.311,-67881.9
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00193038,6,0.0375,0.04375,254.0,0.000130052,0.000129877,649.772,0.0409857,0.107657,0.321524,-1644.48,-852.383,-792.097,-116557.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00193038,7,0.04375,0.05,522.0,0.00026727,0.000172829,635.726,0.0481265,0.321524,33.9312,-125752.0,756.114,-126508.0,-18615700.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00201081,0,0.0,0.00625,1.0,5.12029e-07,1.02265e-06,654.779,4.11493e-14,0.0,0.000991715,-1936.83,-689.062,-1247.77,-183609.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00201081,1,0.00625,0.0125,18.0,9.21649e-06,7.15858e-06,651.744,0.0102093,0.000991715,0.00233464,-145.709,133.033,-278.742,-41016.9
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00201081,2,0.0125,0.01875,38.0,1.9457e-05,1.94304e-05,650.601,0.0167418,0.00233464,-0.0164507,965.48,801.569,163.911,24119.4
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00201081,3,0.01875,0.025,66.0,3.37938e-05,3.78382e-05,653.564,0.0221493,-0.0164507,-0.0589924,1258.86,656.778,602.085,88596.8
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00201081,4,0.025,0.03125,128.0,6.55395e-05,6.23819e-05,660.123,0.0280841,-0.0589924,-0.0269653,-488.669,-582.135,93.4652,13753.4
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00201081,5,0.03125,0.0375,186.0,9.52365e-05,9.30615e-05,662.26,0.0346912,-0.0269653,0.0449932,-755.577,-1804.2,1048.62,154305.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00201081,6,0.0375,0.04375,254.0,0.000130052,0.000129877,659.901,0.0409857,0.0449932,0.778282,-5638.45,-2607.48,-3030.97,-446007.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00201081,7,0.04375,0.05,522.0,0.00026727,0.000172829,625.901,0.0481265,0.778282,33.4068,-122081.0,1909.76,-123991.0,-18245300.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00201081,0,0.0,0.00625,1.0,5.12027e-07,1.02265e-06,654.779,4.16099e-14,0.0,0.000991717,-1936.84,-689.063,-1247.78,-183611.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00201081,1,0.00625,0.0125,18.0,9.21646e-06,7.15858e-06,651.744,0.0102093,0.000991717,0.00233464,-145.71,133.033,-278.743,-41017.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00201081,2,0.0125,0.01875,38.0,1.9457e-05,1.94304e-05,650.601,0.0167418,0.00233464,-0.0164507,965.483,801.57,163.913,24119.8
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00201081,3,0.01875,0.025,66.0,3.37937e-05,3.78382e-05,653.564,0.0221493,-0.0164507,-0.0589924,1258.86,656.778,602.086,88597.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00201081,4,0.025,0.03125,128.0,6.55394e-05,6.23819e-05,660.123,0.0280841,-0.0589924,-0.0269652,-488.671,-582.133,93.4621,13753.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00201081,5,0.03125,0.0375,186.0,9.52364e-05,9.30615e-05,662.26,0.0346912,-0.0269652,0.0449933,-755.578,-1804.2,1048.62,154304.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00201081,6,0.0375,0.04375,254.0,0.000130051,0.000129877,659.901,0.0409856,0.0449933,0.778279,-5638.42,-2607.47,-3030.95,-446005.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00201081,7,0.04375,0.05,522.0,0.00026727,0.000172829,625.901,0.0481265,0.778279,33.4068,-122081.0,1909.75,-123991.0,-18245300.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00209124,0,0.0,0.00625,1.0,5.12025e-07,1.02265e-06,714.074,4.21602e-14,0.0,0.00434978,-8495.25,-4099.84,-4395.41,-646785.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00209124,1,0.00625,0.0125,18.0,9.21642e-06,7.15858e-06,700.762,0.0102093,0.00434978,0.0284468,-2614.58,-2313.48,-301.102,-44307.1
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00209124,2,0.0125,0.01875,38.0,1.94569e-05,1.94304e-05,686.835,0.0167418,0.0284468,0.0423758,-715.888,-521.738,-194.15,-28569.2
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00209124,3,0.01875,0.025,66.0,3.37937e-05,3.78382e-05,679.203,0.0221492,0.0423758,0.0147665,816.997,209.552,607.445,89385.6
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00209124,4,0.025,0.03125,128.0,6.55393e-05,6.23819e-05,677.561,0.0280841,0.0147665,0.0424191,-421.925,-669.865,247.94,36484.4
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00209124,5,0.03125,0.0375,186.0,9.52363e-05,9.30615e-05,674.2,0.0346912,0.0424191,0.018118,255.167,-2127.24,2382.41,350571.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00209124,6,0.0375,0.04375,254.0,0.000130051,0.000129877,673.251,0.0409856,0.018118,1.27376,-9654.97,-4307.24,-5347.73,-786919.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00209124,7,0.04375,0.05,522.0,0.000267269,0.000172829,617.605,0.0481265,1.27376,32.964,-118570.0,3117.25,-121688.0,-17906400.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00209124,0,0.0,0.00625,1.0,5.12023e-07,1.02265e-06,714.074,4.30069e-14,0.0,0.00434979,-8495.31,-4099.85,-4395.46,-646792.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00209124,1,0.00625,0.0125,18.0,9.21639e-06,7.15858e-06,700.762,0.0102093,0.00434979,0.0284469,-2614.59,-2313.48,-301.107,-44307.9
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00209124,2,0.0125,0.01875,38.0,1.94568e-05,1.94304e-05,686.835,0.0167418,0.0284469,0.0423758,-715.892,-521.739,-194.153,-28569.6
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00209124,3,0.01875,0.025,66.0,3.37936e-05,3.78382e-05,679.203,0.0221492,0.0423758,0.0147665,817.0,209.553,607.447,89385.8
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00209124,4,0.025,0.03125,128.0,6.55392e-05,6.23819e-05,677.561,0.0280841,0.0147665,0.0424191,-421.924,-669.862,247.937,36484.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00209124,5,0.03125,0.0375,186.0,9.52362e-05,9.30615e-05,674.2,0.0346912,0.0424191,0.0181181,255.166,-2127.24,2382.4,350571.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00209124,6,0.0375,0.04375,254.0,0.000130051,0.000129877,673.251,0.0409856,0.0181181,1.27375,-9654.94,-4307.24,-5347.71,-786915.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00209124,7,0.04375,0.05,522.0,0.000267269,0.000172829,617.605,0.0481265,1.27375,32.964,-118571.0,3117.25,-121688.0,-17906400.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00217167,0,0.0,0.00625,1.0,5.12021e-07,1.02265e-06,769.842,4.37817e-14,0.0,0.00697433,-13621.2,-6820.72,-6800.46,-1000690.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00217167,1,0.00625,0.0125,18.0,9.21635e-06,7.15858e-06,748.498,0.0102092,0.00697433,0.0499202,-4659.74,-4343.06,-316.683,-46599.9
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00217167,2,0.0125,0.01875,38.0,1.94568e-05,1.94304e-05,724.059,0.0167418,0.0499202,0.0918737,-2156.24,-1650.97,-505.269,-74350.4
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00217167,3,0.01875,0.025,66.0,3.37935e-05,3.78382e-05,707.511,0.0221492,0.0918737,0.0767856,446.481,-202.986,649.466,95569.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00217167,4,0.025,0.03125,128.0,6.55391e-05,6.23819e-05,698.973,0.028084,0.0767856,0.107119,-462.832,-867.45,404.617,59539.5
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00217167,5,0.03125,0.0375,186.0,9.52361e-05,9.30615e-05,690.487,0.0346911,0.107119,0.020118,913.532,-2633.17,3546.7,521897.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00217167,6,0.0375,0.04375,254.0,0.000130051,0.000129877,689.432,0.0409855,0.020118,1.80093,-13693.2,-5971.27,-7721.94,-1136280.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00217167,7,0.04375,0.05,522.0,0.000267269,0.000172829,610.755,0.0481264,1.80093,32.5984,-115230.0,4365.24,-119595.0,-17598500.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00217167,0,0.0,0.00625,1.0,5.12019e-07,1.02265e-06,769.842,4.47749e-14,0.0,0.00697434,-13621.3,-6820.74,-6800.53,-1000700.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00217167,1,0.00625,0.0125,18.0,9.21632e-06,7.15858e-06,748.498,0.0102092,0.00697434,0.0499202,-4659.76,-4343.07,-316.692,-46601.2
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00217167,2,0.0125,0.01875,38.0,1.94567e-05,1.94304e-05,724.059,0.0167417,0.0499202,0.0918738,-2156.25,-1650.98,-505.277,-74351.6
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00217167,3,0.01875,0.025,66.0,3.37934e-05,3.78382e-05,707.511,0.0221492,0.0918738,0.0767856,446.484,-202.985,649.469,95569.4
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00217167,4,0.025,0.03125,128.0,6.5539e-05,6.23819e-05,698.973,0.028084,0.0767856,0.107119,-462.831,-867.446,404.616,59539.2
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00217167,5,0.03125,0.0375,186.0,9.5236e-05,9.30615e-05,690.487,0.0346911,0.107119,0.0201181,913.531,-2633.17,3546.7,521897.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00217167,6,0.0375,0.04375,254.0,0.000130051,0.000129877,689.432,0.0409855,0.0201181,1.80093,-13693.2,-5971.26,-7721.91,-1136280.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00217167,7,0.04375,0.05,522.0,0.000267269,0.000172829,610.755,0.0481264,1.80093,32.5984,-115230.0,4365.23,-119595.0,-17598500.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0022521,0,0.0,0.00625,1.0,5.12017e-07,1.02265e-06,815.897,4.63002e-14,0.0,0.00846027,-16523.4,-8449.29,-8074.13,-1188110.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0022521,1,0.00625,0.0125,18.0,9.2163e-06,7.15858e-06,790.004,0.0102092,0.00846027,0.0637202,-5995.89,-5685.57,-310.324,-45664.2
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0022521,2,0.0125,0.01875,38.0,1.94567e-05,1.94304e-05,758.809,0.0167417,0.0637202,0.126233,-3212.91,-2465.81,-747.102,-109936.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0022521,3,0.01875,0.025,66.0,3.37934e-05,3.78382e-05,736.073,0.0221492,0.126233,0.12005,182.968,-542.273,725.241,106719.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0022521,4,0.025,0.03125,128.0,6.55389e-05,6.23819e-05,722.725,0.028084,0.12005,0.160306,-614.239,-1168.87,554.633,81614.2
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0022521,5,0.03125,0.0375,186.0,9.52358e-05,9.30615e-05,710.024,0.0346911,0.160306,0.0430102,1231.64,-3318.75,4550.38,669589.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0022521,6,0.0375,0.04375,254.0,0.000130051,0.000129877,707.77,0.0409854,0.0430102,2.34985,-17738.1,-7611.46,-10126.6,-1490130.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0022521,7,0.04375,0.05,522.0,0.000267269,0.000172829,605.112,0.0481264,2.34985,32.2972,-112049.0,5633.17,-117683.0,-17317000.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0022521,0,0.0,0.00625,1.0,5.12015e-07,1.02265e-06,815.897,4.79135e-14,0.0,0.00846028,-16523.5,-8449.31,-8074.19,-1188120.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0022521,1,0.00625,0.0125,18.0,9.21627e-06,7.15858e-06,790.004,0.0102092,0.00846028,0.0637202,-5995.91,-5685.58,-310.333,-45665.5
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0022521,2,0.0125,0.01875,38.0,1.94566e-05,1.94304e-05,758.809,0.0167417,0.0637202,0.126233,-3212.93,-2465.81,-747.113,-109938.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0022521,3,0.01875,0.025,66.0,3.37933e-05,3.78382e-05,736.073,0.0221491,0.126233,0.12005,182.972,-542.273,725.244,106720.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0022521,4,0.025,0.03125,128.0,6.55388e-05,6.23819e-05,722.725,0.028084,0.12005,0.160306,-614.237,-1168.87,554.632,81614.1
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0022521,5,0.03125,0.0375,186.0,9.52357e-05,9.30615e-05,710.024,0.0346911,0.160306,0.0430104,1231.64,-3318.75,4550.38,669589.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0022521,6,0.0375,0.04375,254.0,0.00013005,0.000129877,707.77,0.0409854,0.0430104,2.34985,-17738.0,-7611.45,-10126.6,-1490120.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0022521,7,0.04375,0.05,522.0,0.000267269,0.000172829,605.112,0.0481264,2.34985,32.2972,-112050.0,5633.16,-117683.0,-17317000.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00233253,0,0.0,0.00625,1.0,5.12014e-07,1.02265e-06,847.806,4.90133e-14,0.0,0.00857477,-16747.1,-8753.18,-7993.95,-1176310.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00233253,1,0.00625,0.0125,18.0,9.21625e-06,7.15858e-06,821.563,0.0102092,0.00857477,0.0680646,-6454.88,-6185.04,-269.843,-39707.5
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00233253,2,0.0125,0.01875,38.0,1.94566e-05,1.94304e-05,788.241,0.0167417,0.0680646,0.14227,-3813.9,-2901.0,-912.899,-134333.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00233253,3,0.01875,0.025,66.0,3.37932e-05,3.78382e-05,762.617,0.0221491,0.14227,0.140688,46.8203,-780.979,827.799,121811.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00233253,4,0.025,0.03125,128.0,6.55386e-05,6.23819e-05,746.974,0.0280839,0.140688,0.196694,-854.549,-1550.17,695.62,102361.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00233253,5,0.03125,0.0375,186.0,9.52355e-05,9.30615e-05,731.39,0.0346911,0.196694,0.07794,1246.95,-4159.88,5406.83,795615.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00233253,6,0.0375,0.04375,254.0,0.00013005,0.000129877,727.305,0.0409854,0.07794,2.90776,-21759.5,-9230.48,-12529.0,-1843640.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00233253,7,0.04375,0.05,522.0,0.000267269,0.000172829,600.273,0.0481264,2.90776,32.0389,-108996.0,6893.84,-115890.0,-17053200.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00233253,0,0.0,0.00625,1.0,5.12013e-07,1.02265e-06,847.806,5.02159e-14,0.0,0.00857478,-16747.2,-8753.19,-7993.99,-1176320.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00233253,1,0.00625,0.0125,18.0,9.21623e-06,7.15858e-06,821.563,0.0102092,0.00857478,0.0680646,-6454.89,-6185.05,-269.848,-39708.2
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00233253,2,0.0125,0.01875,38.0,1.94566e-05,1.94304e-05,788.241,0.0167417,0.0680646,0.14227,-3813.92,-2901.01,-912.912,-134335.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00233253,3,0.01875,0.025,66.0,3.37932e-05,3.78382e-05,762.617,0.0221491,0.14227,0.140688,46.8237,-780.979,827.802,121811.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00233253,4,0.025,0.03125,128.0,6.55385e-05,6.23819e-05,746.974,0.0280839,0.140688,0.196694,-854.546,-1550.17,695.621,102361.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00233253,5,0.03125,0.0375,186.0,9.52354e-05,9.30615e-05,731.39,0.0346911,0.196694,0.0779404,1246.95,-4159.88,5406.83,795615.0
