line,time,Tv,z,z_norm,excess
fd_homogeneous,0.1,0.027441722676,0.257999999926,0.255555555556,14456.6191931
analytical_series,0.1,0.027441722676,0.263499999926,0.261111111111,14374.5158315
fd_homogeneous,0.1,0.027441722676,0.263499999926,0.261111111111,14374.1872288
analytical_series,0.1,0.027441722676,0.268999999927,0.266666666667,14291.0068819
fd_homogeneous,0.1,0.027441722676,0.268999999927,0.266666666667,14290.6216436
analytical_series,0.1,0.027441722676,0.274499999927,0.272222222222,14206.3808086
fd_homogeneous,0.1,0.027441722676,0.274499999927,0.272222222222,14205.9519049
analytical_series,0.1,0.027441722676,0.279999999928,0.277777777778,14120.667666
fd_homogeneous,0.1,0.027441722676,0.279999999928,0.277777777778,14120.1835297
analytical_series,0.1,0.027441722676,0.285499999928,0.283333333333,14033.8972944
fd_homogeneous,0.1,0.027441722676,0.285499999928,0.283333333333,14033.3473964
analytical_series,0.1,0.027441722676,0.290999999929,0.288888888889,13946.0992933
fd_homogeneous,0.1,0.027441722676,0.290999999929,0.288888888889,13945.4966901
analytical_series,0.1,0.027441722676,0.296499999929,0.294444444444,13857.3029947
fd_homogeneous,0.1,0.027441722676,0.296499999929,0.294444444444,13856.6599614
analytical_series,0.1,0.027441722676,0.30199999993,0.3,13767.5374386
fd_homogeneous,0.1,0.027441722676,0.30199999993,0.3,13766.8654766
analytical_series,0.1,0.027441722676,0.307499999931,0.305555555556,13676.8313495
fd_homogeneous,0.1,0.027441722676,0.307499999931,0.305555555556,13676.1001374
analytical_series,0.1,0.027441722676,0.312999999931,0.311111111111,13585.2131135
fd_homogeneous,0.1,0.027441722676,0.312999999931,0.311111111111,13584.4349119
analytical_series,0.1,0.027441722676,0.318499999932,0.316666666667,13492.7107571
fd_homogeneous,0.1,0.027441722676,0.318499999932,0.316666666667,13491.8970463
analytical_series,0.1,0.027441722676,0.323999999932,0.322222222222,13399.3519277
fd_homogeneous,0.1,0.027441722676,0.323999999932,0.322222222222,13398.5134197
